"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"519",177,"AGER","MedConf","Yes","AGE-RAGE signaling pathway in diabetic complications","TTR, NFKBIB, ITGAM, IKBKB, RELA","Th17 cell differentiation (3), T cell receptor signaling pathway (3), RIG-I-like receptor signaling pathway (3), Chemokine signaling pathway (3), NOD-like receptor signaling pathway (3), Ras signaling pathway (2), Osteoclast differentiation (2), MAPK signaling pathway (2), TNF signaling pathway (2), PI3K-Akt signaling pathway (2), Toll-like receptor signaling pathway (2), NF-kappa B signaling pathway (2), Hematopoietic cell lineage (1), Phagosome (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1), Sphingolipid signaling pathway (1), Mitophagy - animal (1), Relaxin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1), Thyroid hormone synthesis (1)"
"541",375790,"AGRN","HighConf","Yes",NA,"NCAM1, MUSK, CDC42, ITGB1, LRP1, UBC, PTK2B, PXN, APOB, ARHGEF6, ITGA1, LAMA5","Focal adhesion (5), Regulation of actin cytoskeleton (5), Leukocyte transendothelial migration (4), PI3K-Akt signaling pathway (3), Chemokine signaling pathway (3), GnRH signaling pathway (2), Rap1 signaling pathway (2), Hematopoietic cell lineage (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), MAPK signaling pathway (1), Phagosome (1)"
"543",183,"AGT","MedConf","Yes","Renin secretion","ADRBK1, CXCR5, GNA15, CXCL13, CXCL8, MTNR1B, PRKAR2B, EDN1, TACR1, CXCR3, NPY, DRD2, TACR3, GNA11, PNOC, CXCL11, HTR1A, KALRN, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, AVPR1A, FPR3, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, MME, DNPEP, ACE, GNRH2, MEP1A, NCOA6, CFTR, GNAI3, CCR8, OPRM1, DNM1, C5, NMUR2, ADRB2, CXCR4","Neuroactive ligand-receptor interaction (17), Chemokine signaling pathway (9), cAMP signaling pathway (8), Cytokine-cytokine receptor interaction (8), Renin secretion (3), Relaxin signaling pathway (3), Adrenergic signaling in cardiomyocytes (2), Leukocyte transendothelial migration (2), Sphingolipid signaling pathway (2), Long-term depression (2), Serotonergic synapse (2), Rap1 signaling pathway (2), Protein digestion and absorption (2), GnRH signaling pathway (2), Regulation of actin cytoskeleton (2), Toll-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Endocrine and other factor-regulated calcium reabsorption (1), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1), Insulin secretion (1), TNF signaling pathway (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"560",10598,"AHSA1","MedConf","Yes",NA,"DDX39A, UBC, PGD, CFTR, HSP90B1","Protein processing in endoplasmic reticulum (1), Thyroid hormone synthesis (1), PI3K-Akt signaling pathway (1), cAMP signaling pathway (1)"
"579",326,"AIRE","HighConf","Yes",NA,"ASH1L, MSL3, SIN3B, HDAC2, HSPA5, SIN3A, MORF4L1","Thyroid hormone signaling pathway (2), Protein export (1), Protein processing in endoplasmic reticulum (1), Thyroid hormone synthesis (1), Notch signaling pathway (1), Lysine degradation (1)"
"585",205,"AK4","HighConf","Yes",NA,"DCK, UBC, NT5C, AMPD1, PDE1B","Renin secretion (1)"
"588",122481,"AK7","HighConf","Yes",NA,"PDE1B, AMPD1, NT5C, DCK","Renin secretion (1)"
"598",8227,"AKAP17A","HighConf","Yes",NA,"ZRANB2, SRSF1","Spliceosome (1)"
"634",211,"ALAS1","MedConf","Yes",NA,"NCOA6, ESRRA, UBC, POLD4","Base excision repair (1)"
"637",214,"ALCAM","MedConf","Yes",NA,"UBC, RELA","Th17 cell differentiation (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Mitophagy - animal (1), Ras signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), cAMP signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), TNF signaling pathway (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"646",217,"ALDH2","MedConf","Yes","Lysine degradation","UBC",NA
"648",224,"ALDH3A2","HighConf","Yes","Lysine degradation","UBC, ABAT",NA
"657",226,"ALDOA","HighConf","Yes",NA,"ARNT, IGF2, LDHB, PF4, PGAM2, FBP1, DERA, TKTL2, SERPING1, G6PC, PDHA1, A2M, GAPDH, UBC, TGFB2","Cytokine-cytokine receptor interaction (2), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Chemokine signaling pathway (1)"
"688",246,"ALOX15","MedConf","Yes","Serotonergic synapse","GPX1, PEBP1, JMJD7-PLA2G4B, GPX3, PLA2G4A, PLA2G4D, PLA2G6","Ether lipid metabolism (4), Ras signaling pathway (4), GnRH signaling pathway (3), Fc epsilon RI signaling pathway (3), Long-term depression (3), Serotonergic synapse (3), MAPK signaling pathway (3), Thyroid hormone synthesis (2)"
"690",240,"ALOX5","MedConf","Yes","Serotonergic synapse, Fc epsilon RI signaling pathway",NA,NA
"700",57679,"ALS2","HighConf","Yes",NA,"RAB5A","Phagosome (1), Ras signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"734",270,"AMPD1","HighConf","Yes",NA,"NT5C, AK4, ENTPD4, HPRT1, DCK, PDE1B, AK7, ITPA","Renin secretion (1)"
"772",287,"ANK2","HighConf","Yes",NA,"KCNJ11, DCTN4, UBC","Insulin secretion (1), Vasopressin-regulated water reabsorption (1)"
"819",84250,"ANKRD32","MedConf","Yes",NA,"POLE, UBC, ATR, HDAC2","Base excision repair (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"852",23294,"ANKS1A","MedConf","Yes",NA,"DNPEP, EGFR, UBC","GnRH signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Regulation of actin cytoskeleton (1), PI3K-Akt signaling pathway (1)"
"877",118429,"ANTXR2","MedConf","Yes","NOD-like receptor signaling pathway","COL4A2, COL4A3, UBC","Protein digestion and absorption (2), Relaxin signaling pathway (2), Focal adhesion (2), AGE-RAGE signaling pathway in diabetic complications (2), PI3K-Akt signaling pathway (2)"
"914",8943,"AP3D1","MedConf","Yes",NA,"CTGF, UBB, UBC","Mitophagy - animal (1)"
"919",10717,"AP4B1","MedConf","Yes",NA,"CLTC, UBC, BUB1B","Endocrine and other factor-regulated calcium reabsorption (1)"
"928",320,"APBA1","MedConf","Yes",NA,"STX1A, LIN7B","Insulin secretion (1)"
"929",321,"APBA2","MedConf","Yes",NA,"RELA, LRP1","Th17 cell differentiation (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Mitophagy - animal (1), Ras signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), cAMP signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), TNF signaling pathway (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"944",51107,"APH1A","MedConf","Yes","Notch signaling pathway",NA,NA
"953",334,"APLP2","MedConf","Yes",NA,"KCNA10, PRNP, JUN, KCNA2, UBC","Th17 cell differentiation (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Mitophagy - animal (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1)"
"960",338,"APOB","MedConf","Yes",NA,"ITGAM, AGRN, MSR1, BGN, HSPA5, VCP, CALCR, UBC, P4HB, HSP90B1, SP1, LRP1, PDIA4, CALR, LDLR, SEC61A1","Protein processing in endoplasmic reticulum (7), Phagosome (4), Thyroid hormone synthesis (3), Protein export (2), PI3K-Akt signaling pathway (1), Neuroactive ligand-receptor interaction (1), Osteoclast differentiation (1), Mitophagy - animal (1), Hematopoietic cell lineage (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1)"
"1004",361,"AQP4","HighConf","Yes","Vasopressin-regulated water reabsorption","CSNK2A2","Mitophagy - animal (1), NF-kappa B signaling pathway (1)"
"1024",381,"ARF5","MedConf","Yes",NA,"ARFIP1, DNAJA4, DNAJA1, COPB1, UBC, ASAP2","Protein processing in endoplasmic reticulum (1)"
"1031",27236,"ARFIP1","HighConf","Yes",NA,"TBC1D15, UBC, DNM1L, ARF5, YAP1","NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Mitophagy - animal (1)"
"1043",55843,"ARHGAP15","HighConf","Yes",NA,"ARHGEF6, RHOF, ARHGDIB, KALRN, RHOB, UBC, CDC42, ARHGEF3, RHOV, WIPF2","Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), MAPK signaling pathway (1)"
"1047",57569,"ARHGAP20","MedConf","Yes",NA,"RHOF, ARHGEF3, RHOB, CDC42, SPOP, RHOV, ARHGDIB, ARHGEF6, KALRN","Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), MAPK signaling pathway (1)"
"1059",9743,"ARHGAP32","MedConf","Yes",NA,"KALRN, RHOF, CDC42, ARHGDIB, SHC2, RHOB, ARHGEF3, ARHGEF6, RHOV, GAB2, UBC","Ras signaling pathway (3), Regulation of actin cytoskeleton (2), Focal adhesion (2), Chemokine signaling pathway (2), Vasopressin-regulated water reabsorption (1), Relaxin signaling pathway (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Sphingolipid signaling pathway (1), Fc epsilon RI signaling pathway (1), Osteoclast differentiation (1)"
"1068",394,"ARHGAP5","HighConf","Yes","Leukocyte transendothelial migration, Focal adhesion","RHOF, ITGB1, CDC42, RND2, ITGA5, KALRN, PXN, PTK2B, ARHGEF6, RHOV, CLTA, ARHGEF3, RHOB, ARHGDIB","Regulation of actin cytoskeleton (5), Focal adhesion (4), Leukocyte transendothelial migration (4), Chemokine signaling pathway (3), Phagosome (2), PI3K-Akt signaling pathway (2), GnRH signaling pathway (2), Rap1 signaling pathway (2), Hematopoietic cell lineage (1), Vasopressin-regulated water reabsorption (1), Endocrine and other factor-regulated calcium reabsorption (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), MAPK signaling pathway (1)"
"1071",64333,"ARHGAP9","MedConf","Yes",NA,"UBC, RHOV, RHOB, FHL2, RHOF, ARHGEF3, KALRN, WIPF2, ARHGEF6, CDC42, ARHGDIB","Regulation of actin cytoskeleton (2), Osteoclast differentiation (1), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), MAPK signaling pathway (1)"
"1073",397,"ARHGDIB","MedConf","Yes","Vasopressin-regulated water reabsorption","PRKX, ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, ARHGAP9, ARHGAP15, A2M, CDC42, NGFR, UBC, RHOB, JUN, RHOV","Focal adhesion (3), GnRH signaling pathway (2), T cell receptor signaling pathway (2), Ras signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Chemokine signaling pathway (1), Regulation of actin cytoskeleton (1), Th17 cell differentiation (1), Mitophagy - animal (1), Relaxin signaling pathway (1), cAMP signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"1089",50650,"ARHGEF3","MedConf","Yes",NA,"ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, PPA1, ARHGAP9, ARHGAP15, CDC42, RHOV, A2M, RHOB","Focal adhesion (2), Leukocyte transendothelial migration (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
"1098",9459,"ARHGEF6","HighConf","Yes","Regulation of actin cytoskeleton","ITGA1, ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, AGRN, ARHGAP9, ARHGAP15, CDC42, ITGB1, RHOV, GIT1, LAMA5, A2M, RHOB, MRAS, PXN, UBC","Focal adhesion (6), Regulation of actin cytoskeleton (6), Leukocyte transendothelial migration (4), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), Ras signaling pathway (2), MAPK signaling pathway (2), Chemokine signaling pathway (2), Mitophagy - animal (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Phagosome (1), Hematopoietic cell lineage (1)"
"1122",54622,"ARL15","MedConf","Yes",NA,"PFN1, UBC","Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1)"
"1163",405,"ARNT","HighConf","Yes",NA,"CXCR4, EDN1, TF, BHLHE40, SLC2A1, TFF3, JUN, SMAD4, CREB1, ALDOA, COPS5, EPO, UBC, SP1, EPAS1, UBE2I, PTGES3","Relaxin signaling pathway (3), TNF signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), Insulin secretion (2), cAMP signaling pathway (2), Osteoclast differentiation (2), PI3K-Akt signaling pathway (2), Cytokine-cytokine receptor interaction (2), Th17 cell differentiation (2), Mitophagy - animal (2), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), Vasopressin-regulated water reabsorption (1), Thyroid hormone synthesis (1), Jak-STAT signaling pathway (1), Hematopoietic cell lineage (1), NF-kappa B signaling pathway (1), RNA transport (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Focal adhesion (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), Thyroid hormone signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1)"
"1168",10095,"ARPC1B","MedConf","Yes","Regulation of actin cytoskeleton","ACTR2, SRPK2, ABI1, PSMA7, TPD52, PDGFRB, UBC","Ras signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Regulation of actin cytoskeleton (1), PI3K-Akt signaling pathway (1), Proteasome (1)"
"1184",91947,"ARRDC4","MedConf","Yes",NA,"CLTC, UBC","Endocrine and other factor-regulated calcium reabsorption (1)"
"1205",427,"ASAH1","HighConf","Yes","Sphingolipid signaling pathway","SGPP2, SRPK1, SMPD2, PPAP2A, UBC","Sphingolipid signaling pathway (2)"
"1208",50807,"ASAP1","MedConf","Yes",NA,"RRAGA, CLTA, PTK2B, PXN, UBC","Chemokine signaling pathway (2), Leukocyte transendothelial migration (2), Endocrine and other factor-regulated calcium reabsorption (1), GnRH signaling pathway (1), Focal adhesion (1), Regulation of actin cytoskeleton (1)"
"1209",8853,"ASAP2","MedConf","Yes",NA,"PTK2B, ARF5, CLTA, PXN, UBC","Chemokine signaling pathway (2), Leukocyte transendothelial migration (2), Focal adhesion (1), Regulation of actin cytoskeleton (1), Endocrine and other factor-regulated calcium reabsorption (1), GnRH signaling pathway (1)"
"1212",136371,"ASB10","MedConf","Yes",NA,"PSMA4","Proteasome (1)"
"1230",51008,"ASCC1","HighConf","Yes",NA,"RELA, PLSCR1, NCOA6, JUN, UBC","Th17 cell differentiation (2), T cell receptor signaling pathway (2), Mitophagy - animal (2), Relaxin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), cAMP signaling pathway (2), Osteoclast differentiation (2), NOD-like receptor signaling pathway (2), MAPK signaling pathway (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), GnRH signaling pathway (1), Focal adhesion (1), Sphingolipid signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), Chemokine signaling pathway (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1)"
"1239",25842,"ASF1A","MedConf","Yes",NA,"ASH1L, HAT1, MSH2, KAT2B, YEATS4, MORF4L1, ASF1B, RAD51, ATR, CFDP1, TAF1","Notch signaling pathway (1), Thyroid hormone signaling pathway (1), Lysine degradation (1)"
"1240",55723,"ASF1B","MedConf","Yes",NA,"HAT1, ASF1A, ASH1L, UBC, KAT2B, MORF4L1, HCFC1, RAD51, YEATS4, CFDP1, MSH2, ATR, TAF1","Notch signaling pathway (1), Thyroid hormone signaling pathway (1), Lysine degradation (1)"
"1241",432,"ASGR1","MedConf","Yes","Thyroid hormone synthesis","HSPA5, HSP90B1","Protein processing in endoplasmic reticulum (2), Thyroid hormone synthesis (2), PI3K-Akt signaling pathway (1), Protein export (1)"
"1243",55870,"ASH1L","MedConf","Yes","Lysine degradation","HIST1H4F, HIST1H4C, H2AFY2, MSL3, HIST2H3C, C17orf64, CHD4, ASH2L, SIN3A, SIN3B, TAF12, HDAC4, EZH1, UBC, CDC5L, WDR5B, PHF12, MORF4L1, WDR5, PLOD3, CFDP1, TAF1, NFYB, MYBL2, USP30, SMARCA1, YEATS4, ASF1A, AIRE, INO80, ASF1B, HDAC2","Lysine degradation (2), Thyroid hormone signaling pathway (2), Mitophagy - animal (1), Spliceosome (1), Notch signaling pathway (1)"
"1244",9070,"ASH2L","HighConf","Yes",NA,"SP1, NCOA6, HCFC1, ASH1L, OGT, KDM6A, WDR5B, UBC, SIN3A, CFDP1, WDR5, PSMC5","Thyroid hormone signaling pathway (1), Proteasome (1), Lysine degradation (1), Mitophagy - animal (1)"
