"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"473",154,"ADRB2","HighConf","Yes","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Renin secretion, Adrenergic signaling in cardiomyocytes","AGT, ADRBK1, VIPR1, MC2R, PRKAR2B, EDN1, GHRH, GPBAR1, HTR6, PTGER2, GRK4, DRD5, CXCR4, PTGIR, GNAI3, SCT, CFTR, CALCR, HRH2, UBC","Neuroactive ligand-receptor interaction (8), cAMP signaling pathway (6), Chemokine signaling pathway (3), Renin secretion (3), Leukocyte transendothelial migration (2), Dopaminergic synapse (2), Serotonergic synapse (2), Relaxin signaling pathway (2), Cytokine-cytokine receptor interaction (1), Osteoclast differentiation (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Long-term depression (1), Rap1 signaling pathway (1), Tight junction (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1)"
"475",156,"ADRBK1","MedConf","Yes",NA,"GNA15, CXCR5, CXCL8, CXCR3, EDN1, TACR1, TACR3, DRD2, GNA11, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, CX3CR1, CCR8, OPRM1, GIT1, AGT, CXCR4, NMUR2, UBC, ADRB2","Neuroactive ligand-receptor interaction (10), Chemokine signaling pathway (7), Cytokine-cytokine receptor interaction (7), Renin secretion (2), cAMP signaling pathway (2), Regulation of actin cytoskeleton (2), GnRH signaling pathway (2), Phospholipase D signaling pathway (2), Relaxin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Adrenergic signaling in cardiomyocytes (1), Leukocyte transendothelial migration (1), Long-term depression (1), Insulin secretion (1), Dopaminergic synapse (1), Rap1 signaling pathway (1), TNF signaling pathway (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"496",174,"AFP","HighConf","Yes",NA,"JUN, UBC","Apoptosis (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Th17 cell differentiation (1), Tight junction (1), Mitophagy - animal (1), Relaxin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
"510",177,"AGER","MedConf","Yes","AGE-RAGE signaling pathway in diabetic complications","NFKBIB, IKBKB, ITGAM, RELA","T cell receptor signaling pathway (3), Th17 cell differentiation (3), RIG-I-like receptor signaling pathway (3), NOD-like receptor signaling pathway (3), Chemokine signaling pathway (3), Apoptosis (2), Ras signaling pathway (2), Osteoclast differentiation (2), TNF signaling pathway (2), MAPK signaling pathway (2), Toll-like receptor signaling pathway (2), NF-kappa B signaling pathway (2), PI3K-Akt signaling pathway (2), Phagosome (1), Hematopoietic cell lineage (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1), Sphingolipid signaling pathway (1), Mitophagy - animal (1), Relaxin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1)"
"532",375790,"AGRN","HighConf","Yes","ECM-receptor interaction","EXT2, GPC2, NCAM1, MUSK, CSPG5, HPSE2, SLC35D2, ARHGEF6, ITGA1, PXN, CDC42, LAMA5, ITGB1, APOB, PTK2B, LRP1","Focal adhesion (5), Regulation of actin cytoskeleton (5), Leukocyte transendothelial migration (4), ECM-receptor interaction (3), PI3K-Akt signaling pathway (3), Chemokine signaling pathway (3), GnRH signaling pathway (2), Tight junction (2), Rap1 signaling pathway (2), Hematopoietic cell lineage (1), Phospholipase D signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), MAPK signaling pathway (1), Phagosome (1)"
"534",183,"AGT","MedConf","Yes","Renin secretion","ADRBK1, GNA15, CXCR5, CXCL13, CXCL8, MTNR1B, CXCR3, PRKAR2B, EDN1, TACR1, TACR3, NPY, DRD2, PNOC, GNA11, KALRN, CXCL11, CXCL9, HTR1A, SSTR4, AVPR1A, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, ACE, MME, CCR8, NCOA6, C5, ADRB2, DNM1, OPRM1, CFTR, NMUR2, GNAI3, CXCR4","Neuroactive ligand-receptor interaction (17), Chemokine signaling pathway (10), Cytokine-cytokine receptor interaction (9), cAMP signaling pathway (8), Phospholipase D signaling pathway (3), Renin secretion (3), Relaxin signaling pathway (3), Toll-like receptor signaling pathway (3), Adrenergic signaling in cardiomyocytes (2), Leukocyte transendothelial migration (2), Dopaminergic synapse (2), Sphingolipid signaling pathway (2), Long-term depression (2), Serotonergic synapse (2), Rap1 signaling pathway (2), GnRH signaling pathway (2), Regulation of actin cytoskeleton (2), AGE-RAGE signaling pathway in diabetic complications (2), Endocrine and other factor-regulated calcium reabsorption (1), Tight junction (1), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1), Insulin secretion (1), TNF signaling pathway (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"562",202,"AIM1","MedConf","Yes",NA,"CDCA8, BIRC5","Apoptosis (1), Platinum drug resistance (1)"
"569",326,"AIRE","HighConf","Yes",NA,"HDAC2","Cell cycle (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"575",205,"AK4","HighConf","Yes",NA,"NT5M, AMPD1, DCK, PDE1B, NT5C","Renin secretion (1)"
"577",122481,"AK7","HighConf","Yes",NA,"PDE1B, NT5M, AMPD1, NT5C, DCK","Renin secretion (1)"
"622",211,"ALAS1","MedConf","Yes",NA,"NCOA6, UBC, ESRRA, POLD4","Base excision repair (1)"
"645",226,"ALDOA","HighConf","Yes",NA,"ARNT, PGAM2, IGF2, FBP1, PF4, DERA, TKTL2, SERPING1, G6PC, TGFB2, GAPDH, A2M, UBC","Cytokine-cytokine receptor interaction (2), Cell cycle (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Chemokine signaling pathway (1)"
"675",246,"ALOX15","MedConf","Yes","Serotonergic synapse","GPX3, JMJD7-PLA2G4B, PLA2G4A, PLA2G6, PLA2G4D, GPX1","Ether lipid metabolism (4), Ras signaling pathway (4), Phospholipase D signaling pathway (3), GnRH signaling pathway (3), Fc epsilon RI signaling pathway (3), Long-term depression (3), Serotonergic synapse (3), MAPK signaling pathway (3), Fc gamma R-mediated phagocytosis (3), Thyroid hormone synthesis (2)"
"677",240,"ALOX5","MedConf","Yes","Serotonergic synapse, Fc epsilon RI signaling pathway",NA,NA
"687",57679,"ALS2","HighConf","Yes",NA,"RAB5A","Phagosome (1), Vasopressin-regulated water reabsorption (1), Ras signaling pathway (1)"
"719",51421,"AMOTL2","MedConf","Yes","Tight junction","UBC, YAP1",NA
"720",270,"AMPD1","HighConf","Yes",NA,"NT5C, ENTPD4, AK4, DCK, ITPA, PDE1B, AK7, HPRT1, NT5M","Renin secretion (1)"
"795",84250,"ANKRD32","MedConf","Yes",NA,"POLE","Base excision repair (1)"
"841",118429,"ANTXR2","MedConf","Yes","NOD-like receptor signaling pathway","UBC",NA
"905",51107,"APH1A","MedConf","Yes","Notch signaling pathway",NA,NA
"921",338,"APOB","MedConf","Yes",NA,"ITGAM, AGRN, GPC2, MSR1, PDIA4, HSP90B1, UBC, LDLR, SP1, VCP, P4HB, HSPA5, CALR, LRP1, CALCR","Thyroid hormone synthesis (3), Phagosome (3), PI3K-Akt signaling pathway (1), Osteoclast differentiation (1), Neuroactive ligand-receptor interaction (1), Mitophagy - animal (1), Protein export (1), ECM-receptor interaction (1), Hematopoietic cell lineage (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1)"
"963",361,"AQP4","HighConf","Yes","Vasopressin-regulated water reabsorption",NA,NA
"1002",55843,"ARHGAP15","HighConf","Yes",NA,"ARHGEF3, RHOV, KALRN, RHOF, RHOB, ARHGEF6, CDC42, ARHGDIB","Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Tight junction (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Chemokine signaling pathway (1), MAPK signaling pathway (1)"
"1006",57569,"ARHGAP20","MedConf","Yes",NA,"RHOF, CDC42, RHOB, RHOV, ARHGEF3, KALRN, ARHGEF6, ARHGDIB","Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Tight junction (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Chemokine signaling pathway (1), MAPK signaling pathway (1)"
"1017",9743,"ARHGAP32","MedConf","Yes",NA,"KALRN, RHOF, ARHGEF6, ARHGDIB, CDC42, ARHGEF3, RHOB, RHOV","Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Tight junction (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Chemokine signaling pathway (1), MAPK signaling pathway (1)"
"1020",158763,"ARHGAP36","HighConf","Yes",NA,"CDC42, RHOB, ARHGEF3, KALRN, ARHGEF6, RHOF, ARHGDIB, RHOV","Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Tight junction (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Chemokine signaling pathway (1), MAPK signaling pathway (1)"
"1023",394,"ARHGAP5","HighConf","Yes","Leukocyte transendothelial migration, Focal adhesion","RHOF, CLTA, KALRN, ARHGDIB, CDC42, RHOB, ARHGEF6, RHOV, ARHGEF3","Regulation of actin cytoskeleton (2), Endocrine and other factor-regulated calcium reabsorption (1), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Tight junction (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Chemokine signaling pathway (1), MAPK signaling pathway (1)"
"1026",64333,"ARHGAP9","MedConf","Yes",NA,"ARHGEF6, ARHGEF3, RHOV, ARHGDIB, CDC42, RHOF, KALRN, RHOB","Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Tight junction (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Chemokine signaling pathway (1), MAPK signaling pathway (1)"
"1028",397,"ARHGDIB","MedConf","Yes","Vasopressin-regulated water reabsorption","PRKX, ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, ARHGAP9, ARHGAP36, ARHGAP15, CDC42, JUN, RHOB, RHOV, NGFR, A2M","Focal adhesion (3), GnRH signaling pathway (2), T cell receptor signaling pathway (2), Tight junction (2), Ras signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Fc gamma R-mediated phagocytosis (1), Chemokine signaling pathway (1), Regulation of actin cytoskeleton (1), Apoptosis (1), Th17 cell differentiation (1), Mitophagy - animal (1), Relaxin signaling pathway (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"1044",50650,"ARHGEF3","MedConf","Yes",NA,"ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, ARHGAP9, ARHGAP36, ARHGAP15, A2M, RHOB, RHOV, CDC42","Focal adhesion (2), Leukocyte transendothelial migration (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Tight junction (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Rap1 signaling pathway (1), Chemokine signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
"1050",9459,"ARHGEF6","HighConf","Yes","Regulation of actin cytoskeleton","ARHGAP32, ITGA1, AGRN, KALRN, ARHGAP5, ARHGAP20, RHOF, ARHGAP9, ARHGAP36, ARHGAP15, MRAS, RHOB, CDC42, A2M, ITGB1, GIT1, LAMA5, RHOV, PXN","Focal adhesion (6), Regulation of actin cytoskeleton (6), ECM-receptor interaction (4), Leukocyte transendothelial migration (4), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), Ras signaling pathway (2), MAPK signaling pathway (2), Tight junction (2), Chemokine signaling pathway (2), Phospholipase D signaling pathway (1), Mitophagy - animal (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), AGE-RAGE signaling pathway in diabetic complications (1), Phagosome (1), Hematopoietic cell lineage (1)"
"1106",405,"ARNT","HighConf","Yes",NA,"CXCR4, EDN1, TF, SLC2A1, TFF3, EPAS1, EPO, SP1, JUN, ALDOA, COPS5, SMAD4, CREB1","Relaxin signaling pathway (3), TNF signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), Insulin secretion (2), Osteoclast differentiation (2), cAMP signaling pathway (2), PI3K-Akt signaling pathway (2), Cytokine-cytokine receptor interaction (2), Th17 cell differentiation (2), Mitophagy - animal (2), Dopaminergic synapse (1), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), Vasopressin-regulated water reabsorption (1), Thyroid hormone synthesis (1), Jak-STAT signaling pathway (1), Hematopoietic cell lineage (1), Cell cycle (1), Apoptosis (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Tight junction (1), Focal adhesion (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), Thyroid hormone signaling pathway (1), Leukocyte transendothelial migration (1), Chemokine signaling pathway (1)"
"1111",10095,"ARPC1B","MedConf","Yes","Regulation of actin cytoskeleton, Fc gamma R-mediated phagocytosis","ACTR2, ABI1, PDGFRB, PSMA7, UBC","Phospholipase D signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Proteasome (1), Tight junction (1)"
"1148",427,"ASAH1","HighConf","Yes","Sphingolipid signaling pathway","SGPP2, SMPD2, PPAP2A","Sphingolipid signaling pathway (2)"
"1151",50807,"ASAP1","MedConf","Yes","Fc gamma R-mediated phagocytosis","UBC, CLTA","Endocrine and other factor-regulated calcium reabsorption (1)"
"1152",8853,"ASAP2","MedConf","Yes","Fc gamma R-mediated phagocytosis","CLTA, PXN, UBC","Focal adhesion (1), Leukocyte transendothelial migration (1), Chemokine signaling pathway (1), Regulation of actin cytoskeleton (1), Endocrine and other factor-regulated calcium reabsorption (1)"
"1153",55616,"ASAP3","MedConf","Yes","Fc gamma R-mediated phagocytosis",NA,NA
"1180",25842,"ASF1A","MedConf","Yes",NA,"ATR, ASF1B, TAF1","Cell cycle (1)"
"1181",55723,"ASF1B","MedConf","Yes",NA,"ASF1A, ATR, KAT2B, TAF1, UBC","Notch signaling pathway (1), Thyroid hormone signaling pathway (1), Cell cycle (1)"
"1182",432,"ASGR1","MedConf","Yes","Thyroid hormone synthesis",NA,NA
"1229",467,"ATF3","MedConf","Yes",NA,"SMAD4, JUN, UBC","Th17 cell differentiation (2), AGE-RAGE signaling pathway in diabetic complications (2), Apoptosis (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Tight junction (1), Mitophagy - animal (1), Relaxin signaling pathway (1), Focal adhesion (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), Cell cycle (1)"
"1233",1388,"ATF6B","MedConf","Yes","PI3K-Akt signaling pathway, Thyroid hormone synthesis, TNF signaling pathway, Relaxin signaling pathway, Insulin secretion, Adrenergic signaling in cardiomyocytes, Dopaminergic synapse",NA,NA
"1253",285973,"ATG9B","MedConf","Yes","Mitophagy - animal",NA,NA
"1273",479,"ATP12A","MedConf","Yes",NA,"ATP1A3, PPA1, ABCA2, UBC, ATP1B3","Endocrine and other factor-regulated calcium reabsorption (2), Adrenergic signaling in cardiomyocytes (2), Insulin secretion (2), Proximal tubule bicarbonate reclamation (2), Aldosterone-regulated sodium reabsorption (2), Thyroid hormone signaling pathway (2), cAMP signaling pathway (2), Thyroid hormone synthesis (2)"
"1281",478,"ATP1A3","HighConf","Yes","Thyroid hormone synthesis, cAMP signaling pathway, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Proximal tubule bicarbonate reclamation, Insulin secretion, Adrenergic signaling in cardiomyocytes, Endocrine and other factor-regulated calcium reabsorption","ATP1B2, ABCA2, FXYD7, ATP1B3, PRKX, ATP12A, UBC","Endocrine and other factor-regulated calcium reabsorption (2), Adrenergic signaling in cardiomyocytes (2), Insulin secretion (2), Proximal tubule bicarbonate reclamation (2), Aldosterone-regulated sodium reabsorption (2), Thyroid hormone signaling pathway (2), cAMP signaling pathway (2), Thyroid hormone synthesis (2)"
"1284",482,"ATP1B2","MedConf","Yes","Thyroid hormone synthesis, cAMP signaling pathway, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Proximal tubule bicarbonate reclamation, Insulin secretion, Adrenergic signaling in cardiomyocytes, Endocrine and other factor-regulated calcium reabsorption","FXYD7, ATP1A3, PRKX, ATP1B3","Endocrine and other factor-regulated calcium reabsorption (2), Adrenergic signaling in cardiomyocytes (2), Insulin secretion (2), Proximal tubule bicarbonate reclamation (2), Aldosterone-regulated sodium reabsorption (2), Thyroid hormone signaling pathway (2), cAMP signaling pathway (2), Thyroid hormone synthesis (2)"
"1285",483,"ATP1B3","HighConf","Yes","Thyroid hormone synthesis, cAMP signaling pathway, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Proximal tubule bicarbonate reclamation, Insulin secretion, Adrenergic signaling in cardiomyocytes, Endocrine and other factor-regulated calcium reabsorption","ATP12A, ATP1A3, ATP1B2, ABCA2, FXYD7, UBC, PRKX","Endocrine and other factor-regulated calcium reabsorption (2), Adrenergic signaling in cardiomyocytes (2), Insulin secretion (2), Proximal tubule bicarbonate reclamation (2), Aldosterone-regulated sodium reabsorption (2), Thyroid hormone signaling pathway (2), cAMP signaling pathway (2), Thyroid hormone synthesis (2)"
"1286",23439,"ATP1B4","MedConf","Yes","Thyroid hormone synthesis, cAMP signaling pathway, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Proximal tubule bicarbonate reclamation, Insulin secretion, Adrenergic signaling in cardiomyocytes, Endocrine and other factor-regulated calcium reabsorption","PRKX",NA
"1292",492,"ATP2B3","MedConf","Yes","cAMP signaling pathway, Adrenergic signaling in cardiomyocytes",NA,NA
"1315",537,"ATP6AP1","HighConf","Yes","Phagosome",NA,NA
"1320",50617,"ATP6V0A4","HighConf","Yes","Phagosome","PPA1, ATP6V1B2, TCIRG1, TF","Phagosome (2)"
"1325",8992,"ATP6V0E1","HighConf","Yes","Phagosome",NA,NA
"1329",526,"ATP6V1B2","HighConf","Yes","Phagosome","TCIRG1, PPA1, TF, ATP6V0A4, UBC","Phagosome (2)"
"1353",545,"ATR","HighConf","Yes","Cell cycle","MCM8, RAD21, ASF1B, FANCG, CDC25C, SYCP3, FANCE, OBFC1, ASF1A, TIPIN, UBC, CCNB2, BRCA2, XPA, MSH2, RAD51","Cell cycle (3), Platinum drug resistance (2)"
"1379",552,"AVPR1A","MedConf","Yes","Neuroactive ligand-receptor interaction, Phospholipase D signaling pathway","NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, NMUR2, KALRN, GNA11, TACR1, ADRBK1, EDN1, TACR3, AGT, GNA15","Neuroactive ligand-receptor interaction (6), GnRH signaling pathway (2), Relaxin signaling pathway (2), Long-term depression (1), Insulin secretion (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), Renin secretion (1), Chemokine signaling pathway (1), Cytokine-cytokine receptor interaction (1), Regulation of actin cytoskeleton (1)"
"1436",573,"BAG1","MedConf","Yes",NA,"JUN, STUB1, UBC","Apoptosis (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Th17 cell differentiation (1), Tight junction (1), Mitophagy - animal (1), Relaxin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
"1457",25805,"BAMBI","MedConf","Yes",NA,"BMPR1B, BMP7","Cytokine-cytokine receptor interaction (2)"
"1495",10286,"BCAS2","MedConf","Yes","Spliceosome","UBC, CDC5L, MFAP1, EFTUD2, PRPF8, PLRG1","Spliceosome (4)"
"1508",64919,"BCL11B","MedConf","Yes",NA,"HDAC2","Cell cycle (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"1511",598,"BCL2L1","HighConf","Yes","PI3K-Akt signaling pathway, NF-kappa B signaling pathway, NOD-like receptor signaling pathway, Ras signaling pathway, Mitophagy - animal, Jak-STAT signaling pathway, Platinum drug resistance, Apoptosis","STAT1, DIABLO, PRKAR2B, DNM1L, NMI, PMAIP1, SPATA25, PGAM5, UBC","TNF signaling pathway (2), Apoptosis (2), NOD-like receptor signaling pathway (2), Mitophagy - animal (1), Platinum drug resistance (1), Th17 cell differentiation (1), Jak-STAT signaling pathway (1), Thyroid hormone signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), Chemokine signaling pathway (1), Toll-like receptor signaling pathway (1)"
