"","EntrezID","GeneSymbol","PathwayID","PathwayName"
"182","100042929","H2al1c",4217,"Necroptosis"
"183","100042929","H2al1c",5034,"Alcoholism"
"184","100042929","H2al1c",5322,"Systemic lupus erythematosus"
"185","100042931","H2al1d",4217,"Necroptosis"
"186","100042931","H2al1d",5034,"Alcoholism"
"187","100042931","H2al1d",5322,"Systemic lupus erythematosus"
"188","100042939","H2al1f",4217,"Necroptosis"
"189","100042939","H2al1f",5034,"Alcoholism"
"190","100042939","H2al1f",5322,"Systemic lupus erythematosus"
"191","100042943","H2al1g",4217,"Necroptosis"
"192","100042943","H2al1g",5034,"Alcoholism"
"193","100042943","H2al1g",5322,"Systemic lupus erythematosus"
"194","100042944","H2al1h",4217,"Necroptosis"
"195","100042944","H2al1h",5034,"Alcoholism"
"196","100042944","H2al1h",5322,"Systemic lupus erythematosus"
"197","100042946","H2al1i",4217,"Necroptosis"
"198","100042946","H2al1i",5034,"Alcoholism"
"199","100042946","H2al1i",5322,"Systemic lupus erythematosus"
"200","100043188","Spopfm2",4340,"Hedgehog signaling pathway"
"201","100043200","Olfr819",4740,"Olfactory transduction"
"202","100043292","Gm4340",3013,"RNA transport"
"203","100043292","Gm4340",3015,"mRNA surveillance pathway"
"204","100043292","Gm4340",3040,"Spliceosome"
"205","100043292","Gm4340",5014,"Amyotrophic lateral sclerosis"
"206","100043292","Gm4340",5168,"Herpes simplex virus 1 infection"
"207","100043314","Tigit",4514,"Cell adhesion molecules"
"208","100043381","Gm14308",5168,"Herpes simplex virus 1 infection"
"209","100043456","Gm10681",140,"Steroid hormone biosynthesis"
"210","100043456","Gm10681",1100,"Metabolic pathways"
"211","100043456","Gm10681",4913,"Ovarian steroidogenesis"
"212","100043456","Gm10681",4925,"Aldosterone synthesis and secretion"
"213","100043456","Gm10681",4927,"Cortisol synthesis and secretion"
"214","100043456","Gm10681",4934,"Cushing syndrome"
"215","100043461","Gm4450",140,"Steroid hormone biosynthesis"
"216","100043461","Gm4450",1100,"Metabolic pathways"
"217","100043461","Gm4450",4913,"Ovarian steroidogenesis"
"218","100043461","Gm4450",4925,"Aldosterone synthesis and secretion"
"219","100043461","Gm4450",4927,"Cortisol synthesis and secretion"
"220","100043461","Gm4450",4934,"Cushing syndrome"
"221","100043474","Olfr1564",4740,"Olfactory transduction"
"222","100043497","Nat8f7",480,"Glutathione metabolism"
"223","100043497","Nat8f7",1100,"Metabolic pathways"
"224","100043684","Amy2a4",500,"Starch and sucrose metabolism"
"225","100043684","Amy2a4",1100,"Metabolic pathways"
"226","100043684","Amy2a4",4970,"Salivary secretion"
"227","100043684","Amy2a4",4972,"Pancreatic secretion"
"228","100043684","Amy2a4",4973,"Carbohydrate digestion and absorption"
"229","100043686","Amy2a3",500,"Starch and sucrose metabolism"
"230","100043686","Amy2a3",1100,"Metabolic pathways"
"231","100043686","Amy2a3",4970,"Salivary secretion"
"232","100043686","Amy2a3",4972,"Pancreatic secretion"
"233","100043686","Amy2a3",4973,"Carbohydrate digestion and absorption"
"234","100043688","Amy2a2",500,"Starch and sucrose metabolism"
"235","100043688","Amy2a2",1100,"Metabolic pathways"
"236","100043688","Amy2a2",4970,"Salivary secretion"
"237","100043688","Amy2a2",4972,"Pancreatic secretion"
"238","100043688","Amy2a2",4973,"Carbohydrate digestion and absorption"
"239","100043772","Zfp850",5168,"Herpes simplex virus 1 infection"
"240","100043813","Rps27rt",3010,"Ribosome"
"241","100043861","Klrb1",5144,"Malaria"
"242","100043915","Gm4724",5168,"Herpes simplex virus 1 infection"
"243","100046078","Gm15266",3060,"Protein export"
"244","100046078","Gm15266",4141,"Protein processing in endoplasmic reticulum"
"245","100046078","Gm15266",4145,"Phagosome"
"246","100049549","Mir181d",5206,"MicroRNAs in cancer"
"247","100066","Cyp2j11",590,"Arachidonic acid metabolism"
"248","100066","Cyp2j11",591,"Linoleic acid metabolism"
"249","100066","Cyp2j11",1100,"Metabolic pathways"
"250","100066","Cyp2j11",4726,"Serotonergic synapse"
"251","100066","Cyp2j11",4750,"Inflammatory mediator regulation of TRP channels"
"252","100066","Cyp2j11",4913,"Ovarian steroidogenesis"
"253","100101806","Srp54c",3060,"Protein export"
"254","100101919","Dnah7c",5014,"Amyotrophic lateral sclerosis"
"255","100101919","Dnah7c",5016,"Huntington disease"
"256","100101919","Dnah7c",5022,"Pathways of neurodegeneration - multiple diseases"
"257","100102","Pcsk9",4979,"Cholesterol metabolism"
"258","100124432","Mir193b",5206,"MicroRNAs in cancer"
"259","100126824","Sco2",5230,"Central carbon metabolism in cancer"
"260","100163","Pafah2",565,"Ether lipid metabolism"
"261","100163","Pafah2",1100,"Metabolic pathways"
"262","100198","H6pd",30,"Pentose phosphate pathway"
"263","100198","H6pd",1100,"Metabolic pathways"
"264","100198","H6pd",1200,"Carbon metabolism"
"265","100226","Stx12",4145,"Phagosome"
"266","100233208","Gm10778",5168,"Herpes simplex virus 1 infection"
"267","100294660","Defa2",4621,"NOD-like receptor signaling pathway"
"268","100294660","Defa2",5150,"Staphylococcus aureus infection"
"269","100294660","Defa2",5202,"Transcriptional misregulation in cancer"
"270","100310872","Dynlt1a",5132,"Salmonella infection"
"271","100316783","Mir1b",5206,"MicroRNAs in cancer"
"272","100328588","Il4i1b",250,"Alanine, aspartate and glutamate metabolism"
"273","100328588","Il4i1b",270,"Cysteine and methionine metabolism"
"274","100328588","Il4i1b",280,"Valine, leucine and isoleucine degradation"
"275","100328588","Il4i1b",350,"Tyrosine metabolism"
"276","100328588","Il4i1b",360,"Phenylalanine metabolism"
"277","100328588","Il4i1b",380,"Tryptophan metabolism"
"278","100328588","Il4i1b",400,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"279","100328588","Il4i1b",1100,"Metabolic pathways"
"280","100416706","Zfp729b",5168,"Herpes simplex virus 1 infection"
"281","100434","Slc44a1",5231,"Choline metabolism in cancer"
"282","100470","Lao1",250,"Alanine, aspartate and glutamate metabolism"
"283","100470","Lao1",270,"Cysteine and methionine metabolism"
"284","100470","Lao1",280,"Valine, leucine and isoleucine degradation"
"285","100470","Lao1",350,"Tyrosine metabolism"
"286","100470","Lao1",360,"Phenylalanine metabolism"
"287","100470","Lao1",380,"Tryptophan metabolism"
"288","100470","Lao1",400,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"289","100470","Lao1",1100,"Metabolic pathways"
"290","100502698","Rubcn",4140,"Autophagy - animal"
"291","100502825","Rpl37rt",3010,"Ribosome"
"292","100502876","Kcnmb3",4022,"cGMP-PKG signaling pathway"
"293","100502876","Kcnmb3",4270,"Vascular smooth muscle contraction"
"294","100502876","Kcnmb3",4911,"Insulin secretion"
"295","100502880","Gm19428",5168,"Herpes simplex virus 1 infection"
"296","100502887","Olfr331",4740,"Olfactory transduction"
"297","100503486","Olfr936",4740,"Olfactory transduction"
"298","100503584","Zfp534",5168,"Herpes simplex virus 1 infection"
"299","100503605","Hbb-bs",5143,"African trypanosomiasis"
"300","100503605","Hbb-bs",5144,"Malaria"
"301","100503670","Rpl5",3010,"Ribosome"
"302","100503710","Gm5741",4010,"MAPK signaling pathway"
"303","100503710","Gm5741",4014,"Ras signaling pathway"
"304","100503710","Gm5741",4062,"Chemokine signaling pathway"
"305","100503710","Gm5741",4151,"PI3K-Akt signaling pathway"
"306","100503710","Gm5741",4371,"Apelin signaling pathway"
"307","100503710","Gm5741",4713,"Circadian entrainment"
"308","100503710","Gm5741",4723,"Retrograde endocannabinoid signaling"
"309","100503710","Gm5741",4724,"Glutamatergic synapse"
"310","100503710","Gm5741",4725,"Cholinergic synapse"
"311","100503710","Gm5741",4726,"Serotonergic synapse"
"312","100503710","Gm5741",4727,"GABAergic synapse"
"313","100503710","Gm5741",4728,"Dopaminergic synapse"
"314","100503710","Gm5741",4810,"Regulation of actin cytoskeleton"
"315","100503710","Gm5741",4926,"Relaxin signaling pathway"
"316","100503710","Gm5741",5032,"Morphine addiction"
"317","100503710","Gm5741",5034,"Alcoholism"
"318","100503710","Gm5741",5163,"Human cytomegalovirus infection"
"319","100503710","Gm5741",5167,"Kaposi sarcoma-associated herpesvirus infection"
"320","100503710","Gm5741",5170,"Human immunodeficiency virus 1 infection"
"321","100503710","Gm5741",5200,"Pathways in cancer"
"322","100503895","Tpsab1",5164,"Influenza A"
"323","100503970","AY761185",4621,"NOD-like receptor signaling pathway"
"324","100503970","AY761185",5150,"Staphylococcus aureus infection"
"325","100503970","AY761185",5202,"Transcriptional misregulation in cancer"
"326","100504239","Gm10591",4060,"Cytokine-cytokine receptor interaction"
"327","100504239","Gm10591",4061,"Viral protein interaction with cytokine and cytokine receptor"
"328","100504239","Gm10591",4062,"Chemokine signaling pathway"
"329","100504239","Gm10591",4064,"NF-kappa B signaling pathway"
"330","100504346","Gm13304",4060,"Cytokine-cytokine receptor interaction"
"331","100504346","Gm13304",4061,"Viral protein interaction with cytokine and cytokine receptor"
"332","100504346","Gm13304",4062,"Chemokine signaling pathway"
"333","100504346","Gm13304",4064,"NF-kappa B signaling pathway"
"334","100504404","H2-Ea-ps",4145,"Phagosome"
"335","100504404","H2-Ea-ps",4514,"Cell adhesion molecules"
"336","100504404","H2-Ea-ps",4612,"Antigen processing and presentation"
"337","100504404","H2-Ea-ps",4640,"Hematopoietic cell lineage"
"338","100504404","H2-Ea-ps",4658,"Th1 and Th2 cell differentiation"
"339","100504404","H2-Ea-ps",4659,"Th17 cell differentiation"
"340","100504404","H2-Ea-ps",4672,"Intestinal immune network for IgA production"
"341","100504404","H2-Ea-ps",4940,"Type I diabetes mellitus"
"342","100504404","H2-Ea-ps",5140,"Leishmaniasis"
"343","100504404","H2-Ea-ps",5145,"Toxoplasmosis"
"344","100504404","H2-Ea-ps",5150,"Staphylococcus aureus infection"
"345","100504404","H2-Ea-ps",5152,"Tuberculosis"
"346","100504404","H2-Ea-ps",5164,"Influenza A"
"347","100504404","H2-Ea-ps",5166,"Human T-cell leukemia virus 1 infection"
"348","100504404","H2-Ea-ps",5168,"Herpes simplex virus 1 infection"
"349","100504404","H2-Ea-ps",5169,"Epstein-Barr virus infection"
"350","100504404","H2-Ea-ps",5310,"Asthma"
"351","100504404","H2-Ea-ps",5320,"Autoimmune thyroid disease"
"352","100504404","H2-Ea-ps",5321,"Inflammatory bowel disease"
"353","100504404","H2-Ea-ps",5322,"Systemic lupus erythematosus"
"354","100504404","H2-Ea-ps",5323,"Rheumatoid arthritis"
"355","100504404","H2-Ea-ps",5330,"Allograft rejection"
"356","100504404","H2-Ea-ps",5332,"Graft-versus-host disease"
"357","100504404","H2-Ea-ps",5416,"Viral myocarditis"
"358","100504663","Atg14",4140,"Autophagy - animal"
"359","100504663","Atg14",5010,"Alzheimer disease"
"360","100504663","Atg14",5014,"Amyotrophic lateral sclerosis"
"361","100504663","Atg14",5016,"Huntington disease"
"362","100504663","Atg14",5017,"Spinocerebellar ataxia"
"363","100504663","Atg14",5022,"Pathways of neurodegeneration - multiple diseases"
"364","100504663","Atg14",5167,"Kaposi sarcoma-associated herpesvirus infection"
"365","100504710","Nat8f6",480,"Glutathione metabolism"
"366","100504710","Nat8f6",1100,"Metabolic pathways"
"367","100505096","Defa33",4621,"NOD-like receptor signaling pathway"
"368","100505096","Defa33",5150,"Staphylococcus aureus infection"
"369","100505096","Defa33",5202,"Transcriptional misregulation in cancer"
"370","100529082","Gm11127",4144,"Endocytosis"
"371","100529082","Gm11127",4145,"Phagosome"
"372","100529082","Gm11127",4218,"Cellular senescence"
"373","100529082","Gm11127",4514,"Cell adhesion molecules"
"374","100529082","Gm11127",4612,"Antigen processing and presentation"
"375","100529082","Gm11127",4940,"Type I diabetes mellitus"
"376","100529082","Gm11127",5163,"Human cytomegalovirus infection"
"377","100529082","Gm11127",5165,"Human papillomavirus infection"
"378","100529082","Gm11127",5166,"Human T-cell leukemia virus 1 infection"
"379","100529082","Gm11127",5167,"Kaposi sarcoma-associated herpesvirus infection"
"380","100529082","Gm11127",5168,"Herpes simplex virus 1 infection"
"381","100529082","Gm11127",5169,"Epstein-Barr virus infection"
"382","100529082","Gm11127",5170,"Human immunodeficiency virus 1 infection"
"383","100529082","Gm11127",5203,"Viral carcinogenesis"
"384","100529082","Gm11127",5320,"Autoimmune thyroid disease"
"385","100529082","Gm11127",5330,"Allograft rejection"
"386","100529082","Gm11127",5332,"Graft-versus-host disease"
"387","100529082","Gm11127",5416,"Viral myocarditis"
"388","100534287","Dchs2",4392,"Hippo signaling pathway - multiple species"
"389","100559","Ugt2b38",40,"Pentose and glucuronate interconversions"
"390","100559","Ugt2b38",53,"Ascorbate and aldarate metabolism"
"391","100559","Ugt2b38",140,"Steroid hormone biosynthesis"
"392","100559","Ugt2b38",830,"Retinol metabolism"
"393","100559","Ugt2b38",860,"Porphyrin and chlorophyll metabolism"
"394","100559","Ugt2b38",980,"Metabolism of xenobiotics by cytochrome P450"
"395","100559","Ugt2b38",982,"Drug metabolism - cytochrome P450"
"396","100559","Ugt2b38",983,"Drug metabolism - other enzymes"
"397","100559","Ugt2b38",1100,"Metabolic pathways"
"398","100559","Ugt2b38",1240,"Biosynthesis of cofactors"
"399","100559","Ugt2b38",4976,"Bile secretion"
"400","100559","Ugt2b38",5204,"Chemical carcinogenesis"
"401","100628567","Mir28c",5206,"MicroRNAs in cancer"
"402","100628572","Mir101c",5206,"MicroRNAs in cancer"
"403","100678","Psph",260,"Glycine, serine and threonine metabolism"
"404","100678","Psph",1100,"Metabolic pathways"
"405","100678","Psph",1200,"Carbon metabolism"
"406","100678","Psph",1230,"Biosynthesis of amino acids"
"407","100683","Trrap",5166,"Human T-cell leukemia virus 1 infection"
"408","100705","Acacb",61,"Fatty acid biosynthesis"
"409","100705","Acacb",620,"Pyruvate metabolism"
"410","100705","Acacb",640,"Propanoate metabolism"
"411","100705","Acacb",1100,"Metabolic pathways"
"412","100705","Acacb",4152,"AMPK signaling pathway"
"413","100705","Acacb",4910,"Insulin signaling pathway"
"414","100705","Acacb",4920,"Adipocytokine signaling pathway"
"415","100705","Acacb",4922,"Glucagon signaling pathway"
"416","100705","Acacb",4931,"Insulin resistance"
"417","100727","Ugt2b34",40,"Pentose and glucuronate interconversions"
"418","100727","Ugt2b34",53,"Ascorbate and aldarate metabolism"
"419","100727","Ugt2b34",140,"Steroid hormone biosynthesis"
"420","100727","Ugt2b34",830,"Retinol metabolism"
"421","100727","Ugt2b34",860,"Porphyrin and chlorophyll metabolism"
"422","100727","Ugt2b34",980,"Metabolism of xenobiotics by cytochrome P450"
"423","100727","Ugt2b34",982,"Drug metabolism - cytochrome P450"
"424","100727","Ugt2b34",983,"Drug metabolism - other enzymes"
"425","100727","Ugt2b34",1100,"Metabolic pathways"
"426","100727","Ugt2b34",1240,"Biosynthesis of cofactors"
"427","100727","Ugt2b34",4976,"Bile secretion"
"428","100727","Ugt2b34",5204,"Chemical carcinogenesis"
"429","100756","Usp30",4137,"Mitophagy - animal"
"430","100763","Ube3c",4120,"Ubiquitin mediated proteolysis"
"431","100861471","n-R5s100",3008,"Ribosome biogenesis in eukaryotes"
"432","100861471","n-R5s100",3010,"Ribosome"
"433","100861472","n-R5s103",3008,"Ribosome biogenesis in eukaryotes"
"434","100861472","n-R5s103",3010,"Ribosome"
"435","100861473","n-R5s104",3008,"Ribosome biogenesis in eukaryotes"
"436","100861473","n-R5s104",3010,"Ribosome"
"437","100861474","n-R5s105",3008,"Ribosome biogenesis in eukaryotes"
"438","100861474","n-R5s105",3010,"Ribosome"
"439","100861475","n-R5s108",3008,"Ribosome biogenesis in eukaryotes"
"440","100861475","n-R5s108",3010,"Ribosome"
"441","100861477","n-R5s110",3008,"Ribosome biogenesis in eukaryotes"
"442","100861477","n-R5s110",3010,"Ribosome"
"443","100861478","n-R5s111",3008,"Ribosome biogenesis in eukaryotes"
"444","100861478","n-R5s111",3010,"Ribosome"
"445","100861479","n-R5s113",3008,"Ribosome biogenesis in eukaryotes"
"446","100861479","n-R5s113",3010,"Ribosome"
"447","100861480","Gm25018",3008,"Ribosome biogenesis in eukaryotes"
"448","100861480","Gm25018",3010,"Ribosome"
"449","100861481","n-R5s117",3008,"Ribosome biogenesis in eukaryotes"
"450","100861481","n-R5s117",3010,"Ribosome"
"451","100861482","n-R5s121",3008,"Ribosome biogenesis in eukaryotes"
"452","100861482","n-R5s121",3010,"Ribosome"
"453","100861483","n-R5s122",3008,"Ribosome biogenesis in eukaryotes"
"454","100861483","n-R5s122",3010,"Ribosome"
"455","100861484","n-R5s123",3008,"Ribosome biogenesis in eukaryotes"
"456","100861484","n-R5s123",3010,"Ribosome"
"457","100861486","n-R5s124",3008,"Ribosome biogenesis in eukaryotes"
"458","100861486","n-R5s124",3010,"Ribosome"
