"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"8759",17392,"Mmp3","HighConf","Yes","IL-17 signaling pathway, TNF signaling pathway","Mmp13, Col14a1, Mmp14, Mmp2, Mmp10","Relaxin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), Protein digestion and absorption (1), IL-17 signaling pathway (1)"
"9613",18126,"Nos2","HighConf","Yes","Relaxin signaling pathway, HIF-1 signaling pathway, Arginine and proline metabolism",NA,NA
"9627",50490,"Nox4","HighConf","Yes","AGE-RAGE signaling pathway in diabetic complications",NA,NA
"11068",56401,"P3h1","MedConf","Yes",NA,"Col3a1, Col1a1","AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2), Protein digestion and absorption (2), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"11074",320452,"P4ha3","HighConf","Yes","Arginine and proline metabolism",NA,NA
"13367",20208,"Saa1","HighConf","Yes",NA,"Kng2, Agtr2, Cxcl10, Cxcl5, Tacr1, Saa2, Bdkrb1, Ccr5","Chemokine signaling pathway (3), Cytokine-cytokine receptor interaction (3), Complement and coagulation cascades (2), IL-17 signaling pathway (2), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1)"
"13368",20209,"Saa2","HighConf","Yes",NA,"Bdkrb1, Saa1, Kng2, Agtr2, Cxcl10, Cxcl5, Tacr1, Ccr5","Chemokine signaling pathway (3), Cytokine-cytokine receptor interaction (3), IL-17 signaling pathway (2), Complement and coagulation cascades (2), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1)"
"14445",12703,"Socs1","MedConf","Yes",NA,"Il4ra","Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"15053",21336,"Tacr1","MedConf","Yes",NA,"Saa1, Saa2, Bdkrb1, Kng2","Complement and coagulation cascades (2)"
"15416",21826,"Thbs2","MedConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway","Itga11, Thbs4","PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2)"
"15418",21828,"Thbs4","MedConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway","Thbs2, Itga11","PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2)"
"15480",21857,"Timp1","HighConf","Yes","HIF-1 signaling pathway","Kng2, Gas6","Complement and coagulation cascades (1)"
"15853",329278,"Tnn","HighConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway","Itga11","PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"16492",22262,"Uox","HighConf","Yes","Caffeine metabolism",NA,NA
"17099",58203,"Zbp1","MedConf","Yes","Cytosolic DNA-sensing pathway",NA,NA
