"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"2072",783,"CACNB2","MedConf","Yes","Oxytocin signaling pathway, Adrenergic signaling in cardiomyocytes","CATSPER3, PRKACA","Longevity regulating pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone synthesis and secretion (1), Apelin signaling pathway (1), Gastric acid secretion (1), Thyroid hormone synthesis (1), Melanogenesis (1), Ras signaling pathway (1), Estrogen signaling pathway (1), Circadian entrainment (1), Salivary secretion (1), Retrograde endocannabinoid signaling (1), Wnt signaling pathway (1), Insulin signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), cAMP signaling pathway (1), Insulin secretion (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Oxytocin signaling pathway (1), Regulation of lipolysis in adipocytes (1), GABAergic synapse (1), Endocrine and other factor-regulated calcium reabsorption (1), Autophagy - animal (1), Cholinergic synapse (1), Chemokine signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"2094",793,"CALB1","HighConf","Yes","Endocrine and other factor-regulated calcium reabsorption",NA,NA
"2217",347732,"CATSPER3","MedConf","Yes",NA,"CACNB2, KCNU1","Insulin secretion (1), cGMP-PKG signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Oxytocin signaling pathway (1)"
"2398",6359,"CCL15","HighConf","Yes","Chemokine signaling pathway, Cytokine-cytokine receptor interaction",NA,NA
"2416",388372,"CCL4L1","MedConf","Yes","Chemokine signaling pathway, Cytokine-cytokine receptor interaction, Toll-like receptor signaling pathway, Cytosolic DNA-sensing pathway, NF-kappa B signaling pathway",NA,NA
"2729",63036,"CELA2A","MedConf","Yes","Pancreatic secretion, Protein digestion and absorption",NA,NA
"3260",1293,"COL6A3","MedConf","Yes","PI3K-Akt signaling pathway, Protein digestion and absorption",NA,NA
"3424",84699,"CREB3L3","MedConf","Yes","Vasopressin-regulated water reabsorption, PI3K-Akt signaling pathway, Cholinergic synapse, cGMP-PKG signaling pathway, Longevity regulating pathway, Relaxin signaling pathway, Insulin secretion, cAMP signaling pathway, Adrenergic signaling in cardiomyocytes, Estrogen signaling pathway, Melanogenesis, Insulin resistance, AMPK signaling pathway, Thyroid hormone synthesis, Aldosterone synthesis and secretion","PRKACA","Longevity regulating pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone synthesis and secretion (1), Apelin signaling pathway (1), Gastric acid secretion (1), Thyroid hormone synthesis (1), Melanogenesis (1), Ras signaling pathway (1), Estrogen signaling pathway (1), Circadian entrainment (1), Salivary secretion (1), Retrograde endocannabinoid signaling (1), Wnt signaling pathway (1), Insulin signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), cAMP signaling pathway (1), Insulin secretion (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Oxytocin signaling pathway (1), Regulation of lipolysis in adipocytes (1), GABAergic synapse (1), Endocrine and other factor-regulated calcium reabsorption (1), Autophagy - animal (1), Cholinergic synapse (1), Chemokine signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"3596",1504,"CTRB1","HighConf","Yes","Pancreatic secretion, Protein digestion and absorption",NA,NA
"4505",29904,"EEF2K","MedConf","Yes","Oxytocin signaling pathway, AMPK signaling pathway","BTRC","Circadian rhythm (1), Cellular senescence (1), Wnt signaling pathway (1)"
"4531",1946,"EFNA5","MedConf","Yes","PI3K-Akt signaling pathway, Ras signaling pathway","EPHB1",NA
"4575",9451,"EIF2AK3","MedConf","Yes","Autophagy - animal, Non-alcoholic fatty liver disease (NAFLD)",NA,NA
"4763",2047,"EPHB1","HighConf","Yes",NA,"PIK3CA, EFNA5","Ras signaling pathway (2), PI3K-Akt signaling pathway (2), Longevity regulating pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone-regulated sodium reabsorption (1), Signaling pathways regulating pluripotency of stem cells (1), Natural killer cell mediated cytotoxicity (1), AMPK signaling pathway (1), Insulin resistance (1), Cellular senescence (1), Estrogen signaling pathway (1), Type II diabetes mellitus (1), Insulin signaling pathway (1), cAMP signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Jak-STAT signaling pathway (1), Toll-like receptor signaling pathway (1), mTOR signaling pathway (1), T cell receptor signaling pathway (1), Regulation of lipolysis in adipocytes (1), Autophagy - animal (1), Cholinergic synapse (1), B cell receptor signaling pathway (1), Chemokine signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"5482",2319,"FLOT2","MedConf","Yes","Insulin signaling pathway",NA,NA
"5720",2563,"GABRD","HighConf","Yes","GABAergic synapse, Retrograde endocannabinoid signaling",NA,NA
"5721",2564,"GABRE","MedConf","Yes","GABAergic synapse, Retrograde endocannabinoid signaling",NA,NA
"6064",2783,"GNB2","MedConf","Yes","PI3K-Akt signaling pathway, Chemokine signaling pathway, Cholinergic synapse, GABAergic synapse, Relaxin signaling pathway, Retrograde endocannabinoid signaling, Circadian entrainment, Ras signaling pathway, Apelin signaling pathway","ADCY9, PRKACA, PIK3CA","Longevity regulating pathway (6), Inflammatory mediator regulation of TRP channels (3), Endocrine resistance (3), Progesterone-mediated oocyte maturation (3), Estrogen signaling pathway (3), cAMP signaling pathway (3), Relaxin signaling pathway (3), Longevity regulating pathway - multiple species (3), Regulation of lipolysis in adipocytes (3), Cholinergic synapse (3), Chemokine signaling pathway (3), Ras signaling pathway (2), Insulin signaling pathway (2), Autophagy - animal (2), Aldosterone synthesis and secretion (2), Apelin signaling pathway (2), Gastric acid secretion (2), Thyroid hormone synthesis (2), Melanogenesis (2), Circadian entrainment (2), Salivary secretion (2), Retrograde endocannabinoid signaling (2), Adrenergic signaling in cardiomyocytes (2), Insulin secretion (2), Oxytocin signaling pathway (2), GABAergic synapse (2), Endocrine and other factor-regulated calcium reabsorption (2), Vasopressin-regulated water reabsorption (2), Aldosterone-regulated sodium reabsorption (1), Signaling pathways regulating pluripotency of stem cells (1), Natural killer cell mediated cytotoxicity (1), AMPK signaling pathway (1), Insulin resistance (1), Cellular senescence (1), Type II diabetes mellitus (1), Jak-STAT signaling pathway (1), Toll-like receptor signaling pathway (1), mTOR signaling pathway (1), T cell receptor signaling pathway (1), B cell receptor signaling pathway (1), PI3K-Akt signaling pathway (1), Wnt signaling pathway (1), Pancreatic secretion (1), cGMP-PKG signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"6894",59340,"HRH4","HighConf","Yes",NA,"ADCY9, TAS2R42","Longevity regulating pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone synthesis and secretion (1), Apelin signaling pathway (1), Gastric acid secretion (1), Thyroid hormone synthesis (1), Melanogenesis (1), Estrogen signaling pathway (1), Circadian entrainment (1), Salivary secretion (1), Retrograde endocannabinoid signaling (1), Adrenergic signaling in cardiomyocytes (1), cAMP signaling pathway (1), Insulin secretion (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Oxytocin signaling pathway (1), Pancreatic secretion (1), Regulation of lipolysis in adipocytes (1), GABAergic synapse (1), Endocrine and other factor-regulated calcium reabsorption (1), cGMP-PKG signaling pathway (1), Cholinergic synapse (1), Chemokine signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"7078",3447,"IFNA13","MedConf","Yes","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Toll-like receptor signaling pathway, Jak-STAT signaling pathway, Cytosolic DNA-sensing pathway, Natural killer cell mediated cytotoxicity","IL15RA, OSMR","Jak-STAT signaling pathway (2), Cytokine-cytokine receptor interaction (2), PI3K-Akt signaling pathway (1)"
"7162",3551,"IKBKB","HighConf","Yes","PI3K-Akt signaling pathway, Chemokine signaling pathway, B cell receptor signaling pathway, T cell receptor signaling pathway, mTOR signaling pathway, Toll-like receptor signaling pathway, Insulin signaling pathway, Type II diabetes mellitus, Ras signaling pathway, Insulin resistance, Cytosolic DNA-sensing pathway, Adipocytokine signaling pathway, Non-alcoholic fatty liver disease (NAFLD), NF-kappa B signaling pathway","IRS1, ACVR1, TLR2, PRKACA, BTRC","Longevity regulating pathway (4), Wnt signaling pathway (2), Insulin signaling pathway (2), Longevity regulating pathway - multiple species (2), Regulation of lipolysis in adipocytes (2), Autophagy - animal (2), PI3K-Akt signaling pathway (2), Circadian rhythm (1), Cellular senescence (1), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone synthesis and secretion (1), Apelin signaling pathway (1), Gastric acid secretion (1), Thyroid hormone synthesis (1), Melanogenesis (1), Ras signaling pathway (1), Estrogen signaling pathway (1), Circadian entrainment (1), Salivary secretion (1), Retrograde endocannabinoid signaling (1), Adrenergic signaling in cardiomyocytes (1), cAMP signaling pathway (1), Insulin secretion (1), Relaxin signaling pathway (1), Oxytocin signaling pathway (1), GABAergic synapse (1), Endocrine and other factor-regulated calcium reabsorption (1), Cholinergic synapse (1), Chemokine signaling pathway (1), Vasopressin-regulated water reabsorption (1), Toll-like receptor signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), Cytokine-cytokine receptor interaction (1), Aldosterone-regulated sodium reabsorption (1), Adipocytokine signaling pathway (1), AMPK signaling pathway (1), Insulin resistance (1), Type II diabetes mellitus (1), mTOR signaling pathway (1), cGMP-PKG signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"7172",3588,"IL10RB","MedConf","Yes","Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway",NA,NA
"7183",3601,"IL15RA","MedConf","Yes","Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway","IL23A, IFNA13","Jak-STAT signaling pathway (2), Cytokine-cytokine receptor interaction (2), Natural killer cell mediated cytotoxicity (1), Cytosolic DNA-sensing pathway (1), Toll-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1)"
"7221",51561,"IL23A","MedConf","Yes","Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway","OSMR, PIK3CA, IL15RA","Jak-STAT signaling pathway (3), Cytokine-cytokine receptor interaction (2), Longevity regulating pathway (2), PI3K-Akt signaling pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone-regulated sodium reabsorption (1), Signaling pathways regulating pluripotency of stem cells (1), Natural killer cell mediated cytotoxicity (1), AMPK signaling pathway (1), Insulin resistance (1), Ras signaling pathway (1), Cellular senescence (1), Estrogen signaling pathway (1), Type II diabetes mellitus (1), Insulin signaling pathway (1), cAMP signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Toll-like receptor signaling pathway (1), mTOR signaling pathway (1), T cell receptor signaling pathway (1), Regulation of lipolysis in adipocytes (1), Autophagy - animal (1), Cholinergic synapse (1), B cell receptor signaling pathway (1), Chemokine signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"7388",3667,"IRS1","HighConf","Yes","PI3K-Akt signaling pathway, cGMP-PKG signaling pathway, Autophagy - animal, Longevity regulating pathway, Regulation of lipolysis in adipocytes, mTOR signaling pathway, Longevity regulating pathway - multiple species, Insulin signaling pathway, Type II diabetes mellitus, Insulin resistance, AMPK signaling pathway, Adipocytokine signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Aldosterone-regulated sodium reabsorption","IKBKB, PIK3CA","Insulin resistance (2), Ras signaling pathway (2), Type II diabetes mellitus (2), Insulin signaling pathway (2), Toll-like receptor signaling pathway (2), mTOR signaling pathway (2), T cell receptor signaling pathway (2), Longevity regulating pathway (2), B cell receptor signaling pathway (2), Chemokine signaling pathway (2), PI3K-Akt signaling pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone-regulated sodium reabsorption (1), Signaling pathways regulating pluripotency of stem cells (1), Natural killer cell mediated cytotoxicity (1), AMPK signaling pathway (1), Cellular senescence (1), Estrogen signaling pathway (1), cAMP signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Jak-STAT signaling pathway (1), Regulation of lipolysis in adipocytes (1), Autophagy - animal (1), Cholinergic synapse (1), NF-kappa B signaling pathway (1), Adipocytokine signaling pathway (1), Cytosolic DNA-sensing pathway (1), Non-alcoholic fatty liver disease (NAFLD) (2)"
"7601",3759,"KCNJ2","HighConf","Yes","Cholinergic synapse, Oxytocin signaling pathway, Gastric acid secretion",NA,NA
"7643",157855,"KCNU1","MedConf","Yes","cGMP-PKG signaling pathway, Insulin secretion","PRKACA, CATSPER3","Longevity regulating pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone synthesis and secretion (1), Apelin signaling pathway (1), Gastric acid secretion (1), Thyroid hormone synthesis (1), Melanogenesis (1), Ras signaling pathway (1), Estrogen signaling pathway (1), Circadian entrainment (1), Salivary secretion (1), Retrograde endocannabinoid signaling (1), Wnt signaling pathway (1), Insulin signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), cAMP signaling pathway (1), Insulin secretion (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Oxytocin signaling pathway (1), Regulation of lipolysis in adipocytes (1), GABAergic synapse (1), Endocrine and other factor-regulated calcium reabsorption (1), Autophagy - animal (1), Cholinergic synapse (1), Chemokine signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"8313",55957,"LIN37","HighConf","Yes","Cellular senescence",NA,NA
"8982",100271849,"MEF2B","HighConf","Yes","cGMP-PKG signaling pathway, Apelin signaling pathway",NA,NA
"9923",4773,"NFATC2","MedConf","Yes","B cell receptor signaling pathway, cGMP-PKG signaling pathway, T cell receptor signaling pathway, Oxytocin signaling pathway, Wnt signaling pathway, Cellular senescence, Natural killer cell mediated cytotoxicity","PRKACA","Longevity regulating pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone synthesis and secretion (1), Apelin signaling pathway (1), Gastric acid secretion (1), Thyroid hormone synthesis (1), Melanogenesis (1), Ras signaling pathway (1), Estrogen signaling pathway (1), Circadian entrainment (1), Salivary secretion (1), Retrograde endocannabinoid signaling (1), Wnt signaling pathway (1), Insulin signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), cAMP signaling pathway (1), Insulin secretion (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Oxytocin signaling pathway (1), Regulation of lipolysis in adipocytes (1), GABAergic synapse (1), Endocrine and other factor-regulated calcium reabsorption (1), Autophagy - animal (1), Cholinergic synapse (1), Chemokine signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"10284",23620,"NTSR2","MedConf","Yes",NA,"PIK3CA","Longevity regulating pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone-regulated sodium reabsorption (1), Signaling pathways regulating pluripotency of stem cells (1), Natural killer cell mediated cytotoxicity (1), AMPK signaling pathway (1), Insulin resistance (1), Ras signaling pathway (1), Cellular senescence (1), Estrogen signaling pathway (1), Type II diabetes mellitus (1), Insulin signaling pathway (1), cAMP signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Jak-STAT signaling pathway (1), Toll-like receptor signaling pathway (1), mTOR signaling pathway (1), T cell receptor signaling pathway (1), Regulation of lipolysis in adipocytes (1), Autophagy - animal (1), Cholinergic synapse (1), B cell receptor signaling pathway (1), Chemokine signaling pathway (1), PI3K-Akt signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"10875",9180,"OSMR","MedConf","Yes","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway","IFNA13, IL23A","Jak-STAT signaling pathway (2), Cytokine-cytokine receptor interaction (2), Natural killer cell mediated cytotoxicity (1), Cytosolic DNA-sensing pathway (1), Toll-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1)"
"11319",8863,"PER3","MedConf","Yes","Circadian entrainment, Circadian rhythm","BTRC","Circadian rhythm (1), Cellular senescence (1), Wnt signaling pathway (1)"
"11503",5290,"PIK3CA","MedConf","Yes","PI3K-Akt signaling pathway, Chemokine signaling pathway, B cell receptor signaling pathway, Cholinergic synapse, Autophagy - animal, Longevity regulating pathway, Regulation of lipolysis in adipocytes, T cell receptor signaling pathway, mTOR signaling pathway, Toll-like receptor signaling pathway, Jak-STAT signaling pathway, Longevity regulating pathway - multiple species, Relaxin signaling pathway, cAMP signaling pathway, Insulin signaling pathway, Type II diabetes mellitus, Estrogen signaling pathway, Cellular senescence, Ras signaling pathway, Insulin resistance, AMPK signaling pathway, Natural killer cell mediated cytotoxicity, Signaling pathways regulating pluripotency of stem cells, Non-alcoholic fatty liver disease (NAFLD), Aldosterone-regulated sodium reabsorption, Progesterone-mediated oocyte maturation, Endocrine resistance, Inflammatory mediator regulation of TRP channels","IL23A, GNB2, IRS1, NTSR2, VAV2, EPHB1","Chemokine signaling pathway (2), Longevity regulating pathway (2), PI3K-Akt signaling pathway (2), Natural killer cell mediated cytotoxicity (1), cAMP signaling pathway (1), T cell receptor signaling pathway (1), B cell receptor signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Adipocytokine signaling pathway (1), AMPK signaling pathway (1), Insulin resistance (1), Type II diabetes mellitus (1), Insulin signaling pathway (1), Longevity regulating pathway - multiple species (1), mTOR signaling pathway (1), Regulation of lipolysis in adipocytes (1), Autophagy - animal (1), cGMP-PKG signaling pathway (1), Apelin signaling pathway (1), Ras signaling pathway (1), Circadian entrainment (1), Retrograde endocannabinoid signaling (1), Relaxin signaling pathway (1), GABAergic synapse (1), Cholinergic synapse (1), Jak-STAT signaling pathway (1), Cytokine-cytokine receptor interaction (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"11817",548644,"POLR2J3","MedConf","Yes",NA,"ADCY9","Longevity regulating pathway (2), Inflammatory mediator regulation of TRP channels (1), Endocrine resistance (1), Progesterone-mediated oocyte maturation (1), Aldosterone synthesis and secretion (1), Apelin signaling pathway (1), Gastric acid secretion (1), Thyroid hormone synthesis (1), Melanogenesis (1), Estrogen signaling pathway (1), Circadian entrainment (1), Salivary secretion (1), Retrograde endocannabinoid signaling (1), Adrenergic signaling in cardiomyocytes (1), cAMP signaling pathway (1), Insulin secretion (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Oxytocin signaling pathway (1), Pancreatic secretion (1), Regulation of lipolysis in adipocytes (1), GABAergic synapse (1), Endocrine and other factor-regulated calcium reabsorption (1), cGMP-PKG signaling pathway (1), Cholinergic synapse (1), Chemokine signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"12047",5542,"PRB1","MedConf","Yes","Salivary secretion",NA,NA
