"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"1110",1386,"ATF2","MedConf","Yes","TNF signaling pathway, MAPK signaling pathway, PI3K-Akt signaling pathway, Glucagon signaling pathway","ACTB, CHRD, ARID1A, SMARCB1, CREBBP","Glucagon signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1), Platelet activation (1), Focal adhesion (1), Tight junction (1), Regulation of actin cytoskeleton (1), Hippo signaling pathway (1), Phagosome (1), Apoptosis (1)"
"1200",50617,"ATP6V0A4","MedConf","Yes","Phagosome","ATP6V0D1","Phagosome (1)"
"1203",9114,"ATP6V0D1","MedConf","Yes","Phagosome","ATP6V0A4","Phagosome (1)"
"1333",578,"BAK1","HighConf","Yes","Apoptosis, Apoptosis - multiple species, Platinum drug resistance",NA,NA
"1453",637,"BID","MedConf","Yes","Apoptosis, Apoptosis - multiple species, Platinum drug resistance, p53 signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Natural killer cell mediated cytotoxicity, Necroptosis","CASP3, FAS, PMAIP1, TRADD, CASP8, FADD","Apoptosis (10), TNF signaling pathway (5), Platinum drug resistance (5), Necroptosis (4), IL-17 signaling pathway (4), p53 signaling pathway (4), Apoptosis - multiple species (4), RIG-I-like receptor signaling pathway (3), Toll-like receptor signaling pathway (2), NOD-like receptor signaling pathway (2), Natural killer cell mediated cytotoxicity (2), MAPK signaling pathway (2), Adipocytokine signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (3)"
"2200",836,"CASP3","HighConf","Yes","Apoptosis, Apoptosis - multiple species, Platinum drug resistance, p53 signaling pathway, TNF signaling pathway, MAPK signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Natural killer cell mediated cytotoxicity, IL-17 signaling pathway","EIF4E, DIABLO, APAF1, FADD, CASP8, TRADD, BID","Apoptosis (11), Apoptosis - multiple species (5), Necroptosis (4), Platinum drug resistance (4), p53 signaling pathway (3), RIG-I-like receptor signaling pathway (3), IL-17 signaling pathway (3), TNF signaling pathway (3), Toll-like receptor signaling pathway (2), NOD-like receptor signaling pathway (2), Natural killer cell mediated cytotoxicity (1), Adipocytokine signaling pathway (1), RNA transport (1), PI3K-Akt signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (2)"
"2202",838,"CASP5","MedConf","Yes","NOD-like receptor signaling pathway","EIF4E","RNA transport (1), PI3K-Akt signaling pathway (1)"
"2205",841,"CASP8","HighConf","Yes","Apoptosis, Apoptosis - multiple species, Platinum drug resistance, p53 signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Non-alcoholic fatty liver disease (NAFLD), IL-17 signaling pathway, Necroptosis, RIG-I-like receptor signaling pathway, Toll-like receptor signaling pathway","BID, CASP3, EIF4E, FAS, APAF1, TRADD, FADD","Apoptosis (10), Platinum drug resistance (5), Necroptosis (4), TNF signaling pathway (4), Apoptosis - multiple species (4), p53 signaling pathway (4), IL-17 signaling pathway (3), Natural killer cell mediated cytotoxicity (3), RIG-I-like receptor signaling pathway (2), MAPK signaling pathway (2), Adipocytokine signaling pathway (1), Toll-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), RNA transport (1), PI3K-Akt signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (3)"
"2239",875,"CBS","MedConf","Yes","Cysteine and methionine metabolism",NA,NA
"2432",896,"CCND3","MedConf","Yes","p53 signaling pathway, Wnt signaling pathway, Cell cycle, Hippo signaling pathway, PI3K-Akt signaling pathway, Cellular senescence, Focal adhesion","CREBBP, MED30, CCNK","Glucagon signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1)"
"2436",899,"CCNF","HighConf","Yes",NA,"CDK1","Cellular senescence (1), Cell cycle (1), p53 signaling pathway (1)"
"2444",8812,"CCNK","MedConf","Yes",NA,"CCND3","Focal adhesion (1), Cellular senescence (1), PI3K-Akt signaling pathway (1), Hippo signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1), p53 signaling pathway (1)"
"2578",994,"CDC25B","MedConf","Yes","MAPK signaling pathway, Cell cycle","CDK1","Cellular senescence (1), Cell cycle (1), p53 signaling pathway (1)"
"2597",8318,"CDC45","MedConf","Yes","Cell cycle","ORC3, CDK1","Cell cycle (2), Cellular senescence (1), p53 signaling pathway (1)"
"2641",983,"CDK1","MedConf","Yes","p53 signaling pathway, Cell cycle, Cellular senescence","RAB8A, CDC45, KHDRBS1, CDC25B, CCNF, USP16, ANAPC7, CNEP1R1, UBA52, ORC3, MNAT1, PSME4, PSMC4","Cell cycle (4), MAPK signaling pathway (1), AMPK signaling pathway (1), Tight junction (1), Endocytosis (1)"
"2794",9350,"CER1","MedConf","Yes","Wnt signaling pathway","RGMA, WNT1","Hippo signaling pathway (1), Wnt signaling pathway (1)"
"2864",57680,"CHD8","MedConf","Yes","Wnt signaling pathway",NA,NA
"2891",128866,"CHMP4B","HighConf","Yes","Endocytosis, Necroptosis","CHMP4C, TSG101, UBA52","Endocytosis (2), Necroptosis (1)"
"2892",92421,"CHMP4C","MedConf","Yes","Endocytosis, Necroptosis","TSG101, UBA52, CHMP4B","Endocytosis (2), Necroptosis (1)"
"2906",8646,"CHRD","MedConf","Yes",NA,"RGMA, ATF2","Glucagon signaling pathway (1), PI3K-Akt signaling pathway (1), MAPK signaling pathway (1), TNF signaling pathway (1)"
"2914",1133,"CHRM5","MedConf","Yes","Regulation of actin cytoskeleton","NMS, SAA1",NA
"3013",23562,"CLDN14","MedConf","Yes","Tight junction",NA,NA
"3146",255919,"CNEP1R1","MedConf","Yes",NA,"PPP4R2, CDK1, PPP2CA","Cellular senescence (1), Cell cycle (1), p53 signaling pathway (1), AMPK signaling pathway (1), Tight junction (1), PI3K-Akt signaling pathway (1), Hippo signaling pathway (1)"
"3170",55571,"CNOT11","MedConf","Yes",NA,"EIF4A3, PAN2, EIF4E, CNOT7","RNA transport (2), PI3K-Akt signaling pathway (1)"
"3176",29883,"CNOT7","MedConf","Yes",NA,"EIF4A3, PAN2, EIF4E, CNOT11","RNA transport (2), PI3K-Akt signaling pathway (1)"
"3184",1268,"CNR1","MedConf","Yes",NA,"NMS, HTR1F, S1PR3, CXCR4, CXCR2, SAA1","Endocytosis (2)"
"3271",78989,"COLEC11","MedConf","Yes","Phagosome",NA,NA
"3302",50813,"COPS7A","HighConf","Yes",NA,"LAT","T cell receptor signaling pathway (1), Natural killer cell mediated cytotoxicity (1)"
"3342",1340,"COX6B1","HighConf","Yes","Non-alcoholic fatty liver disease (NAFLD)",NA,NA
"3349",170712,"COX7B2","MedConf","Yes","Non-alcoholic fatty liver disease (NAFLD)",NA,NA
"3399",1375,"CPT1B","MedConf","Yes","Fatty acid degradation, Adipocytokine signaling pathway, Glucagon signaling pathway, AMPK signaling pathway","CPT2, ACSL5","Fatty acid degradation (2), Adipocytokine signaling pathway (1), Ferroptosis (1)"
"3401",1376,"CPT2","MedConf","Yes","Fatty acid degradation","CPT1B, CREBBP","Glucagon signaling pathway (2), Cell cycle (1), Wnt signaling pathway (1), AMPK signaling pathway (1), Adipocytokine signaling pathway (1), Fatty acid degradation (1)"
"3427",1387,"CREBBP","MedConf","Yes","Wnt signaling pathway, Cell cycle, Glucagon signaling pathway","ATF2, ACTB, MED30, WNT1, CYP4A11, CYP1A1, CPT2, SRF, KHDRBS1, ARID1A, ANAPC7, CYP7A1, CTGF, SMARCB1, NFKBIA, CCND3, FDFT1","Hippo signaling pathway (4), Focal adhesion (2), PI3K-Akt signaling pathway (2), Cell cycle (2), Wnt signaling pathway (2), TNF signaling pathway (2), Apoptosis (2), MAPK signaling pathway (2), Fatty acid degradation (2), Cellular senescence (1), p53 signaling pathway (1), Toll-like receptor signaling pathway (1), T cell receptor signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), IL-17 signaling pathway (1), NOD-like receptor signaling pathway (1), Platelet activation (1), Tight junction (1), Regulation of actin cytoskeleton (1), Phagosome (1), Glucagon signaling pathway (1)"
"3578",1490,"CTGF","MedConf","Yes","Hippo signaling pathway","CREBBP","Glucagon signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1)"
"3640",57703,"CWC22","MedConf","Yes",NA,"EIF4A3","RNA transport (1)"
"3663",3579,"CXCR2","MedConf","Yes","Endocytosis","SAA1, CNR1, NMS, HTR1F, S1PR3, CXCR4, PPP2CA","Endocytosis (1), AMPK signaling pathway (1), Tight junction (1), PI3K-Akt signaling pathway (1), Hippo signaling pathway (1)"
"3665",7852,"CXCR4","MedConf","Yes","Endocytosis","CXCR2, SAA1, CNR1, NMS, HTR1F, S1PR3","Endocytosis (1)"
"3697",1535,"CYBA","MedConf","Yes","Phagosome, NOD-like receptor signaling pathway, Osteoclast differentiation",NA,NA
"3714",1543,"CYP1A1","MedConf","Yes",NA,"CYP7A1, CYP4A11, CREBBP","Fatty acid degradation (1), Glucagon signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1)"
"3748",1579,"CYP4A11","MedConf","Yes","Fatty acid degradation","CYP1A1, ALDH7A1, CREBBP","Glucagon signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1), Fatty acid degradation (1)"
"3761",1581,"CYP7A1","MedConf","Yes",NA,"CYP1A1, CREBBP","Glucagon signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1)"
"3866",1639,"DCTN1","MedConf","Yes",NA,"DYNC1LI2","Phagosome (1)"
"4077",56616,"DIABLO","MedConf","Yes","Apoptosis, Apoptosis - multiple species","APAF1, CASP3","Apoptosis (4), p53 signaling pathway (2), Platinum drug resistance (2), Apoptosis - multiple species (2), IL-17 signaling pathway (1), Natural killer cell mediated cytotoxicity (1), MAPK signaling pathway (1), TNF signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"4114",1739,"DLG1","MedConf","Yes","Hippo signaling pathway, Tight junction, T cell receptor signaling pathway",NA,NA
"4235",10059,"DNM1L","MedConf","Yes","TNF signaling pathway, NOD-like receptor signaling pathway, Necroptosis",NA,NA
"4353",11034,"DSTN","MedConf","Yes",NA,"ACTB","Platelet activation (1), Focal adhesion (1), Tight junction (1), Regulation of actin cytoskeleton (1), Hippo signaling pathway (1), Phagosome (1), Apoptosis (1)"
"4397",1846,"DUSP4","MedConf","Yes","MAPK signaling pathway",NA,NA
"4406",1856,"DVL2","HighConf","Yes","Wnt signaling pathway, Hippo signaling pathway","PSME4, FZD5, PSMC4, WNT1, UBA52","Hippo signaling pathway (2), Wnt signaling pathway (2)"
"4417",1783,"DYNC1LI2","MedConf","Yes","Phagosome","TUBA1C, DCTN1","Tight junction (1), Phagosome (1), Apoptosis (1)"
"4579",8891,"EIF2B3","MedConf","Yes","RNA transport","IST1","Endocytosis (1)"
"4602",9775,"EIF4A3","MedConf","Yes","RNA transport","PAN2, EIF4E, CNOT11, RPL21, PPP2CA, CWC22, UBA52, RPL15, CNOT7, RPL3","PI3K-Akt signaling pathway (2), AMPK signaling pathway (1), Tight junction (1), Hippo signaling pathway (1), RNA transport (1)"
"4604",1977,"EIF4E","HighConf","Yes","PI3K-Akt signaling pathway, RNA transport","NUP205, CNOT11, CASP5, FMR1, UBA52, PSMC4, CNOT7, RPL15, NUP50, NUP153, CASP8, EIF4ENIF1, SLBP, RPL21, PAN2, RPL3, EIF4A3, CASP3","RNA transport (5), Apoptosis (4), IL-17 signaling pathway (2), TNF signaling pathway (2), p53 signaling pathway (2), Platinum drug resistance (2), Apoptosis - multiple species (2), NOD-like receptor signaling pathway (2), Natural killer cell mediated cytotoxicity (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Necroptosis (1), Non-alcoholic fatty liver disease (NAFLD) (2)"
"4611",56478,"EIF4ENIF1","MedConf","Yes",NA,"EIF4E","RNA transport (1), PI3K-Akt signaling pathway (1)"
"4965",8772,"FADD","HighConf","Yes","Apoptosis, Apoptosis - multiple species, Platinum drug resistance, TNF signaling pathway, NOD-like receptor signaling pathway, IL-17 signaling pathway, Necroptosis, RIG-I-like receptor signaling pathway, Toll-like receptor signaling pathway","TRADD, CASP8, BID, CASP3, FAS","Apoptosis (8), Necroptosis (4), TNF signaling pathway (4), p53 signaling pathway (4), Platinum drug resistance (4), Natural killer cell mediated cytotoxicity (3), IL-17 signaling pathway (3), Apoptosis - multiple species (3), MAPK signaling pathway (2), RIG-I-like receptor signaling pathway (2), Toll-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (4)"
"5233",355,"FAS","HighConf","Yes","Apoptosis, Platinum drug resistance, p53 signaling pathway, TNF signaling pathway, MAPK signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Natural killer cell mediated cytotoxicity, Necroptosis","CASP8, FADD, TRADD, BID","Apoptosis (7), Necroptosis (4), Platinum drug resistance (3), Apoptosis - multiple species (3), RIG-I-like receptor signaling pathway (3), IL-17 signaling pathway (3), TNF signaling pathway (3), p53 signaling pathway (2), Toll-like receptor signaling pathway (2), NOD-like receptor signaling pathway (2), Natural killer cell mediated cytotoxicity (1), Adipocytokine signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (2)"
"5241",2195,"FAT1","MedConf","Yes",NA,"NFKBIA","Toll-like receptor signaling pathway (1), T cell receptor signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), IL-17 signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Apoptosis (1)"
"5255",2200,"FBN1","MedConf","Yes",NA,"ITGA5","Focal adhesion (1), ECM-receptor interaction (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1), Phagosome (1)"
"5333",2212,"FCGR2A","MedConf","Yes","Phagosome, Osteoclast differentiation, Platelet activation","LAT, ACTB","T cell receptor signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Platelet activation (1), Focal adhesion (1), Tight junction (1), Regulation of actin cytoskeleton (1), Hippo signaling pathway (1), Phagosome (1), Apoptosis (1)"
"5354",2222,"FDFT1","MedConf","Yes",NA,"CREBBP","Glucagon signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1)"
"5383",2244,"FGB","MedConf","Yes","Platelet activation","ITGA5, FN1","Focal adhesion (2), ECM-receptor interaction (2), PI3K-Akt signaling pathway (2), Regulation of actin cytoskeleton (2), Phagosome (1)"
"5399",9965,"FGF19","MedConf","Yes","MAPK signaling pathway, Regulation of actin cytoskeleton, PI3K-Akt signaling pathway",NA,NA
"5405",2248,"FGF3","MedConf","Yes","MAPK signaling pathway, Regulation of actin cytoskeleton, PI3K-Akt signaling pathway",NA,NA
"5505",2332,"FMR1","MedConf","Yes","RNA transport","EIF4E","RNA transport (1), PI3K-Akt signaling pathway (1)"
"5507",2335,"FN1","MedConf","Yes","Regulation of actin cytoskeleton, PI3K-Akt signaling pathway, ECM-receptor interaction, Focal adhesion","ITGA2, ITGA5, VWF, FGB, SCGB1A1","Platelet activation (3), Focal adhesion (3), ECM-receptor interaction (3), PI3K-Akt signaling pathway (3), Regulation of actin cytoskeleton (2), Phagosome (2)"
"5684",7855,"FZD5","MedConf","Yes","Wnt signaling pathway, Hippo signaling pathway","DVL2, PDE6G, SFRP5, WNT1","Wnt signaling pathway (3), Hippo signaling pathway (2)"
"5704",23710,"GABARAPL1","MedConf","Yes","NOD-like receptor signaling pathway",NA,NA
"5818",115361,"GBP4","MedConf","Yes","NOD-like receptor signaling pathway",NA,NA
"5838",2730,"GCLM","MedConf","Yes","Glutathione metabolism, Ferroptosis, Cysteine and methionine metabolism","GSS, GGT1","Glutathione metabolism (2), Cysteine and methionine metabolism (1), Ferroptosis (1)"
"5908",2678,"GGT1","MedConf","Yes","Glutathione metabolism","GPX1, GPX4, GCLM, GSS","Glutathione metabolism (4), Ferroptosis (3), Cysteine and methionine metabolism (2)"
"6272",2876,"GPX1","MedConf","Yes","Glutathione metabolism","GGT1, GSS","Glutathione metabolism (2), Cysteine and methionine metabolism (1), Ferroptosis (1)"
"6275",2879,"GPX4","HighConf","Yes","Glutathione metabolism, Ferroptosis","GSS, GGT1","Glutathione metabolism (2), Cysteine and methionine metabolism (1), Ferroptosis (1)"
"6362",2937,"GSS","MedConf","Yes","Glutathione metabolism, Ferroptosis, Cysteine and methionine metabolism","GPX1, GGT1, GPX4, GCLM","Glutathione metabolism (4), Ferroptosis (2), Cysteine and methionine metabolism (1)"
"6730",3105,"HLA-A","MedConf","Yes","Phagosome, Natural killer cell mediated cytotoxicity, Endocytosis, Cellular senescence","MX2, MX1, LAT, IFITM3, HLA-C","Natural killer cell mediated cytotoxicity (2), Cellular senescence (1), Endocytosis (1), Phagosome (1), T cell receptor signaling pathway (1)"
"6732",3107,"HLA-C","HighConf","Yes","Phagosome, Natural killer cell mediated cytotoxicity, Endocytosis, Cellular senescence","IFITM3, MX1, HLA-A, MX2","Cellular senescence (1), Endocytosis (1), Natural killer cell mediated cytotoxicity (1), Phagosome (1)"
"6982",3355,"HTR1F","MedConf","Yes",NA,"S1PR3, CXCR4, CXCR2, NMS, SAA1, CNR1","Endocytosis (2)"
"7074",10410,"IFITM3","MedConf","Yes",NA,"MX1, HLA-A, MX2, HLA-C","Cellular senescence (2), Endocytosis (2), Natural killer cell mediated cytotoxicity (2), Phagosome (2)"
"7164",8517,"IKBKG","MedConf","Yes","Apoptosis, TNF signaling pathway, NOD-like receptor signaling pathway, MAPK signaling pathway, IL-17 signaling pathway, Adipocytokine signaling pathway, PI3K-Akt signaling pathway, RIG-I-like receptor signaling pathway, Osteoclast differentiation, T cell receptor signaling pathway, Toll-like receptor signaling pathway",NA,NA
"7187",27189,"IL17C","MedConf","Yes","IL-17 signaling pathway",NA,NA
"7317",3645,"INSRR","MedConf","Yes","Regulation of actin cytoskeleton",NA,NA
"7411",9798,"IST1","MedConf","Yes","Endocytosis","EIF2B3","RNA transport (1)"
"7422",3673,"ITGA2","MedConf","Yes","Phagosome, Regulation of actin cytoskeleton, PI3K-Akt signaling pathway, ECM-receptor interaction, Focal adhesion, Platelet activation","ITGA5, VWF, SPP1, FN1, ACTB","Focal adhesion (5), ECM-receptor interaction (4), PI3K-Akt signaling pathway (4), Regulation of actin cytoskeleton (3), Platelet activation (2), Phagosome (2), Tight junction (1), Hippo signaling pathway (1), Apoptosis (1), Toll-like receptor signaling pathway (1)"
"7426",3678,"ITGA5","MedConf","Yes","Phagosome, Regulation of actin cytoskeleton, PI3K-Akt signaling pathway, ECM-receptor interaction, Focal adhesion","VWF, FGB, SPP1, ITGA2, ACTB, FBN1, FN1","Focal adhesion (5), Platelet activation (4), ECM-receptor interaction (4), PI3K-Akt signaling pathway (4), Regulation of actin cytoskeleton (3), Phagosome (2), Tight junction (1), Hippo signaling pathway (1), Apoptosis (1), Toll-like receptor signaling pathway (1)"
"7699",10657,"KHDRBS1","MedConf","Yes",NA,"CDK1, CREBBP","Cell cycle (2), Cellular senescence (1), p53 signaling pathway (1), Glucagon signaling pathway (1), Wnt signaling pathway (1)"
"7906",22914,"KLRK1","MedConf","Yes","Natural killer cell mediated cytotoxicity",NA,NA
"8126",3916,"LAMP1","MedConf","Yes","Phagosome",NA,NA
"8152",27040,"LAT","MedConf","Yes","Natural killer cell mediated cytotoxicity, T cell receptor signaling pathway","HLA-A, FCGR2A, COPS7A","Phagosome (2), Platelet activation (1), Osteoclast differentiation (1), Cellular senescence (1), Endocytosis (1), Natural killer cell mediated cytotoxicity (1)"
"8299",10990,"LILRB5","MedConf","Yes","Osteoclast differentiation",NA,NA
"8778",4215,"MAP3K3","MedConf","Yes","MAPK signaling pathway","TRADD","RIG-I-like receptor signaling pathway (1), Necroptosis (1), Adipocytokine signaling pathway (1), IL-17 signaling pathway (1), TNF signaling pathway (1), Apoptosis (1)"
"8813",23542,"MAPK8IP2","MedConf","Yes","MAPK signaling pathway",NA,NA
"8973",90390,"MED30","MedConf","Yes",NA,"WNT1, CREBBP, CCND3","Wnt signaling pathway (3), Cell cycle (2), Hippo signaling pathway (2), Glucagon signaling pathway (1), Focal adhesion (1), Cellular senescence (1), PI3K-Akt signaling pathway (1), p53 signaling pathway (1)"
"9051",55669,"MFN1","MedConf","Yes","NOD-like receptor signaling pathway",NA,NA
"9164",6945,"MLX","HighConf","Yes","Non-alcoholic fatty liver disease (NAFLD)",NA,NA
"9204",4331,"MNAT1","MedConf","Yes",NA,"CDK1, PYDC1","NOD-like receptor signaling pathway (1), Cellular senescence (1), Cell cycle (1), p53 signaling pathway (1)"
"9544",4599,"MX1","HighConf","Yes",NA,"HLA-A, MX2, HLA-C, IFITM3","Cellular senescence (2), Endocytosis (2), Natural killer cell mediated cytotoxicity (2), Phagosome (2)"
"9545",4600,"MX2","MedConf","Yes",NA,"IFITM3, HLA-C, HLA-A, MX1","Cellular senescence (2), Endocytosis (2), Natural killer cell mediated cytotoxicity (2), Phagosome (2)"
"9564",4609,"MYC","MedConf","Yes","MAPK signaling pathway, Wnt signaling pathway, Cell cycle, Hippo signaling pathway, PI3K-Akt signaling pathway, Cellular senescence",NA,NA
"9576",4628,"MYH10","MedConf","Yes","Regulation of actin cytoskeleton, Tight junction","ACTB","Platelet activation (1), Focal adhesion (1), Tight junction (1), Regulation of actin cytoskeleton (1), Hippo signaling pathway (1), Phagosome (1), Apoptosis (1)"
"9729",9027,"NAT8","MedConf","Yes","Glutathione metabolism",NA,NA
"9774",51517,"NCKIPSD","MedConf","Yes",NA,"ACTB","Platelet activation (1), Focal adhesion (1), Tight junction (1), Regulation of actin cytoskeleton (1), Hippo signaling pathway (1), Phagosome (1), Apoptosis (1)"
"9857",4731,"NDUFV3","MedConf","Yes","Non-alcoholic fatty liver disease (NAFLD)",NA,NA
"9938",4792,"NFKBIA","MedConf","Yes","Apoptosis, TNF signaling pathway, NOD-like receptor signaling pathway, IL-17 signaling pathway, Adipocytokine signaling pathway, RIG-I-like receptor signaling pathway, Osteoclast differentiation, T cell receptor signaling pathway, Toll-like receptor signaling pathway","UBA52, CREBBP, SAA1, FAT1","Glucagon signaling pathway (1), Cell cycle (1), Wnt signaling pathway (1)"
"10062",129521,"NMS","MedConf","Yes",NA,"HTR1F, S1PR3, CHRM5, SAA1, CXCR4, CXCR2, CNR1","Endocytosis (2), Regulation of actin cytoskeleton (1)"
"10102",4842,"NOS1","MedConf","Yes","Phagosome",NA,NA
"10329",9972,"NUP153","MedConf","Yes","RNA transport","SLBP, NUP50, EIF4E, NUP205","RNA transport (3), PI3K-Akt signaling pathway (1)"
"10333",23165,"NUP205","MedConf","Yes","RNA transport","NUP50, SLBP, NUP153, EIF4E","RNA transport (3), PI3K-Akt signaling pathway (1)"
"10340",10762,"NUP50","MedConf","Yes","RNA transport","EIF4E, NUP205, NUP153, SLBP","RNA transport (3), PI3K-Akt signaling pathway (1)"
"10845",23595,"ORC3","MedConf","Yes","Cell cycle","CDK1, CDC45, UBA52","Cell cycle (2), Cellular senescence (1), p53 signaling pathway (1)"
"11003",9924,"PAN2","HighConf","Yes",NA,"EIF4E, CNOT11, CNOT7, EIF4A3","RNA transport (2), PI3K-Akt signaling pathway (1)"
"11238",5148,"PDE6G","MedConf","Yes",NA,"FZD5","Hippo signaling pathway (1), Wnt signaling pathway (1)"
"11353",5211,"PFKL","MedConf","Yes","Glucagon signaling pathway, AMPK signaling pathway",NA,NA
"11462",8554,"PIAS1","MedConf","Yes",NA,"SUMO2","RNA transport (1)"
"11508",5295,"PIK3R1","MedConf","Yes","Apoptosis, Platinum drug resistance, TNF signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Natural killer cell mediated cytotoxicity, Regulation of actin cytoskeleton, PI3K-Akt signaling pathway, Cellular senescence, Osteoclast differentiation, T cell receptor signaling pathway, Toll-like receptor signaling pathway, Focal adhesion, AMPK signaling pathway, Platelet activation",NA,NA
"11718",5366,"PMAIP1","HighConf","Yes","Apoptosis, Apoptosis - multiple species, Platinum drug resistance, p53 signaling pathway","BID","Apoptosis (2), Necroptosis (1), Natural killer cell mediated cytotoxicity (1), p53 signaling pathway (1), Platinum drug resistance (1), Apoptosis - multiple species (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"11848",10775,"POP4","MedConf","Yes","RNA transport",NA,NA
"11929",5494,"PPM1A","MedConf","Yes","MAPK signaling pathway",NA,NA
"11986",5515,"PPP2CA","MedConf","Yes","Hippo signaling pathway, PI3K-Akt signaling pathway, Tight junction, AMPK signaling pathway","RPL21, RPL15, STK24, RPL3, EIF4A3, CXCR2, PPP4R2, SLMAP, SPRY2, CNEP1R1, UBA52, TCP1","Endocytosis (1), RNA transport (1)"
