"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"8820",17387,"Mmp14","MedConf","Yes","TNF signaling pathway","Mmp2, Mmp3, Lamb1, Mmp10, Mmp13","IL-17 signaling pathway (2), Relaxin signaling pathway (2), TNF signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"8827",17390,"Mmp2","HighConf","Yes","Relaxin signaling pathway, AGE-RAGE signaling pathway in diabetic complications","Mmp10, Mmp3, Mmp13, Col14a1, Mmp14","TNF signaling pathway (2), IL-17 signaling pathway (2), Protein digestion and absorption (1), Relaxin signaling pathway (1)"
"8835",17392,"Mmp3","HighConf","Yes","IL-17 signaling pathway, TNF signaling pathway","Mmp13, Col14a1, Mmp14, Mmp2, Mmp10","Relaxin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), Protein digestion and absorption (1), IL-17 signaling pathway (1)"
"9676",18126,"Nos2","HighConf","Yes","Relaxin signaling pathway, HIF-1 signaling pathway, Arginine and proline metabolism",NA,NA
"9690",50490,"Nox4","HighConf","Yes","AGE-RAGE signaling pathway in diabetic complications",NA,NA
"11119",56401,"P3h1","MedConf","Yes",NA,"Col1a1, Col3a1","AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2), Protein digestion and absorption (2), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"11125",320452,"P4ha3","HighConf","Yes","Arginine and proline metabolism",NA,NA
"13396",20208,"Saa1","HighConf","Yes",NA,"Kng2, Agtr2, Cxcl10, Cxcl5, Tacr1, Saa2, Ccr5, Bdkrb1","Chemokine signaling pathway (3), Cytokine-cytokine receptor interaction (3), Complement and coagulation cascades (2), IL-17 signaling pathway (2), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1)"
"13397",20209,"Saa2","HighConf","Yes",NA,"Bdkrb1, Saa1, Kng2, Agtr2, Cxcl10, Cxcl5, Tacr1, Ccr5","Chemokine signaling pathway (3), Cytokine-cytokine receptor interaction (3), IL-17 signaling pathway (2), Complement and coagulation cascades (2), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1)"
"14471",12703,"Socs1","MedConf","Yes",NA,"Il4ra","Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"15074",21336,"Tacr1","MedConf","Yes",NA,"Bdkrb1, Saa1, Saa2, Kng2","Complement and coagulation cascades (2)"
"15430",21826,"Thbs2","MedConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway","Itga11, Thbs4","PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2)"
"15432",21828,"Thbs4","MedConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway","Thbs2, Itga11","PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2)"
"15493",21857,"Timp1","HighConf","Yes","HIF-1 signaling pathway","Kng2, Gas6","Complement and coagulation cascades (1)"
"15863",329278,"Tnn","HighConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway","Itga11","PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"16496",22262,"Uox","HighConf","Yes","Caffeine metabolism",NA,NA
"17102",58203,"Zbp1","MedConf","Yes","Cytosolic DNA-sensing pathway",NA,NA
