"","name","imports","weights","datasource","Confidence"
"138","AGE-RAGE signaling pathway in diabetic complications.CDC42","TNF signaling pathway & AGE-RAGE signaling pathway in diabetic complications & Toll-like receptor signaling pathway.PIK3R3",900,"database","Medium"
"139","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.RPS27A",900,"database","Medium"
"140","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.NUP43",900,"database","Medium"
"141","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.PXN",900,"database","Medium"
"142","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.UBB",900,"database","Medium"
"143","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.MAPKAPK3",900,"database","Medium"
"144","AGE-RAGE signaling pathway in diabetic complications.CDC42","TNF signaling pathway & AGE-RAGE signaling pathway in diabetic complications & Toll-like receptor signaling pathway.MAPK13",900,"database","Medium"
"145","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.ITGB1",900,"database","Medium"
"146","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.CENPO",900,"database","Medium"
"147","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.PLK1",900,"database","Medium"
"148","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.A2M",900,"database","Medium"
"149","AGE-RAGE signaling pathway in diabetic complications.CDC42","Novel.PARD3",800,"database","Medium"
"150","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.COL10A1",900,"database","High"
"151","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.COL17A1",900,"database","High"
"152","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.COL20A1",900,"database","High"
"153","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.COL6A1",900,"database","High"
"154","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.FLT4",900,"database","High"
"155","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.ITGA1",900,"database","High"
"156","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.TLL1",900,"database","High"
"157","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.MSR1",900,"database","High"
"158","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.P4HB",900,"database","High"
"159","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.ITGB1",900,"database","High"
"160","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.MAX",900,"database","High"
"161","AGE-RAGE signaling pathway in diabetic complications.COL1A2","TNF signaling pathway & AGE-RAGE signaling pathway in diabetic complications & Toll-like receptor signaling pathway.JUN",900,"database","High"
"162","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.PLOD3",900,"database","High"
"163","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.ITGA5",800,"database","High"
"164","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.ITGAV",900,"database","High"
"165","AGE-RAGE signaling pathway in diabetic complications.COL1A2","TNF signaling pathway & AGE-RAGE signaling pathway in diabetic complications.EDN1",900,"database","High"
"166","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.CRTAP",900,"database","High"
"167","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.LEPRE1",900,"database","High"
"168","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.SP1",900,"database","High"
"169","AGE-RAGE signaling pathway in diabetic complications.COL1A2","Novel.COL23A1",900,"database","High"
"170","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.ITGA5",800,"database","Medium"
"171","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.ITGAV",900,"database","Medium"
"172","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.NCAM1",900,"database","Medium"
"173","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.CRTAP",900,"database","Medium"
"174","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.LEPRE1",900,"database","Medium"
"175","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.COL23A1",900,"database","Medium"
"176","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.COL10A1",900,"database","Medium"
"177","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.COL17A1",900,"database","Medium"
"178","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.COL20A1",900,"database","Medium"
"179","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.COL6A1",900,"database","Medium"
"180","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.ITGA1",800,"database","Medium"
"181","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.MSR1",900,"database","Medium"
"182","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.P4HB",900,"database","Medium"
"183","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.ITGB1",800,"database","Medium"
"184","AGE-RAGE signaling pathway in diabetic complications.COL4A2","Novel.PLOD3",900,"database","Medium"
"185","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.ITGA1",900,"database","Medium"
"186","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.P4HB",900,"database","Medium"
"187","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.ITGB1",900,"database","Medium"
"188","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.PLOD3",900,"database","Medium"
"189","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.ITGA5",800,"database","Medium"
"190","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.ITGAV",900,"database","Medium"
"191","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.NCAM1",900,"database","Medium"
"192","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.CRTAP",900,"database","Medium"
"193","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.LEPRE1",900,"database","Medium"
"194","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.COL23A1",900,"database","Medium"
"195","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.COL10A1",900,"database","Medium"
"196","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.COL17A1",900,"database","Medium"
"197","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.COL20A1",900,"database","Medium"
"198","AGE-RAGE signaling pathway in diabetic complications.COL4A3","Novel.COL6A1",900,"database","Medium"
"199","AGE-RAGE signaling pathway in diabetic complications.EGR1","Novel.IRF6",900,"database","High"
"200","AGE-RAGE signaling pathway in diabetic complications.EGR1","Novel.GBP2",900,"database","High"
"201","AGE-RAGE signaling pathway in diabetic complications.EGR1","Novel.IRF9",900,"database","High"
"202","AGE-RAGE signaling pathway in diabetic complications.EGR1","Novel.OASL",900,"database","High"
"203","AGE-RAGE signaling pathway in diabetic complications.EGR1","Novel.ISG15",900,"database","High"
"204","AGE-RAGE signaling pathway in diabetic complications.EGR1","TNF signaling pathway & AGE-RAGE signaling pathway in diabetic complications & Toll-like receptor signaling pathway.JUN",900,"database","High"
"205","AGE-RAGE signaling pathway in diabetic complications.IL1A","Toll-like receptor signaling pathway.MYD88",900,"database","Medium"
"206","AGE-RAGE signaling pathway in diabetic complications.IL1A","Toll-like receptor signaling pathway.IRAK1",900,"database","Medium"
"207","AGE-RAGE signaling pathway in diabetic complications.IL1A","Novel.MAPKAPK3",900,"database","Medium"
"208","AGE-RAGE signaling pathway in diabetic complications.IL1A","TNF signaling pathway & Toll-like receptor signaling pathway.MAP3K7",900,"database","Medium"
"209","AGE-RAGE signaling pathway in diabetic complications.IL1A","TNF signaling pathway & AGE-RAGE signaling pathway in diabetic complications & Toll-like receptor signaling pathway.RELA",900,"database","Medium"
"210","AGE-RAGE signaling pathway in diabetic complications.IL1A","TNF signaling pathway & AGE-RAGE signaling pathway in diabetic complications & Toll-like receptor signaling pathway.JUN",900,"database","Medium"
"211","AGE-RAGE signaling pathway in diabetic complications.IL1A","Toll-like receptor signaling pathway.TOLLIP",900,"database","Medium"
"212","AGE-RAGE signaling pathway in diabetic complications.IL1A","Novel.IL1RN",900,"database","Medium"
"213","AGE-RAGE signaling pathway in diabetic complications.IL1A","TNF signaling pathway & AGE-RAGE signaling pathway in diabetic complications & Toll-like receptor signaling pathway.IL1B",900,"database","Medium"
"214","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.GRIN2D",900,"database","High"
"215","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.IL3",900,"database","High"
"216","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.IL3RA",900,"database","High"
"217","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.SPRED2",900,"database","High"
"218","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.KLB",900,"database","High"
"219","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.SHC2",900,"database","High"
"220","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.NRG4",900,"database","High"
"221","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.RASA4",900,"database","High"
"222","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.BRAP",900,"database","High"
"223","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.PPP2R5E",900,"database","High"
"224","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.PPP2CB",900,"database","High"
"225","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.RPS27A",900,"database","High"
"226","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.UBB",900,"database","High"
"227","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.PEBP1",900,"database","High"
"228","AGE-RAGE signaling pathway in diabetic complications.KRAS","TNF signaling pathway & AGE-RAGE signaling pathway in diabetic complications & Toll-like receptor signaling pathway.RELA",900,"database","High"
"229","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.VCL",900,"database","High"
"230","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.EGFR",900,"database","High"
"231","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.FGA",900,"database","High"
"232","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.FGFR3",900,"database","High"
"233","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.RAP1A",900,"database","High"
"234","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.PDGFRB",900,"database","High"
"235","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.UBC",900,"database","High"
"236","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.PPP2R5A",900,"database","High"
"237","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.PDGFRA",900,"database","High"
"238","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.RET",900,"database","High"
"239","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.RASAL2",900,"database","High"
"240","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.FGF9",900,"database","High"
"241","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.NCAM1",900,"database","High"
"242","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.BRAF",900,"database","High"
"243","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.RASA3",900,"database","High"
"244","AGE-RAGE signaling pathway in diabetic complications.KRAS","TNF signaling pathway.CSF2",900,"database","High"
"245","AGE-RAGE signaling pathway in diabetic complications.KRAS","Novel.FGF10",900,"database","High"
