"","GeneSymbol","GeneMappingID","Group","EntrezID","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"56","CDH5",168,"Novel",1003,"Leukocyte transendothelial migration ; Cell adhesion molecules (CAMs)","CTNND1, PARD6G, PARD3",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"57","CDX2",202,"Novel",1045,NA,"PSMD2, PSMC4, PSMA5",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"58","CFL1",137,"Novel",1072,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis","CFL2, ACTA2, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"59","CFL2",264,"Novel",1073,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis","UBC, CFL1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"60","CFLAR",234,"Chagas disease (American trypanosomiasis)",8837,"Chagas disease (American trypanosomiasis) ; Apoptosis","UBC, RIPK1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"61","CHD4",162,"Novel",1108,NA,"MBD3, MTA2, HDAC2, UBC",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"62","CHMP2A",228,"Novel",27243,"Endocytosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"63","CKS2",63,"Novel",1164,NA,"CCNB2, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"64","CLINT1",332,"Novel",9685,NA,"CLTC, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"65","CLK1",304,"Novel",1195,NA,"SRSF1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"66","CLTA",295,"Novel",1211,"Endocytosis ; Bacterial invasion of epithelial cells","CLTC, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"67","CLTC",158,"Novel",1213,"Endocytosis ; Bacterial invasion of epithelial cells","SNX9, CLTA, CLINT1, EPN1, IKBKB, MAP3K7, UBC",7,NA,0,"IKBKB",1,"MAP3K7, IKBKB",2,NA,0,NA,0,"MAP3K7, IKBKB",2,2
"68","CNTN2",313,"Novel",6900,"Cell adhesion molecules (CAMs)","UBC, IKBKB, KAT2B",3,NA,0,"IKBKB",1,"IKBKB",1,NA,0,NA,0,"IKBKB",1,1
"69","COPS2",155,"Novel",9318,NA,"SIN3B, COPS5, JUN, SIN3A, PSMA6, COPS6, UBC, PSMC1, PSMC5",9,NA,0,"JUN",1,"JUN",1,NA,0,NA,0,"JUN",1,1
"70","COPS5",93,"Novel",10987,NA,"SMAD4, COPS2, TOP2A, IKBKB, COPS6, PSMD12, UBC, PSMA6, JUN",9,NA,0,"JUN, IKBKB",2,"JUN, IKBKB",2,NA,0,NA,0,"JUN, IKBKB",2,2
"71","COPS6",65,"Novel",10980,NA,"COPS5, RAE1, COPS2, KLHL8, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"72","CREB1",263,"Novel",1385,"Vasopressin-regulated water reabsorption ; Osteoclast differentiation ; Prostate cancer","HDAC2, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"73","CSF1R",325,"Cytokine-cytokine receptor interaction",1436,"Cytokine-cytokine receptor interaction ; Endocytosis ; Osteoclast differentiation ; Hematopoietic cell lineage","RPS27A, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"74","CSNK2A2",95,"Novel",1459,"Tight junction","TOP2A, MAF1, RRP1, HADHA, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"75","CTNND1",307,"Novel",1500,"Leukocyte transendothelial migration","UBC, CDH5, EGFR",3,"EGFR",1,NA,0,"EGFR",1,"EGFR",1,NA,0,"EGFR",1,2
"76","CXCL11",411,"Cytokine-cytokine receptor interaction",6373,"Cytokine-cytokine receptor interaction ; Toll-like receptor signaling pathway ; Chemokine signaling pathway","CXCR3",1,"CXCR3",1,NA,0,NA,0,"CXCR3",1,NA,0,NA,0,1
"77","CXCL13",352,"Cytokine-cytokine receptor interaction",10563,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCR5",1,"CXCR5",1,NA,0,NA,0,"CXCR5",1,NA,0,NA,0,1
"78","CXCL8",357,"Novel",3576,NA,"RELA",1,NA,0,"RELA",1,"RELA",1,NA,0,NA,0,"RELA",1,1
"79","CXCR3",197,"Cytokine-cytokine receptor interaction",2833,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL11",1,"CXCL11",1,NA,0,NA,0,"CXCL11",1,NA,0,NA,0,1
"80","CXCR4",180,"Cytokine-cytokine receptor interaction",7852,"Cytokine-cytokine receptor interaction ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Endocytosis","TLR2, UBC",2,NA,0,"TLR2",1,NA,0,NA,0,"TLR2",1,NA,0,1
"81","CXCR5",185,"Cytokine-cytokine receptor interaction",643,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CXCL13",1,"CXCL13",1,NA,0,NA,0,"CXCL13",1,NA,0,NA,0,1
"82","CYLD",288,"Novel",1540,"RIG-I-like receptor signaling pathway ; Osteoclast differentiation","TUBA1A, RIPK1, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"83","DAD1",124,"Novel",1603,NA,"SEC61A1, PCNA, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"84","DCTN4",298,"Novel",51164,"Vasopressin-regulated water reabsorption","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"85","DDX3X",262,"Novel",1654,"RIG-I-like receptor signaling pathway","EIF3B, PRPF8, EIF4G1, EIF2S1, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"86","DNM1",334,"Novel",1759,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","SNX9, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"87","DNM1L",244,"Novel",10059,"Endocytosis ; Fc gamma R-mediated phagocytosis ; Bacterial invasion of epithelial cells","UBC, BCL2L1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"88","DNTT",405,"Novel",1791,"Hematopoietic cell lineage","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"89","DNTTIP1",414,"Novel",116092,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"90","DSG2",201,"Novel",1829,"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"91","DUSP5",401,"MAPK signaling pathway",1847,"MAPK signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"92","DYNC1H1",167,"Novel",1778,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLT3, UBC, YARS, CDC5L, SAP30BP",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"93","DYNC1I1",183,"Novel",1780,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLL1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"94","DYNC1I2",365,"Novel",1781,"Phagosome ; Vasopressin-regulated water reabsorption","DYNLT3, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"95","DYNLL1",345,"Novel",8655,"Vasopressin-regulated water reabsorption","TRAF3IP3, UBC, DYNC1I1",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"96","DYNLT3",188,"Novel",6990,NA,"DYNC1I2, DYNC1H1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"97","E2F3",109,"Novel",1871,"Pancreatic cancer ; Prostate cancer ; Cell cycle ; Chronic myeloid leukemia ; Melanoma","ACACB, MYBL2, CCNE1, MSH2",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"98","EDA",193,"Cytokine-cytokine receptor interaction",1896,"Cytokine-cytokine receptor interaction","EDAR",1,"EDAR",1,NA,0,NA,0,"EDAR",1,NA,0,NA,0,1
"99","EDAR",380,"Cytokine-cytokine receptor interaction",10913,"Cytokine-cytokine receptor interaction","EDA",1,"EDA",1,NA,0,NA,0,"EDA",1,NA,0,NA,0,1
"100","EEF2K",247,"Novel",29904,NA,"UBC, RAE1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"101","EFTUD2",94,"Novel",9343,"Spliceosome","BCAS2, IK, CDC5L, SNW1, SF3B1, PRPF8, RPL19, RPS2, XAB2, SNRPD3, UBC",11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"102","EGFR",31,"MAPK signaling pathway",1956,"Regulation of actin cytoskeleton ; Cytokine-cytokine receptor interaction ; MAPK signaling pathway ; Focal adhesion ; Endocytosis ; Hepatitis C ; Pancreatic cancer ; GnRH signaling pathway ; Prostate cancer ; Epithelial cell signaling in Helicobacter pylori infection ; Gap junction ; Melanoma","SFN, RPS27A, HSPA5, TUBA1A, STAT1, PDGFRB, GAPDH, GAB2, HNRNPH1, PTK2B, CAMLG, CTNND1, PIK3R3, PTPN2, EPN1, LAMP1, PTPN6, LRIG1, PLSCR1, TLR2, STUB1, UBC, UBB, EPS8",24,"PDGFRB",1,"PIK3R3, TLR2",2,"PDGFRB",1,"PDGFRB",1,"TLR2, PIK3R3",2,"PDGFRB",1,4
"103","EGR1",321,"Novel",1958,"Prion diseases","SP1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"104","EHMT1",322,"Novel",79813,"Lysine degradation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"105","EHMT2",208,"Novel",10919,"Lysine degradation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"106","EIF1",222,"Novel",10209,"RNA transport","EIF3B, RPS27A, UBC, EIF3J, EIF3I, RPS2, EIF3A, EIF2S2",8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"107","EIF2AK2",50,"Novel",5610,"Hepatitis C","EIF2S1, STAT1, UBC, MAP3K7",4,NA,0,NA,0,"MAP3K7",1,NA,0,NA,0,"MAP3K7",1,1
"108","EIF2B3",294,"Novel",8891,"RNA transport","EIF2S2, UBC, EIF2S1, EIF2S3",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"109","EIF2S1",55,"Novel",1965,"RNA transport ; Hepatitis C","EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, DDX3X, EIF2B3, EIF2AK2, UBC",9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"110","EIF2S2",89,"Novel",8894,"RNA transport","EIF1, EIF2B3, UBC, EIF3A, EIF2S3, EIF3B, EIF2S1",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"111","EIF2S3",88,"Novel",1968,"RNA transport","EIF2S2, EIF2B3, EIF3B, UBC, EIF2S1, EIF3I, EIF3A",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"112","EIF3A",87,"Novel",8661,"RNA transport","EIF2S3, EIF2S2, EIF4B, EIF4G2, EIF1, EIF3I, EIF3B, UBC, EIF2S1, EIF3J",10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"113","EIF3B",82,"Novel",8662,"RNA transport","EIF3J, EIF3A, EIF2S3, EIF2S2, EIF4G1, EIF1, DDX3X, EIF4A1, EIF3I, EIF2S1, UBC",11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"114","EIF3I",56,"Novel",8668,"RNA transport","EIF3B, EIF3J, EIF3A, EIF2S3, EIF1, EIF2S1, UBC",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"115","EIF3J",84,"Novel",8669,"RNA transport","EIF3A, EIF1, EIF3B, UBC, EIF3I",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"116","EIF4A1",310,"Novel",1973,"RNA transport","EIF4G1, UBC, EIF3B, EIF4B, EIF4G2",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"117","EIF4B",105,"Novel",1975,"RNA transport","EIF4G1, EIF4G2, EIF4A1, EIF3A, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"118","EIF4G1",117,"Novel",1981,"RNA transport","POLDIP3, EIF4G2, DDX3X, EIF4A1, EIF3B, UBC, EIF4B",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"119","EIF4G2",169,"Novel",1982,"RNA transport","EIF4A1, EIF4B, UBC, EIF3A, EIF4G1",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"120","ELF4",361,"Novel",2000,NA,"RUNX1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"121","ELMSAN1",412,"Novel",91748,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"122","ENDOG",348,"Novel",2021,"Apoptosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"123","EPAS1",147,"Novel",2034,"Renal cell carcinoma","ARNT, SP1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"124","EPN1",333,"Novel",29924,"Endocytosis","EGFR, CLTC, UBC",3,"EGFR",1,NA,0,"EGFR",1,"EGFR",1,NA,0,"EGFR",1,2
"125","EPS8",28,"Novel",2059,NA,"EGFR",1,"EGFR",1,NA,0,"EGFR",1,"EGFR",1,NA,0,"EGFR",1,2
"126","ERC1",387,"Novel",23085,NA,"IKBKB, UBC",2,NA,0,"IKBKB",1,"IKBKB",1,NA,0,NA,0,"IKBKB",1,1
"127","EXOSC10",198,"Novel",5394,NA,"SUV39H2, SUV39H1, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"128","FAHD2B",418,"Novel",151313,NA,"PCNA",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"129","FBXW7",85,"Novel",55294,NA,"CCNE1, JUN, UBB, UBC",4,NA,0,"JUN",1,"JUN",1,NA,0,NA,0,"JUN",1,1
"130","FGF8",382,"MAPK signaling pathway",2253,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Melanoma","FGFR3",1,NA,0,NA,0,"FGFR3",1,NA,0,NA,0,"FGFR3",1,1
"131","FGF9",353,"MAPK signaling pathway",2254,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Melanoma","FGFR3",1,NA,0,NA,0,"FGFR3",1,NA,0,NA,0,"FGFR3",1,1
"132","FGFR3",186,"MAPK signaling pathway",2261,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Endocytosis","FGF9, FGF8",2,NA,0,NA,0,"FGF9, FGF8",2,NA,0,NA,0,"FGF9, FGF8",2,2
"133","FHL2",381,"Novel",2274,"Osteoclast differentiation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"134","FYTTD1",354,"Novel",84248,NA,"NXF1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"135","GAB2",215,"Novel",9846,"Osteoclast differentiation ; Fc gamma R-mediated phagocytosis ; Chronic myeloid leukemia ; Fc epsilon RI signaling pathway","EGFR",1,"EGFR",1,NA,0,"EGFR",1,"EGFR",1,NA,0,"EGFR",1,2
"136","GAPDH",211,"Novel",2597,NA,"EGFR, UBC",2,"EGFR",1,NA,0,"EGFR",1,"EGFR",1,NA,0,"EGFR",1,2
"137","GIT1",181,"Novel",28964,"Regulation of actin cytoskeleton ; Endocytosis ; Epithelial cell signaling in Helicobacter pylori infection","ARHGEF6, PXN",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"138","GNA11",389,"Chagas disease (American trypanosomiasis)",2767,"Chagas disease (American trypanosomiasis) ; Amoebiasis ; GnRH signaling pathway ; Long-term depression ; Gap junction","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"139","GNAI3",266,"Chagas disease (American trypanosomiasis)",2773,"Chagas disease (American trypanosomiasis) ; Toxoplasmosis ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Tight junction ; Long-term depression ; Gap junction ; Progesterone-mediated oocyte maturation","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"140","GNAO1",271,"Chagas disease (American trypanosomiasis)",2775,"Chagas disease (American trypanosomiasis) ; Toxoplasmosis ; Long-term depression","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
