"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"2725",10153,"CEBPZ","MedConf","Yes",NA,"BRIX1, NIP7, FBL, PES1","Ribosome biogenesis in eukaryotes (1)"
"2751",2491,"CENPI","MedConf","Yes",NA,"SPDL1, RANGAP1, SPC24, NPM1, RPS27, BUB3, AURKB, PLK1, XPO1, ITGB3BP, SMC3, CDCA8, NDC80, RUVBL1, MAD2L1, INCENP, NUP85, CDC20, BIRC5","Cell cycle (5), Oocyte meiosis (4), RNA transport (3), Progesterone-mediated oocyte maturation (2), Ribosome (2), Ribosome biogenesis in eukaryotes (1), Ubiquitin mediated proteolysis (1)"
"2752",55835,"CENPJ","MedConf","Yes",NA,"RAB8A, DYNLL1, TUBGCP3, YWHAG, TUBG1, TUBGCP4, PRKACA, SASS6, PLK1","Oocyte meiosis (3), Progesterone-mediated oocyte maturation (2), Cell cycle (2)"
"2845",8208,"CHAF1B","MedConf","Yes",NA,"PCNA","Base excision repair (1), Mismatch repair (1), DNA replication (1), Cell cycle (1), Nucleotide excision repair (1)"
"2953",9391,"CIAO1","MedConf","Yes",NA,"ERCC2, FAM96B, NUBP2","Nucleotide excision repair (1)"
"2989",1163,"CKS1B","MedConf","Yes",NA,"UBE2M, ALDH18A1, CCNA2","Progesterone-mediated oocyte maturation (1), Cell cycle (1), Biosynthesis of amino acids (1), Ubiquitin mediated proteolysis (1)"
"3418",27297,"CRCP","HighConf","Yes",NA,"POLE2, POLD3, POLR3H, REV3L, POLR3A, POLE3, POLR3K","Purine metabolism (6), Pyrimidine metabolism (6), Cytosolic DNA-sensing pathway (3), RNA polymerase (3), Base excision repair (3), DNA replication (3), Nucleotide excision repair (3), Fanconi anemia pathway (1), Mismatch repair (1)"
"3475",1413,"CRYBA4","MedConf","Yes",NA,"RLN1, HSPA8, RPA1, RPA3, DNAJB1","Fanconi anemia pathway (2), Mismatch repair (2), DNA replication (2), Nucleotide excision repair (2), Spliceosome (1)"
"3494",1434,"CSE1L","MedConf","Yes",NA,"UBE2A","Ubiquitin mediated proteolysis (1)"
"3506",1445,"CSK","MedConf","Yes",NA,"PIK3CA, HLA-DRB1, ACTN4","Progesterone-mediated oocyte maturation (1)"
"3549",1479,"CSTF3","MedConf","Yes","mRNA surveillance pathway","PRPF8, SNRPA1, SNRPF, SF3A2, SNRPD3, TXNL4A, PRPF4, SNRPD1, SNRPG, SF3B1, SNRNP70, NCBP1, SYMPK, SF3B5, POLR2L, POLR3A, POLR2D, POLR2I, HNRNPA3, HNRNPK, SRSF2, SRSF7, YBX1, PHF5A, SRSF1, SRSF3, U2AF2, NUDT21, YTHDC1, PCF11","Spliceosome (21), mRNA surveillance pathway (4), Purine metabolism (4), RNA polymerase (4), Pyrimidine metabolism (4), Cytosolic DNA-sensing pathway (2), RNA transport (1)"
"3572",9150,"CTDP1","HighConf","Yes",NA,"POLR3A, POLR2D, POLR2I, ERCC2, PLK1, POLR2L, MED14, MED1, NCBP1, MED17","Purine metabolism (4), RNA polymerase (4), Pyrimidine metabolism (4), Cytosolic DNA-sensing pathway (2), Progesterone-mediated oocyte maturation (1), Oocyte meiosis (1), Cell cycle (1), mRNA surveillance pathway (1), Spliceosome (1), RNA transport (1), Nucleotide excision repair (1)"
"3802",1615,"DARS","MedConf","Yes","Aminoacyl-tRNA biosynthesis",NA,NA
"3803",55157,"DARS2","MedConf","Yes","Aminoacyl-tRNA biosynthesis",NA,NA
"3827",25879,"DCAF13","MedConf","Yes",NA,"HEATR1, NOP58, DMP1, FBL, UTP15, PWP2, DDB1, NOC4L","Ribosome biogenesis in eukaryotes (5), Ubiquitin mediated proteolysis (1), Nucleotide excision repair (1)"
"3860",28960,"DCPS","MedConf","Yes","RNA degradation","EXOSC3, EXOSC7, EXOSC6","RNA degradation (3)"
"3883",1642,"DDB1","MedConf","Yes","Nucleotide excision repair, Ubiquitin mediated proteolysis","DCAF13, SAP30BP, RPA3, ERCC5, ERCC2, RAD23B, SF3B1, SLX4, RPA1","Nucleotide excision repair (5), Fanconi anemia pathway (3), Mismatch repair (2), DNA replication (2), Spliceosome (1)"
"3889",84301,"DDI2","MedConf","Yes",NA,"RAD23B","Nucleotide excision repair (1)"
"3906",55308,"DDX19A","HighConf","Yes",NA,"DRAP1, XPO1","Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"3917",7919,"DDX39B","MedConf","Yes","RNA transport, Spliceosome, mRNA surveillance pathway",NA,NA
"4009",64798,"DEPTOR","MedConf","Yes",NA,"MLST8, YWHAH, YWHAG","Oocyte meiosis (2), Cell cycle (2)"
"4045",1723,"DHODH","MedConf","Yes","Pyrimidine metabolism","CAD","Pyrimidine metabolism (1)"
"4061",1665,"DHX15","MedConf","Yes","Spliceosome","NKAP, CDC5L, SNW1, FBL, SF3A2, PRPF19","Spliceosome (4), Ribosome biogenesis in eukaryotes (1), Ubiquitin mediated proteolysis (1)"
"4069",170506,"DHX36","MedConf","Yes","RNA degradation",NA,NA
"4084",27292,"DIMT1","HighConf","Yes",NA,"NOC4L, PWP2, UTP15","Ribosome biogenesis in eukaryotes (2)"
"4111",1738,"DLD","MedConf","Yes","Carbon metabolism, Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle)",NA,NA
"4143",1758,"DMP1","MedConf","Yes",NA,"FBL, UTP15, WDR43, DCAF13, HEATR1","Ribosome biogenesis in eukaryotes (4)"
"4180",3337,"DNAJB1","MedConf","Yes",NA,"CRYBA4, RLN1, RPA3, RPA1, HSPA8","Fanconi anemia pathway (2), Mismatch repair (2), DNA replication (2), Nucleotide excision repair (2), Spliceosome (1)"
"4236",1785,"DNM2","MedConf","Yes",NA,"HSPA8, HLA-DRB1","Spliceosome (1)"
"4322",10589,"DRAP1","MedConf","Yes",NA,"DDX19A, POLE3","Base excision repair (1), Purine metabolism (1), Pyrimidine metabolism (1), DNA replication (1), Nucleotide excision repair (1)"
"4333",29102,"DROSHA","HighConf","Yes","Ribosome biogenesis in eukaryotes",NA,NA
"4369",1841,"DTYMK","HighConf","Yes","Pyrimidine metabolism","DUT","Pyrimidine metabolism (1)"
"4403",1854,"DUT","MedConf","Yes","Pyrimidine metabolism","DTYMK, APEX2","Base excision repair (1), Pyrimidine metabolism (1)"
"4420",8655,"DYNLL1","MedConf","Yes",NA,"TUBGCP3, TUBG1, RAB8A, PRKACA, PLK1, HLA-DRB1, TUBGCP4, YWHAG, CENPJ","Oocyte meiosis (3), Progesterone-mediated oocyte maturation (2), Cell cycle (2)"
"4426",1859,"DYRK1A","MedConf","Yes",NA,"RBL2","Cell cycle (1)"
"4461",11319,"ECD","MedConf","Yes",NA,"PRPF8","Spliceosome (1)"
"4483",23644,"EDC4","MedConf","Yes","RNA degradation",NA,NA
"4567",10209,"EIF1","MedConf","Yes","RNA transport","EIF2S3, EIF1AX, EIF4G1, EIF3D, RPS29, RPS23, RPS15A, RPS24, RPS14, RPS28, RPS11, RPS16, RPS19, EIF3A","Ribosome (9), RNA transport (5)"
"4569",1964,"EIF1AX","MedConf","Yes","RNA transport","EIF4G1, EIF3D, RPL24, RPL9, RPL11, RPS3A, RPL37A, RPS29, RPS11, RPL32, RPS4X, RPL13, RPL37, RPL17, RPL6, RPL21, EIF3K, RPL18A, RPS26, RPL19, EIF2S3, RPS23, RPS14, RPL3, RPS28, RPL8, EIF1, RPL30, RPLP2, RPS5, RPL34, RPS19, RPS24, RPLP1, RPL23A, RPS27, EIF3A, RPLP0, RPL36, RPS15A, RPL15, RPL29, RPL14, RPL13A, RPS16","Ribosome (39), RNA transport (5)"
"4578",8892,"EIF2B2","MedConf","Yes","RNA transport","EIF2B4, EIF2S3","RNA transport (2)"
"4580",8890,"EIF2B4","MedConf","Yes","RNA transport","EIF2S3, EIF2B2","RNA transport (2)"
"4585",1968,"EIF2S3","MedConf","Yes","RNA transport","EIF2B2, EIF1AX, EIF4G1, EIF2B4, EIF3D, RPL29, RPLP1, RPS5, EIF3K, RPL11, RPL9, RPS3A, RPS24, RPL24, RPL34, RPS29, RPL32, RPS4X, RPL30, RPL37, RPS15A, RPS19, RPS14, EIF3A, RPS26, RPL23A, RPL14, RPL17, RPL13A, RPL19, EIF1, RPL21, RPL13, RPL6, RPLP2, RPS27, RPL36, RPS16, RPLP0, RPL15, RPS11, RPL37A, RPL18A, RPL8, RPS23, RPL3, RPS28","Ribosome (39), RNA transport (7)"
"4586",8661,"EIF3A","MedConf","Yes","RNA transport","EIF3K, EIF1, EIF2S3, EIF1AX, EIF4G1, EIF3D, RPLP2, RPL29, RPLP0, RPS29, RPS5, RPS4X, RPL21, RPL30, RPL3, RPS23, RPL19, RPL6, RPS19, RPS28, RPL13A, RPL23A, RPS14, RPL18A, RPL32, RPL9, PWP2, RPLP1, RPS27, RPL11, RPL36, RPS11, RPS24, RPL17, RPL37A, RPL37, RPL13, RPS26, RPL15, RPS16, RPL14, RPL8, RPL34, RPS15A, RPL24, RPS3A","Ribosome (40), RNA transport (5), Ribosome biogenesis in eukaryotes (1)"
"4590",8664,"EIF3D","MedConf","Yes","RNA transport","RPL34, RPL3, RPL24, RPS26, RPS29, EIF3K, RPL14, RPL19, RPL18A, RPS28, RPS11, RPS23, RPL13, RPS5, RPL21, RPL13A, EIF3A, RPL37, RPL36, RPL9, EIF1, RPLP1, RPS14, RPS3A, RPS16, RPL30, RPL17, RPS4X, RPL29, EIF1AX, RPS24, RPL37A, RPLP2, RPS19, RPLP0, RPL8, RPL11, RPS27, RPL23A, EIF2S3, RPL6, RPS15A, EIF4G1, RPL15, RPL32","Ribosome (39), RNA transport (5)"
"4597",27335,"EIF3K","MedConf","Yes",NA,"EIF2S3, EIF1AX, EIF4G1, EIF3D, RPS28, RPS3A, RPL8, RPS26, RPLP2, RPL3, RPS16, RPL36, RPL14, RPL34, RPL9, RPL6, RPS15A, RPL29, RPS24, RPS4X, RPL24, RPS11, RPL23A, RPL18A, RPL17, RPL11, RPS27, RPL13, RPL37A, RPLP1, RPS23, RPL19, RPL32, RPLP0, RPL30, RPL13A, EIF3A, RPL37, RPS5, RPS19, RPS29, RPL21, RPS14, RPL15","Ribosome (39), RNA transport (5)"
"4602",9775,"EIF4A3","MedConf","Yes","RNA transport, Spliceosome, mRNA surveillance pathway","UPF1, RPL13A, RPS14, RPL15, RPL37A, RPS11, RPS15A, SRSF10, RPS28, CDC5L, RPL29, TCEA2, RPL34, RPL19, RPL21, RPS16, RPL37, RPLP1, RPS3A, RPL3, SRSF7, RPS27, RPL36, RPL23A, RPL9, RPL24, RPLP2, RPS19, RPL30, RPS24, RPS4X, RPL11, RPL32, RPS26, RPLP0, RPL14, RPS29, RPL6, SRSF1, RPL17, NCBP1, EIF4G1, RPS5, RPL18A, RPL8, SRSF3, RPS23, RPL13","Ribosome (39), Spliceosome (6), RNA transport (3), mRNA surveillance pathway (2)"
"4612",1981,"EIF4G1","MedConf","Yes","RNA transport","EIF4A3, EIF3D, UPF1, RPL13A, RPLP2, NCBP1, RPL32, RPL18A, RPL14, RPL9, PSMA4, PSMD10, HSPA8, RPS28, RPL37, RPL13, RPL11, RPS27, RPL15, RPL8, RPL3, RPL6, RPL37A, EIF3A, EIF2S3, PSMD14, RPS23, RPL36, RPLP1, RPL17, RPS16, PSMC1, RPS26, RPS15A, PSMD12, RPL24, RPS5, PSMD7, RPL19, RPS24, RPS3A, EIF1, RPS29, RPL21, RPS19, RPL30, RPS4X, RPL34, PSMB4, PSMA6, RPS14, RPS11, PSMB7, RPL29, RPL23A, EIF1AX, RPLP0, EIF3K, SCAF4","Ribosome (39), RNA transport (8), Proteasome (8), mRNA surveillance pathway (3), Spliceosome (3)"
"4621",3692,"EIF6","HighConf","Yes","Ribosome biogenesis in eukaryotes","RPL6, RPL17, FBL, RPL37A, RPL36, RPL13, RPL37, RPL3, RPL34, NOP58, PES1, NIP7, RSL24D1, RPS15A, RPL14, RPL9, RPL30, RPS5, RPS24, RPS4X, RPL23A, RPL18A","Ribosome (20), Ribosome biogenesis in eukaryotes (2)"
"4708",2023,"ENO1","HighConf","Yes","RNA degradation, Carbon metabolism, Biosynthesis of amino acids, Glycolysis / Gluconeogenesis","GAPDH","Glycolysis / Gluconeogenesis (1), Biosynthesis of amino acids (1), Carbon metabolism (1)"
"4710",2027,"ENO3","HighConf","Yes","RNA degradation, Carbon metabolism, Biosynthesis of amino acids, Glycolysis / Gluconeogenesis","TKTL2, GPI, PGAM1, ALDOA","Carbon metabolism (4), Pentose phosphate pathway (3), Glycolysis / Gluconeogenesis (3), Biosynthesis of amino acids (3)"
"4756",1969,"EPHA2","MedConf","Yes",NA,"RAC1, PIK3CA","Progesterone-mediated oocyte maturation (1)"
"4802",2068,"ERCC2","HighConf","Yes","Nucleotide excision repair","FAM96B, GTF2H2, NUBP2, TTF1, PHKG2, RPA1, TAF1B, POLR2I, POLR2L, CIAO1, ERCC5, RPA3, RAD23B, POLR2D, PRKACA, POLR1B, CTDP1, DDB1, NCBP1","Nucleotide excision repair (6), Purine metabolism (4), RNA polymerase (4), Pyrimidine metabolism (4), Fanconi anemia pathway (2), Mismatch repair (2), DNA replication (2), Cytosolic DNA-sensing pathway (1), Ubiquitin mediated proteolysis (1), mRNA surveillance pathway (1), Spliceosome (1), RNA transport (1), Progesterone-mediated oocyte maturation (1), Oocyte meiosis (1)"
"4805",2073,"ERCC5","MedConf","Yes","Nucleotide excision repair","ERCC2, DDB1, RAD23B, RPA1, POLR2L, POLR2I, RPA3, PCNA, POLR2D","Nucleotide excision repair (6), Mismatch repair (3), DNA replication (3), Purine metabolism (3), RNA polymerase (3), Pyrimidine metabolism (3), Fanconi anemia pathway (2), Cytosolic DNA-sensing pathway (1), Ubiquitin mediated proteolysis (1), Base excision repair (1), Cell cycle (1)"
"4816",2079,"ERH","HighConf","Yes",NA,"CAD","Pyrimidine metabolism (1)"
"4913",5394,"EXOSC10","HighConf","Yes","RNA degradation","EXOSC3, EXOSC6, KPNB1, EXOSC7, UPF1, METTL1, BCL2L2-PABPN1, SCAF4","RNA degradation (3), mRNA surveillance pathway (2), RNA transport (2)"
"4915",51010,"EXOSC3","MedConf","Yes","RNA degradation","EXOSC6, EXOSC7, DCPS, EXOSC10","RNA degradation (4)"
"4918",118460,"EXOSC6","MedConf","Yes","RNA degradation","EXOSC7, DCPS, EXOSC10, EXOSC3","RNA degradation (4)"
"4919",23016,"EXOSC7","MedConf","Yes","RNA degradation","DCPS, EXOSC6, EXOSC3, TTC37, EXOSC10","RNA degradation (5)"
"5205",51647,"FAM96B","HighConf","Yes",NA,"NUBP2, CIAO1, ERCC2","Nucleotide excision repair (1)"
"5220",2189,"FANCG","MedConf","Yes","Fanconi anemia pathway","RAD9A, UBE2T, RFC4, RFC5, RPA1","Mismatch repair (3), DNA replication (3), Nucleotide excision repair (3), Fanconi anemia pathway (2)"
"5231",2193,"FARSA","MedConf","Yes","Aminoacyl-tRNA biosynthesis","FARSB","Aminoacyl-tRNA biosynthesis (1)"
"5232",10056,"FARSB","HighConf","Yes","Aminoacyl-tRNA biosynthesis","FARSA","Aminoacyl-tRNA biosynthesis (1)"
"5249",2091,"FBL","MedConf","Yes","Ribosome biogenesis in eukaryotes","RPL15, NOC4L, PWP2, DHX15, SMN1, UTP15, DCAF13, FTSJ3, HEATR1, NHP2, NOP58, PES1, CEBPZ, DMP1, IMP4, RPL17, RPS14, RPS4X, RPL11, RPS15A, RPS5, RPL18A, EIF6, RPS11","Ribosome (16), Ribosome biogenesis in eukaryotes (7), RNA transport (1), Spliceosome (1)"
"5433",9457,"FHL5","MedConf","Yes",NA,"XPO1","Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"5505",2332,"FMR1","MedConf","Yes","RNA transport","NCBP1","mRNA surveillance pathway (1), Spliceosome (1), RNA transport (1)"
"5642",117246,"FTSJ3","MedConf","Yes",NA,"NOP58, PES1, NIP7, UTP14A, FBL","Ribosome biogenesis in eukaryotes (3)"
"5708",2551,"GABPA","MedConf","Yes",NA,"KEAP1","Ubiquitin mediated proteolysis (1)"
"5783",2597,"GAPDH","HighConf","Yes","Carbon metabolism, Biosynthesis of amino acids, Glycolysis / Gluconeogenesis","ALDOA, PGAM1, GPI, ENO1, TKTL2, RPL13A","Carbon metabolism (5), Biosynthesis of amino acids (4), Glycolysis / Gluconeogenesis (4), Pentose phosphate pathway (3), Ribosome (1), RNA degradation (1)"
"5877",25929,"GEMIN5","MedConf","Yes","RNA transport","PHAX, SNRPD3, NUP62, SNRPF, NUP93, SMN1, NUP85, SNRPG, SNRPD1, NCBP1, NUP155, NUP153, SNUPN","RNA transport (9), Spliceosome (5), mRNA surveillance pathway (1)"
"5941",64785,"GINS3","MedConf","Yes",NA,"CDC45, POLE2","Base excision repair (1), Purine metabolism (1), Pyrimidine metabolism (1), DNA replication (1), Nucleotide excision repair (1), Cell cycle (1)"
"6052",2771,"GNAI2","MedConf","Yes","Progesterone-mediated oocyte maturation",NA,NA
"6167",2821,"GPI","MedConf","Yes","Carbon metabolism, Glycolysis / Gluconeogenesis, Pentose phosphate pathway","ENO3, TKTL2, PFKP, PGAM1, GAPDH, ALDOA","Biosynthesis of amino acids (6), Carbon metabolism (6), Glycolysis / Gluconeogenesis (5), Pentose phosphate pathway (3), RNA degradation (2)"
