"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"1335",8815,"BANF1","HighConf","Yes",NA,"PPP2CA","Oocyte meiosis (1), mRNA surveillance pathway (1)"
"1339",8314,"BAP1","HighConf","Yes",NA,"PSMA2, PSMD7, PSMB4, PSMA4, HCFC1, IPO5, EIF4EBP3, PSMC1, PSMA6","Proteasome (6), RNA transport (1)"
"1373",10286,"BCAS2","MedConf","Yes","Spliceosome","SF1, SF3A2, PRPF19, CDC5L, HSPA8, MFAP1, PRPF8, BUD31, SNRNP200","Spliceosome (7), Ubiquitin mediated proteolysis (1)"
"1397",100529063,"BCL2L2-PABPN1","HighConf","Yes","mRNA surveillance pathway","EXOSC10","RNA degradation (1)"
"1417",55814,"BDP1","HighConf","Yes",NA,"POLR3K, POLR3H, POU2F1, GTF3C5, GTF3C2, SNAPC2, GTF3A, POLR2L, POLR3A, POLR2F","Purine metabolism (5), RNA polymerase (5), Pyrimidine metabolism (5)"
"1460",332,"BIRC5","HighConf","Yes",NA,"XPO1, TUBG1, NUMA1, TUBGCP3, AURKB, CENPN, SPC24, RANGAP1, ESPL1, KIF23, CDCA8, KIF20A, CENPI, BUB3, RPS27, INCENP, CUL3, MAD2L1, SMC3, CDC20, NDC80, NUP107, STAG1, PLK1, MAX","Cell cycle (7), Oocyte meiosis (5), RNA transport (3), Progesterone-mediated oocyte maturation (2), Ubiquitin mediated proteolysis (2), Ribosome (2), Ribosome biogenesis in eukaryotes (1)"
"1463",112401,"BIRC8","HighConf","Yes","Ubiquitin mediated proteolysis",NA,NA
"1558",55299,"BRIX1","HighConf","Yes",NA,"NIP7, DDX56, RRP1, RPL3, GTPBP4, CEBPZ, PDCD11, PES1","Ribosome (2), Ribosome biogenesis in eukaryotes (1)"
"1587",55643,"BTBD2","MedConf","Yes",NA,"COPS5, CUL3","Ubiquitin mediated proteolysis (1)"
"1615",9184,"BUB3","HighConf","Yes","Cell cycle","NUP107, BIRC5, CDC16, XPO1, ANAPC2, AURKB, CENPN, SPC24, RANGAP1, ESPL1, CDCA8, ANAPC5, CENPI, INCENP, PSMB5, MAD2L1, NDC80, PSMA6, PLK1, CDC20, NKAP, SF3A2, RPS27, PSMD14, PSMA4, PSMC1, PSMD12, PSMB7, PSMD7, RPS27A, PSMB4, STAG1, SMC3, CDC23, PSMD1","Cell cycle (10), Proteasome (10), Oocyte meiosis (9), Progesterone-mediated oocyte maturation (6), Ubiquitin mediated proteolysis (5), Ribosome (3), RNA transport (3), Spliceosome (1), Ribosome biogenesis in eukaryotes (1)"
"1617",8896,"BUD31","HighConf","Yes","Spliceosome","CDC5L, EEF2, PRPF8, SNRPA1, SF3A2, SNRPD3, XAB2, SNW1, SNRPG, SNRNP200, SF3B5, PHF5A, CNOT1, CWC27, BCAS2, SDE2, RNF113A, NAA50, AQR, PRPF19","Spliceosome (14), Ubiquitin mediated proteolysis (1), RNA degradation (1)"
"1816",708,"C1QBP","HighConf","Yes",NA,"NUP107, SRSF6, SRSF3, SRSF7, SRSF2, SRSF1, NUP153","Spliceosome (5), RNA transport (2)"
"2043",51719,"CAB39","HighConf","Yes",NA,"PRKAG2","Non-alcoholic fatty liver disease (NAFLD) (1)"
"2075",786,"CACNG1","HighConf","Yes","Cardiac muscle contraction","CACNG7, RASGRP1, PPP1CA, CAMK2B, PPP2CA","Oocyte meiosis (3), mRNA surveillance pathway (2), Cardiac muscle contraction (1)"
"2081",59284,"CACNG7","MedConf","Yes","Cardiac muscle contraction","RASGRP1, CAMK2B, PPP2CA, PPP1CA, CACNG1","Oocyte meiosis (3), mRNA surveillance pathway (2), Cardiac muscle contraction (1)"
"2086",790,"CAD","HighConf","Yes","Pyrimidine metabolism","TUFM, RPS27A, RUVBL1, MAX, GFPT1, SEPSECS, SEH1L, ERH, DHODH, GATM","Pyrimidine metabolism (1), RNA transport (1), Selenocompound metabolism (1), Aminoacyl-tRNA biosynthesis (1), Ribosome (1)"
"2122",816,"CAMK2B","HighConf","Yes","Oocyte meiosis","CACNG1, CACNG7, RAC1, RYR2, PPP1CA, MAP2K3","Cardiac muscle contraction (3), Oocyte meiosis (1), mRNA surveillance pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"2185",79587,"CARS2","HighConf","Yes","Aminoacyl-tRNA biosynthesis",NA,NA
"2230",23624,"CBLC","HighConf","Yes","Ubiquitin mediated proteolysis","PIK3CD","Progesterone-mediated oocyte maturation (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"2258",55749,"CCAR1","HighConf","Yes",NA,"DHX38, NUDT21, RNF113A, PCF11, SNRNP70, U2AF2, SNRPF, SRSF1, NCBP1, POLR2F, POLR2I, SNRPD1, CSTF3, SNRPA1, SRSF7, SUGP1, SNRNP200, PHF5A, SF3B5, PRPF4, PRPF8, YBX1, HNRNPK, SRSF6, HNRNPD, SNRPD3, NCBP2, SRSF3, HNRNPA1, SRSF2, TXNL4A, SF3A2, SF3B1, POLR2L, SNRPG, POLR2D","Spliceosome (25), mRNA surveillance pathway (5), Purine metabolism (4), RNA polymerase (4), Pyrimidine metabolism (4), RNA transport (2)"
"2424",890,"CCNA2","HighConf","Yes","Cell cycle, Progesterone-mediated oocyte maturation","CDC20, FZR1, CKS1B, CCNE1, PCNA","Cell cycle (4), Oocyte meiosis (2), Ubiquitin mediated proteolysis (2), Base excision repair (1), Mismatch repair (1), Nucleotide excision repair (1), DNA replication (1), Progesterone-mediated oocyte maturation (1)"
"2432",896,"CCND3","HighConf","Yes","Cell cycle","MED1, MED17, TRIM28, MED14, MED7, CCNE1, MED9, MED25, MED30, CDK8, MED19, MED31, MED11, CDK12, PCNA","Cell cycle (2), Base excision repair (1), Mismatch repair (1), Nucleotide excision repair (1), DNA replication (1), Oocyte meiosis (1)"
"2434",898,"CCNE1","MedConf","Yes","Cell cycle, Oocyte meiosis","CDC16, ANAPC2, DHFR, MYBL2, PKMYT1, ANAPC5, CCND3, PCNA, CUL1, CDC23, CUL3, CCNA2, POLA1, MAX, CDC45","Cell cycle (10), Ubiquitin mediated proteolysis (6), Progesterone-mediated oocyte maturation (6), Oocyte meiosis (6), DNA replication (2), Purine metabolism (1), Pyrimidine metabolism (1), Base excision repair (1), Mismatch repair (1), Nucleotide excision repair (1), One carbon pool by folate (1)"
"2470",7203,"CCT3","HighConf","Yes",NA,"ACTB, CCT4, PPP4C, CCT8, PSMA6, TCP1, PPP2CA","Oocyte meiosis (1), mRNA surveillance pathway (1), Proteasome (1)"
"2471",10575,"CCT4","HighConf","Yes",NA,"PPP4C, CCT8, TCP1, ACTB, PPP2CA, CCT3","Oocyte meiosis (1), mRNA surveillance pathway (1)"
"2476",10694,"CCT8","MedConf","Yes",NA,"TRIM28, CCT3, ACTB, CCT4, PPP4C, TCP1, PPP2CA","Oocyte meiosis (1), mRNA surveillance pathway (1)"
"2573",8881,"CDC16","HighConf","Yes","Cell cycle, Oocyte meiosis, Ubiquitin mediated proteolysis, Progesterone-mediated oocyte maturation","ANAPC2, AURKB, ESPL1, ANAPC5, PSMD7, PSMB5, PTTG1, CDC20, PSMA4, PSMB4, PSMD14, PSMC1, PLK1, PSMD12, MAD2L1, CCNE1, RPS27A, PSMB7, CDC23, PSMA6, FZR1, BUB3, PSMD1","Cell cycle (11), Proteasome (10), Oocyte meiosis (9), Progesterone-mediated oocyte maturation (6), Ubiquitin mediated proteolysis (5), Ribosome (1)"
"2574",991,"CDC20","HighConf","Yes","Cell cycle, Oocyte meiosis, Ubiquitin mediated proteolysis","FZR1, INCENP, NDC80, PLK1, SMC3, STAG1, BUB3, NUP107, BIRC5, PTTG1, CDC16, XPO1, ANAPC2, AURKB, CENPN, SPC24, RANGAP1, ESPL1, CDCA8, ANAPC5, CENPI, PSMD7, PSMB5, MAD2L1, CCNA2, CDC23, PSMD12, CUL1, PSMD14, PSMD1, PSMB7, TCP1, PSMA6, PSMC1, RPS27A, RPS27, PSMA4, PSMB4","Cell cycle (14), Oocyte meiosis (10), Proteasome (10), Progesterone-mediated oocyte maturation (8), Ubiquitin mediated proteolysis (6), Ribosome (3), RNA transport (3), Ribosome biogenesis in eukaryotes (1)"
"2576",8697,"CDC23","HighConf","Yes","Cell cycle, Oocyte meiosis, Ubiquitin mediated proteolysis, Progesterone-mediated oocyte maturation","PSMC1, PSMA6, PSMD12, PSMD7, PSMD14, PSMB7, PSMB5, PSMB4, PSMD1, RPS27A, PSMA4, MAD2L1, CDC20, FZR1, PLK1, CCNE1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, ESPL1, ANAPC5","Cell cycle (11), Proteasome (10), Oocyte meiosis (9), Progesterone-mediated oocyte maturation (6), Ubiquitin mediated proteolysis (5), Ribosome (1)"
"2597",8318,"CDC45","HighConf","Yes","Cell cycle","CCNE1, RPA3, GINS2, POLE2, DHFR, PRIM1, POLA1, PCNA, MCM4, RPA1, GINS3","DNA replication (7), Nucleotide excision repair (4), Cell cycle (3), Purine metabolism (3), Pyrimidine metabolism (3), Mismatch repair (3), Base excision repair (2), Fanconi anemia pathway (2), One carbon pool by folate (1), Oocyte meiosis (1)"
"2598",988,"CDC5L","HighConf","Yes","Spliceosome","EEF2, PRPF8, SNRPA1, RPL13, SNRPF, SF3A2, SNRPD3, SNRPD1, XAB2, SNW1, SNRPG, SF3B1, SNRNP200, NCBP2, DHX15, SRSF1, U2AF2, CWC27, EIF4A3, SMC6, BCAS2, RNF113A, NAA50, SFPQ, PPP1CA, HSPA8, AQR, BUD31, PRPF19","Spliceosome (21), mRNA surveillance pathway (3), RNA transport (2), Oocyte meiosis (1), Ubiquitin mediated proteolysis (1), Ribosome (1)"
"2608",55143,"CDCA8","HighConf","Yes",NA,"KIF20A, CENPI, NUP107, BIRC5, SPC24, SMC3, MAD2L1, ESPL1, NDC80, CUL3, RPS27, CENPN, PLK1, INCENP, BUB3, AURKB, RANGAP1, XPO1, KIF23, STAG1, CDC20","Cell cycle (7), Oocyte meiosis (5), RNA transport (3), Progesterone-mediated oocyte maturation (2), Ubiquitin mediated proteolysis (2), Ribosome (2), Ribosome biogenesis in eukaryotes (1)"
"2645",51755,"CDK12","HighConf","Yes",NA,"CDK9, CCND3","Cell cycle (1)"
"2667",1024,"CDK8","MedConf","Yes",NA,"MED19, MED31, MED11, SNW1, MED1, MED14, MED25, MED30, CCND3, MED9, MED17, MED7, THRAP3, POLR3A, CDK9, CUL1","Cell cycle (2), Purine metabolism (1), RNA polymerase (1), Pyrimidine metabolism (1), Spliceosome (1), Ubiquitin mediated proteolysis (1), Oocyte meiosis (1)"
"2668",1025,"CDK9","HighConf","Yes",NA,"CDK8, PRKAG2, ERCC2, UBE2A, GTF2H2, ELP2, CDK12, PHKG2, NUFIP1, POLR2F, MED1, CUL1, TCEA2, CTDP1, NCBP2, WDR61, POLR2I, NCBP1, SSRP1, POLR2L, POLR2D","Purine metabolism (4), RNA polymerase (4), Pyrimidine metabolism (4), mRNA surveillance pathway (2), Spliceosome (2), RNA transport (2), Ubiquitin mediated proteolysis (2), Nucleotide excision repair (2), RNA degradation (1), Oocyte meiosis (1), Cell cycle (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"2725",10153,"CEBPZ","HighConf","Yes",NA,"GTPBP4, BRIX1, NIP7, DDX56, RRP1, PDCD11, FBL, PES1","Ribosome biogenesis in eukaryotes (2)"
"2751",2491,"CENPI","HighConf","Yes",NA,"SPC24, CDCA8, RPS27, STAG1, RANGAP1, ESPL1, AURKB, RUVBL1, NDC80, INCENP, BIRC5, MAD2L1, XPO1, PLK1, CDC20, SMC3, CENPN, NUP107, BUB3, NPM1","Cell cycle (7), Oocyte meiosis (5), RNA transport (3), Progesterone-mediated oocyte maturation (2), Ribosome (2), Ribosome biogenesis in eukaryotes (1), Ubiquitin mediated proteolysis (1)"
"2752",55835,"CENPJ","HighConf","Yes",NA,"CEP78, AJUBA, YWHAZ, SASS6, TUBG1, TUBGCP3, YWHAE, PLK1, TUBGCP4, YWHAG","Oocyte meiosis (4), Cell cycle (4), Progesterone-mediated oocyte maturation (1)"
"2756",55839,"CENPN","HighConf","Yes",NA,"SPC24, RANGAP1, ESPL1, CDCA8, CENPI, RPS27, NUP107, STAG1, XPO1, SMC3, MAD2L1, AURKB, CDC20, PLK1, NPM1, INCENP, RUVBL1, NDC80, BUB3, BIRC5","Cell cycle (7), Oocyte meiosis (5), RNA transport (3), Progesterone-mediated oocyte maturation (2), Ribosome (2), Ribosome biogenesis in eukaryotes (1), Ubiquitin mediated proteolysis (1)"
"2787",84131,"CEP78","MedConf","Yes",NA,"AJUBA, TUBGCP4, TUBGCP3, TUBG1, YWHAE, CENPJ, PLK1, YWHAG","Oocyte meiosis (3), Cell cycle (3), Progesterone-mediated oocyte maturation (1)"
"2825",1072,"CFL1","HighConf","Yes",NA,"YWHAZ, ACTB","Oocyte meiosis (1), Cell cycle (1)"
"2845",8208,"CHAF1B","HighConf","Yes",NA,"PCNA","Base excision repair (1), Mismatch repair (1), Cell cycle (1), Nucleotide excision repair (1), DNA replication (1)"
"2887",27243,"CHMP2A","MedConf","Yes",NA,"RPS27A","Ribosome (1)"
"2953",9391,"CIAO1","HighConf","Yes",NA,"ERCC2, FAM96B, NUBP2, RTEL1, ABCB7","Nucleotide excision repair (1)"
"2989",1163,"CKS1B","HighConf","Yes",NA,"UBE2M, CCNA2, CUL1","Cell cycle (2), Ubiquitin mediated proteolysis (2), Progesterone-mediated oocyte maturation (1), Oocyte meiosis (1)"
"3168",23019,"CNOT1","HighConf","Yes","RNA degradation","GTF2A1, EIF4A3, EIF4E, EIF4G1, BUD31, LSM2","RNA transport (3), Spliceosome (3), RNA degradation (1), mRNA surveillance pathway (1)"
"3290",1314,"COPA","HighConf","Yes",NA,"SMN1","RNA transport (1)"
"3300",10987,"COPS5","HighConf","Yes",NA,"EIF3A, EIF3K, DDB1, EIF3D, BTBD2, PSMD12, PSMA6, EIF3I, CUL1, CUL3","RNA transport (3), Ubiquitin mediated proteolysis (3), Proteasome (2), Oocyte meiosis (1), Cell cycle (1), Nucleotide excision repair (1)"
"3309",27235,"COQ2","HighConf","Yes",NA,"PDSS2, PDSS1","Terpenoid backbone biosynthesis (2)"
"3327",1352,"COX10","HighConf","Yes","Oxidative phosphorylation, Porphyrin and chlorophyll metabolism","COX15","Porphyrin and chlorophyll metabolism (1), Oxidative phosphorylation (1)"
"3330",1355,"COX15","HighConf","Yes","Oxidative phosphorylation, Porphyrin and chlorophyll metabolism","COX10","Porphyrin and chlorophyll metabolism (1), Oxidative phosphorylation (1)"
"3336",1327,"COX4I1","MedConf","Yes","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD), Cardiac muscle contraction","COX7C, UQCR10, UQCRC1","Cardiac muscle contraction (3), Oxidative phosphorylation (3), Non-alcoholic fatty liver disease (NAFLD) (3)"
"3344",1345,"COX6C","MedConf","Yes","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD), Cardiac muscle contraction",NA,NA
"3348",1349,"COX7B","HighConf","Yes","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD), Cardiac muscle contraction",NA,NA
"3350",1350,"COX7C","MedConf","Yes","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD), Cardiac muscle contraction","UQCRC1, UQCR10, COX4I1","Cardiac muscle contraction (3), Oxidative phosphorylation (3), Non-alcoholic fatty liver disease (NAFLD) (3)"
"3418",27297,"CRCP","HighConf","Yes",NA,"POLE2, POLD3, POLR3A, POLR3K, POLR2F, POLE3, POLE4, REV3L, POLR3H","Purine metabolism (8), Pyrimidine metabolism (8), RNA polymerase (4), Base excision repair (4), Nucleotide excision repair (4), DNA replication (4), Fanconi anemia pathway (1), Mismatch repair (1)"
"3475",1413,"CRYBA4","HighConf","Yes",NA,"SIRT1, RPA3, HSPA8, YWHAE, RPA1","Fanconi anemia pathway (2), Mismatch repair (2), Nucleotide excision repair (2), DNA replication (2), Oocyte meiosis (1), Cell cycle (1), Spliceosome (1)"
"3489",1431,"CS","MedConf","Yes","Biosynthesis of amino acids, Carbon metabolism, Citrate cycle (TCA cycle), Glyoxylate and dicarboxylate metabolism, 2-Oxocarboxylic acid metabolism","ACO2, ACO1","2-Oxocarboxylic acid metabolism (2), Glyoxylate and dicarboxylate metabolism (2), Carbon metabolism (2), Biosynthesis of amino acids (2), Citrate cycle (TCA cycle) (2)"
"3494",1434,"CSE1L","HighConf","Yes",NA,"UBE2A","Ubiquitin mediated proteolysis (1)"
"3549",1479,"CSTF3","HighConf","Yes","mRNA surveillance pathway","PRPF8, SNRPA1, SNRPF, SF3A2, SNRPD3, TXNL4A, PRPF4, SNRPD1, SNRPG, SF3B1, SNRNP200, NCBP2, SNRNP70, NCBP1, WDR82, SYMPK, SF3B5, POLR2L, POLR2F, POLR3A, POLR2D, POLR2I, HNRNPD, HNRNPK, HNRNPA1, SRSF2, SRSF6, SRSF7, YBX1, PHF5A, SRSF1, SUGP1, SRSF3, U2AF2, CCAR1, DHX38, NUDT21, YTHDC1, PCF11","Spliceosome (25), mRNA surveillance pathway (6), Purine metabolism (5), RNA polymerase (5), Pyrimidine metabolism (5), RNA transport (2)"
"3572",9150,"CTDP1","HighConf","Yes",NA,"POLR2F, POLR3A, POLR2D, POLR2I, MED25, CDK9, ERCC2, PKP4, MED7, MED14, POLR2L, WDR77, NCBP2, MED1, NCBP1, MED17, PLK1, SSRP1","Purine metabolism (5), RNA polymerase (5), Pyrimidine metabolism (5), mRNA surveillance pathway (2), Spliceosome (2), RNA transport (2), Progesterone-mediated oocyte maturation (1), Oocyte meiosis (1), Cell cycle (1), Nucleotide excision repair (1)"
"3619",348180,"CTU2","HighConf","Yes","Sulfur relay system","MOCS3","Sulfur relay system (1)"
"3626",8454,"CUL1","MedConf","Yes","Cell cycle, Oocyte meiosis, Ubiquitin mediated proteolysis","PSMC1, PSMA6, PSMA2, PSMD12, PSMD7, PSMD14, PSMB7, PSMB5, PSMB4, PSMD1, RPS27A, PSMA4, CDC20, SNW1, FZR1, COPS5, CKS1B, DDB1, UBE2I, CCNE1, CDK9, CDK8, FBXO9, UBE2M, SPATA5, FBXL19, UBA3, VCP","Proteasome (11), Ubiquitin mediated proteolysis (6), Cell cycle (3), Oocyte meiosis (2), Ribosome (2), Ribosome biogenesis in eukaryotes (1), RNA transport (1), Nucleotide excision repair (1), Progesterone-mediated oocyte maturation (1), Spliceosome (1)"
"3628",8452,"CUL3","HighConf","Yes","Ubiquitin mediated proteolysis","COPS5, INCENP, DDB1, CCNE1, BIRC5, TUBG1, NUMA1, TUBGCP3, AURKB, CDCA8, KEAP1, KCTD11, BTBD2, PSMD12, PSMC1, PSMD7, PSMD14, PSMA4, PSMA6, PSMB5, PSMB4, PSMD1, PSMB7, RPS27A","Proteasome (10), Ubiquitin mediated proteolysis (2), Ribosome (1), Oocyte meiosis (1), Cell cycle (1), Nucleotide excision repair (1)"
"3642",10283,"CWC27","MedConf","Yes",NA,"DHX38, PRPF19, SNW1, CDC5L, BUD31","Spliceosome (5), Ubiquitin mediated proteolysis (1)"
"3697",1535,"CYBA","HighConf","Yes",NA,"RAC1, MAPK11","Progesterone-mediated oocyte maturation (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"3802",1615,"DARS","HighConf","Yes","Aminoacyl-tRNA biosynthesis","AARS, QARS, LARS, GARS","Aminoacyl-tRNA biosynthesis (4)"
"3803",55157,"DARS2","HighConf","Yes","Aminoacyl-tRNA biosynthesis",NA,NA
"3827",25879,"DCAF13","HighConf","Yes",NA,"HEATR1, NOP58, WDR75, NOP14, NOC4L, PWP2, UTP15, FBL, DDB1","Ribosome biogenesis in eukaryotes (6), Ubiquitin mediated proteolysis (1), Nucleotide excision repair (1)"
"3860",28960,"DCPS","HighConf","Yes","RNA degradation","EXOSC7, EXOSC8, EXOSC6, EXOSC5, EXOSC3","RNA degradation (5)"
