EntrezID,GeneSymbol,ConfidenceCategory,TRIAGEhit,Pathway,InteractingGenes,NetworkGenePathways
52538,Acaa2,MedConf,Yes,"Fatty acid metabolism, Fatty acid degradation, Valine, leucine and isoleucine degradation","Dlst, Acadm, Acox1, Hmgcs2, Acly, Hadha, Hsd17b10, Acadl, Hsd17b4, Acat1, Hadh, Acadsb, Hadhb, Pccb","leucine and isoleucine degradation (9), Valine (9), Fatty acid degradation (8), Fatty acid metabolism (8), Carbon metabolism (5), PPAR signaling pathway (4), Glyoxylate and dicarboxylate metabolism (2), Biosynthesis of unsaturated fatty acids (2), cAMP signaling pathway (1), Citrate cycle (TCA cycle) (2)"
11363,Acadl,MedConf,Yes,"Fatty acid metabolism, PPAR signaling pathway, Fatty acid degradation","Acaa1a, Acaa1b, Acadsb, Hadhb, Acaa2, Acadm, Acox1, Hadha","Fatty acid degradation (8), Fatty acid metabolism (8), leucine and isoleucine degradation (7), Valine (7), Biosynthesis of unsaturated fatty acids (4), PPAR signaling pathway (4), Carbon metabolism (2), cAMP signaling pathway (1)"
11364,Acadm,MedConf,Yes,"Carbon metabolism, Fatty acid metabolism, PPAR signaling pathway, Fatty acid degradation, Valine, leucine and isoleucine degradation","Acox1, Hadha, Acsl5, Slc27a2, Acadl, Slc27a5, Acat1, Aldh2, Acaa1a, Hadh, Gcdh, Acaa1b, Acadsb, Hadhb, Hibadh, Pccb, Acaa2, Aox3, Abat","leucine and isoleucine degradation (13), Valine (13), Fatty acid degradation (13), Fatty acid metabolism (11), PPAR signaling pathway (7), Biosynthesis of unsaturated fatty acids (4), Carbon metabolism (3), Glyoxylate and dicarboxylate metabolism (2), Insulin resistance (2), Ferroptosis (1), cAMP signaling pathway (1)"
66885,Acadsb,MedConf,Yes,"Fatty acid metabolism, Fatty acid degradation, Valine, leucine and isoleucine degradation","Hadhb, Acaa2, Acadm, Acox1, Hadha, Acsl5, Slc27a2, Acadl, Slc27a5, Acat1, Acaa1a, Gcdh, Acaa1b","Fatty acid degradation (11), Fatty acid metabolism (10), PPAR signaling pathway (8), leucine and isoleucine degradation (7), Valine (7), Biosynthesis of unsaturated fatty acids (4), Carbon metabolism (3), Insulin resistance (2), Glyoxylate and dicarboxylate metabolism (1), Ferroptosis (1), cAMP signaling pathway (1)"
78618,Acap2,MedConf,Yes,Endocytosis,,
110446,Acat1,MedConf,Yes,"Carbon metabolism, Fatty acid metabolism, Fatty acid degradation, Valine, leucine and isoleucine degradation, Glyoxylate and dicarboxylate metabolism","Acaa1a, Hadh, Acaa1b, Acadsb, Hadhb, Pccb, Acaa2, Dlst, Acadm, Acox1, Hmgcs2, Acly, Hadha, Hsd17b10","leucine and isoleucine degradation (11), Valine (11), Fatty acid degradation (9), Fatty acid metabolism (9), PPAR signaling pathway (5), Biosynthesis of unsaturated fatty acids (4), Carbon metabolism (4), cAMP signaling pathway (1), Glyoxylate and dicarboxylate metabolism (1), Citrate cycle (TCA cycle) (2)"
230379,Acer2,MedConf,Yes,Sphingolipid signaling pathway,"Degs1, Sgms1, Sgpp1, Ugcg, Asah1","Sphingolipid signaling pathway (4), Lysosome (1)"
56215,Acin1,MedConf,Yes,"Spliceosome, RNA transport, mRNA surveillance pathway",,
104112,Acly,MedConf,Yes,Citrate cycle (TCA cycle),"Mut, Mdh2, Acat1, Acaa1a, Glud1, Got2, Acaa1b, Hadhb, Acaa2, Asl, Pck1, Aco2, Hmgcs2, Mdh1","Carbon metabolism (7), leucine and isoleucine degradation (7), Valine (7), Glyoxylate and dicarboxylate metabolism (5), Fatty acid degradation (5), Fatty acid metabolism (5), PPAR signaling pathway (4), Proximal tubule bicarbonate reclamation (3), Biosynthesis of amino acids (3), Arginine biosynthesis (3), Biosynthesis of unsaturated fatty acids (2), Glucagon signaling pathway (1), Insulin signaling pathway (1), Insulin resistance (1), AMPK signaling pathway (1), PI3K-Akt signaling pathway (1), FoxO signaling pathway (1), Necroptosis (1), Citrate cycle (TCA cycle) (4)"
11429,Aco2,MedConf,Yes,"Carbon metabolism, Citrate cycle (TCA cycle), Biosynthesis of amino acids, Glyoxylate and dicarboxylate metabolism","Acly, Idh3b, Idh3g, Idh1","Biosynthesis of amino acids (3), Carbon metabolism (3), Citrate cycle (TCA cycle) (4)"
11430,Acox1,MedConf,Yes,"Fatty acid metabolism, PPAR signaling pathway, Fatty acid degradation, cAMP signaling pathway, Biosynthesis of unsaturated fatty acids","Hadha, Acadl, Acat1, Acaa1a, Gcdh, Acaa1b, Acadsb, Hadhb, Acaa2, Acadm","Fatty acid degradation (10), Fatty acid metabolism (9), leucine and isoleucine degradation (8), Valine (8), PPAR signaling pathway (4), Carbon metabolism (3), Biosynthesis of unsaturated fatty acids (3), Glyoxylate and dicarboxylate metabolism (1)"
11431,Acp1,MedConf,Yes,Adherens junction,Ctnnb1,"Melanogenesis (1), Hippo signaling pathway (1), Wnt signaling pathway (1), Rap1 signaling pathway (1), Leukocyte transendothelial migration (1), Thyroid hormone signaling pathway (1), Adherens junction (1), Focal adhesion (1)"
14081,Acsl1,MedConf,Yes,"Fatty acid metabolism, PPAR signaling pathway, Ferroptosis, Fatty acid degradation","Pnpla2, Hsd11b1, Cyp3a11, Cpt1a, Mgll, Acsl5, Fmo5, Pgrmc1, Cyb5r3, Bcap31, Ppt1","Fatty acid metabolism (3), Fatty acid degradation (2), PPAR signaling pathway (2), Lysosome (1), Protein processing in endoplasmic reticulum (1), Ferroptosis (1), Retrograde endocannabinoid signaling (1), Glucagon signaling pathway (1), Insulin resistance (1), AMPK signaling pathway (1)"
433256,Acsl5,MedConf,Yes,"Fatty acid metabolism, PPAR signaling pathway, Ferroptosis, Fatty acid degradation","Ppt1, Acsl1, Pnpla2, Acadsb, Acadm, Cpt1a, Mgll","Fatty acid metabolism (5), Fatty acid degradation (4), PPAR signaling pathway (3), leucine and isoleucine degradation (2), Valine (2), Retrograde endocannabinoid signaling (1), Glucagon signaling pathway (1), Insulin resistance (1), AMPK signaling pathway (1), Carbon metabolism (1), Ferroptosis (1), Lysosome (1)"
11461,Actb,MedConf,Yes,"Regulation of actin cytoskeleton, Focal adhesion, Adherens junction, Tight junction, Platelet activation, Thyroid hormone signaling pathway, Leukocyte transendothelial migration, Rap1 signaling pathway, Apoptosis, Phagosome, Hippo signaling pathway, Oxytocin signaling pathway","Rbx1, Pip5k1c, Baz1b, Ddx21, Stk38, Ppp1cb, Kat2b, Tjp1, Itsn1, Vasp, Wasf2, Wasl, Abi1, Ezr, Xpc, Tmsb4x, Actr2, Parva, Wipf1, Arpc2, Arpc3, Polr1d, Vcl, Nck1, Myo10, Myl12b, Epc1, Trrap, Ddb1, Ruvbl1, Myo1c, Msn, Tjp2, Nckap1, Ephb4, Arpc1a, Nckipsd, Itgb7, Itga1, Itga9, Rhoc, Prkch, Cfl2, Trpm7, Zyx, Cotl1, Yeats4, Ep400, Arpc1b, Twistnb, Dek, Myl6, Epc2, Ino80e, Shroom2, Actr3, Arpc5, Cttn, Ctnna1, Ep300, Actn4, Pxn, Gsk3b, Pfn1, Efnb1, Rac1, Itgb1, Cdc42, Rps6ka1, Rhoa, Grb2, Ogt, Cyfip1, Ppp1ca, Rdx, Myh9, Rad23b, Tpt1, Morf4l1, Iqgap1","Regulation of actin cytoskeleton (31), Focal adhesion (19), Tight junction (18), Fc gamma R-mediated phagocytosis (13), Leukocyte transendothelial migration (12), Adherens junction (11), Endocytosis (10), Axon guidance (9), Chemokine signaling pathway (7), PI3K-Akt signaling pathway (7), Platelet activation (6), Neurotrophin signaling pathway (6), Wnt signaling pathway (6), Rap1 signaling pathway (6), Vascular smooth muscle contraction (5), cAMP signaling pathway (5), Insulin resistance (5), T cell receptor signaling pathway (5), Oxytocin signaling pathway (4), Insulin signaling pathway (4), Hippo signaling pathway (4), Long-term potentiation (4), cGMP-PKG signaling pathway (4), Oocyte meiosis (4), Ras signaling pathway (4), mTOR signaling pathway (4), MAPK signaling pathway (4), Dopaminergic synapse (3), Cellular senescence (3), Phospholipase D signaling pathway (3), ErbB signaling pathway (3), B cell receptor signaling pathway (3), TGF-beta signaling pathway (3), VEGF signaling pathway (3), Cell cycle (3), Thyroid hormone signaling pathway (3), Protein processing in endoplasmic reticulum (2), Adrenergic signaling in cardiomyocytes (2), mRNA surveillance pathway (2), Fc epsilon RI signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), Prolactin signaling pathway (2), GnRH signaling pathway (2), Osteoclast differentiation (2), FoxO signaling pathway (2), NOD-like receptor signaling pathway (2), Sphingolipid signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Phagosome (2), Melanogenesis (2), Notch signaling pathway (2), HIF-1 signaling pathway (2), Ubiquitin mediated proteolysis (2), RNA transport (1), Estrogen signaling pathway (1), Relaxin signaling pathway (1), Endocrine resistance (1), Toll-like receptor signaling pathway (1), Hedgehog signaling pathway (1), Glucagon signaling pathway (1), Necroptosis (1), Circadian rhythm (1), Non-alcoholic fatty liver disease (NAFLD) (3)"
60595,Actn4,MedConf,Yes,"Regulation of actin cytoskeleton, Focal adhesion, Adherens junction, Tight junction, Leukocyte transendothelial migration","App, Itgb1, Actb, Pip5k1c, Clu, Tjp1, Tmsb4x, Aldoa, Vcl, Lgals3bp, Ecm1, Plg, Kng1, Itih3, Itih4, Sparc, Timp3, Srgn, Ahsg, Hrg, Pros1, Ola1, Orm1, Alb, F8, Gas6, Fgg, Fgb, Serpina3k, Tex264, Serpinf2, Serpina3f, Fam3c, Fga, Itgb7, Itga1, Itga9, Pip4k2a, Magi3, Zyx, Apoh, Ctnna1","Regulation of actin cytoskeleton (9), Complement and coagulation cascades (9), Focal adhesion (8), Platelet activation (5), Leukocyte transendothelial migration (4), Adherens junction (4), PI3K-Akt signaling pathway (4), Rap1 signaling pathway (3), Tight junction (3), Hippo signaling pathway (2), Phagosome (2), EGFR tyrosine kinase inhibitor resistance (1), Thyroid hormone synthesis (1), Biosynthesis of amino acids (1), HIF-1 signaling pathway (1), Carbon metabolism (1), Phospholipase D signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Endocytosis (1), Oxytocin signaling pathway (1), Apoptosis (1), Thyroid hormone signaling pathway (1), Axon guidance (1)"
54130,Actr1a,MedConf,Yes,,"Prkaca, Dync1i2, Rab8a, Ppp2r1a, Csnk1e, Dynll1, Dctn2, Tubb5, Ywhae, Dync1h1, Tuba1a, Csnk1d, Rab7, Rab11a, Dctn4, Dynll2","Vasopressin-regulated water reabsorption (8), Phagosome (5), Hippo signaling pathway (4), Tight junction (4), Endocytosis (3), Hedgehog signaling pathway (3), Oocyte meiosis (3), Endocrine and other factor-regulated calcium reabsorption (2), Autophagy - animal (2), Circadian rhythm (2), PI3K-Akt signaling pathway (2), Wnt signaling pathway (2), Adrenergic signaling in cardiomyocytes (2), Dopaminergic synapse (2), AMPK signaling pathway (2), Longevity regulating pathway (2), Mitophagy - animal (1), Apoptosis (1), Cell cycle (1), Neurotrophin signaling pathway (1), FoxO signaling pathway (1), Long-term depression (1), TGF-beta signaling pathway (1), mRNA surveillance pathway (1), Sphingolipid signaling pathway (1), Vascular smooth muscle contraction (1), Thyroid hormone synthesis (1), Glucagon signaling pathway (1), Melanogenesis (1), Oxytocin signaling pathway (1), Longevity regulating pathway - multiple species (1), cAMP signaling pathway (1), Insulin signaling pathway (1), GnRH signaling pathway (1), Ras signaling pathway (1), Apelin signaling pathway (1), Long-term potentiation (1), Chemokine signaling pathway (1), MAPK signaling pathway (1), Estrogen signaling pathway (1), Relaxin signaling pathway (1), Endocrine resistance (1), Retrograde endocannabinoid signaling (1), Thyroid hormone signaling pathway (1), Platelet activation (1)"
226977,Actr1b,MedConf,Yes,,"Dync1i2, Dynll1, Dctn2, Dync1h1, Rab7, Dctn4, Dynll2","Vasopressin-regulated water reabsorption (6), Phagosome (3), Mitophagy - animal (1), Autophagy - animal (1), Endocytosis (1)"
66713,Actr2,MedConf,Yes,Tight junction,"Clta, Wipf1, Arpc2, Arpc3, Apob, Trf, Nck1, Myo10, Nckap1, Scarb2, Ephb4, M6pr, Arpc1a, Nckipsd, Picalm, Tgoln1, Fcho2, Hip1, Arpc1b, Fnbp1, Actr3, Arpc5, Cttn, Hspa8, Arrb1, Efnb1, Rac1, Arrb2, Cdc42, Ap2s1, Eps15, Ap2a2, Dnm2, Cbl, Grb2, Cyfip1, Actb, Snx9, Bin1, Cltc, Ap2m1, Epn1, Itsn1, Wasf2, Vamp3, Wasl, Gmfg, Abi1","Endocytosis (21), Fc gamma R-mediated phagocytosis (12), Regulation of actin cytoskeleton (12), Chemokine signaling pathway (6), Tight junction (6), Endocrine and other factor-regulated calcium reabsorption (6), Synaptic vesicle cycle (6), MAPK signaling pathway (6), Adherens junction (5), Axon guidance (5), Phagosome (4), Lysosome (4), Focal adhesion (4), T cell receptor signaling pathway (4), Rap1 signaling pathway (3), Leukocyte transendothelial migration (3), ErbB signaling pathway (3), Ras signaling pathway (3), Neurotrophin signaling pathway (3), Relaxin signaling pathway (3), Fc epsilon RI signaling pathway (2), Phospholipase D signaling pathway (2), Insulin signaling pathway (2), GnRH signaling pathway (2), Osteoclast differentiation (2), Estrogen signaling pathway (2), B cell receptor signaling pathway (2), PI3K-Akt signaling pathway (2), VEGF signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Hedgehog signaling pathway (2), Oxytocin signaling pathway (1), Hippo signaling pathway (1), Apoptosis (1), Thyroid hormone signaling pathway (1), Platelet activation (1), RNA transport (1), EGFR tyrosine kinase inhibitor resistance (1), Prolactin signaling pathway (1), mTOR signaling pathway (1), Endocrine resistance (1), FoxO signaling pathway (1), Ubiquitin mediated proteolysis (1), Dopaminergic synapse (1), Toll-like receptor signaling pathway (1), cAMP signaling pathway (1), Wnt signaling pathway (1), Sphingolipid signaling pathway (1), Antigen processing and presentation (1), Longevity regulating pathway - multiple species (1), Spliceosome (1), Protein processing in endoplasmic reticulum (1), HIF-1 signaling pathway (1), Ferroptosis (1), Non-alcoholic fatty liver disease (NAFLD) (2)"
74117,Actr3,MedConf,Yes,Tight junction,"Arpc5, Cttn, Hspa8, Arrb1, Efnb1, Rac1, Arrb2, Cdc42, Ap2s1, Eps15, Ap2a2, Dnm2, Cbl, Grb2, Cyfip1, Actb, Snx9, Bin1, Cltc, Ap2m1, Ptk2, Epn1, Itsn1, Wasf2, Vamp3, Wasl, Abi1, Actr2, Clta, Wipf1, Arpc2, Arpc3, Apob, Trf, Nck1, Myo10, Nckap1, Scarb2, Ephb4, M6pr, Arpc1a, Nckipsd, Picalm, Tgoln1, Fcho2, Hip1, Arpc1b, Fnbp1","Endocytosis (21), Regulation of actin cytoskeleton (13), Fc gamma R-mediated phagocytosis (12), Chemokine signaling pathway (7), Axon guidance (6), Endocrine and other factor-regulated calcium reabsorption (6), Synaptic vesicle cycle (6), Tight junction (6), MAPK signaling pathway (6), Adherens junction (5), Focal adhesion (5), Phagosome (4), Lysosome (4), ErbB signaling pathway (4), T cell receptor signaling pathway (4), Leukocyte transendothelial migration (4), VEGF signaling pathway (3), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), Ras signaling pathway (3), Neurotrophin signaling pathway (3), Relaxin signaling pathway (3), Endocrine resistance (2), Fc epsilon RI signaling pathway (2), Phospholipase D signaling pathway (2), Insulin signaling pathway (2), GnRH signaling pathway (2), Osteoclast differentiation (2), Estrogen signaling pathway (2), B cell receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Hedgehog signaling pathway (2), HIF-1 signaling pathway (1), Ferroptosis (1), Oxytocin signaling pathway (1), Hippo signaling pathway (1), Apoptosis (1), Thyroid hormone signaling pathway (1), Platelet activation (1), RNA transport (1), EGFR tyrosine kinase inhibitor resistance (1), Prolactin signaling pathway (1), mTOR signaling pathway (1), FoxO signaling pathway (1), Ubiquitin mediated proteolysis (1), Dopaminergic synapse (1), Toll-like receptor signaling pathway (1), cAMP signaling pathway (1), Wnt signaling pathway (1), Sphingolipid signaling pathway (1), Antigen processing and presentation (1), Longevity regulating pathway - multiple species (1), Spliceosome (1), Protein processing in endoplasmic reticulum (1), Non-alcoholic fatty liver disease (NAFLD) (2)"
11482,Acvrl1,MedConf,Yes,,"Cdh5, Tgfbr2","Th17 cell differentiation (1), Osteoclast differentiation (1), Hippo signaling pathway (1), TGF-beta signaling pathway (1), MAPK signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Relaxin signaling pathway (1), FoxO signaling pathway (1), Cellular senescence (1), Adherens junction (1), Endocytosis (1), Leukocyte transendothelial migration (1)"
11512,Adcy6,MedConf,Yes,"Platelet activation, Retrograde endocannabinoid signaling, Rap1 signaling pathway, Oocyte meiosis, Endocrine resistance, Longevity regulating pathway, cGMP-PKG signaling pathway, Relaxin signaling pathway, Vasopressin-regulated water reabsorption, Estrogen signaling pathway, Chemokine signaling pathway, Apelin signaling pathway, GnRH signaling pathway, cAMP signaling pathway, Longevity regulating pathway - multiple species, Oxytocin signaling pathway, Endocrine and other factor-regulated calcium reabsorption, Melanogenesis, Thyroid hormone synthesis, Phospholipase D signaling pathway, Adrenergic signaling in cardiomyocytes, Vascular smooth muscle contraction","Twistnb, Prkaca, Akt1, Calm1, Camk2d, Gnb1, Pde6d, Pde2a, Polr1d, Gnai2, Prkacb, Gng11, Gnb2, Gng12, Gngt2","Dopaminergic synapse (11), Apelin signaling pathway (10), Ras signaling pathway (9), Chemokine signaling pathway (9), Relaxin signaling pathway (9), Retrograde endocannabinoid signaling (8), PI3K-Akt signaling pathway (6), Adrenergic signaling in cardiomyocytes (6), cAMP signaling pathway (6), Longevity regulating pathway (6), Glucagon signaling pathway (5), Melanogenesis (5), Oxytocin signaling pathway (5), Estrogen signaling pathway (5), MAPK signaling pathway (4), Insulin signaling pathway (4), GnRH signaling pathway (4), Long-term potentiation (4), Oocyte meiosis (4), Platelet activation (4), cGMP-PKG signaling pathway (4), Vascular smooth muscle contraction (3), Longevity regulating pathway - multiple species (3), Wnt signaling pathway (3), Endocrine resistance (3), Thyroid hormone signaling pathway (3), Autophagy - animal (3), Rap1 signaling pathway (3), Neurotrophin signaling pathway (3), Thyroid hormone synthesis (2), Endocrine and other factor-regulated calcium reabsorption (2), Hedgehog signaling pathway (2), Vasopressin-regulated water reabsorption (2), Tight junction (2), Axon guidance (2), Sphingolipid signaling pathway (2), ErbB signaling pathway (2), HIF-1 signaling pathway (2), Cellular senescence (2), Regulation of actin cytoskeleton (1), Long-term depression (1), Leukocyte transendothelial migration (1), Necroptosis (1), Fc epsilon RI signaling pathway (1), Toll-like receptor signaling pathway (1), EGFR tyrosine kinase inhibitor resistance (1), VEGF signaling pathway (1), Phospholipase D signaling pathway (1), Prolactin signaling pathway (1), Osteoclast differentiation (1), Insulin resistance (1), T cell receptor signaling pathway (1), mTOR signaling pathway (1), TNF signaling pathway (1), Apoptosis (1), AGE-RAGE signaling pathway in diabetic complications (1), B cell receptor signaling pathway (1), AMPK signaling pathway (1), FoxO signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Focal adhesion (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
11518,Add1,MedConf,Yes,,"Capzb, Capza1, Capza2",Endocytosis (3)
11522,Adh1,MedConf,Yes,Fatty acid degradation,"Ugt2b5, Ugt1a1, Aox3, Comt, Aldh1a1, Gstm1, Mgst1, Gsta3, Gstk1, Aldh2, Cyp2e1","leucine and isoleucine degradation (2), Valine (2), Fatty acid degradation (1), Dopaminergic synapse (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
11532,Adh5,MedConf,Yes,"Carbon metabolism, Fatty acid degradation","Ugt2b5, Ugt1a1, Aox3, Comt, Aldh1a1, Gstm1, Mgst1, Gsta3, Esd, Gstk1, Aldh2, Cyp2e1","leucine and isoleucine degradation (2), Valine (2), Fatty acid degradation (1), Carbon metabolism (1), Dopaminergic synapse (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
