"","GeneSymbol","GeneMappingID","Group","EntrezID","Zscore","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"57","BAIAP2",666,"Regulation of actin cytoskeleton","10458",1.56,NA,"RAC1, CDC42, EPS8",3,"RAC1, CDC42",2,NA,0,"RAC1, CDC42",2,"RAC1, CDC42",2,NA,0,"CDC42",1,3
"58","BCAR1",107,"Regulation of actin cytoskeleton","9564",1.058,NA,"PXN, PTK2, PTK2B, ARHGAP32, CRKL, GRB2, CRK",7,"PXN, PTK2, CRKL, CRK",4,NA,0,"GRB2, CRKL, CRK",3,"PXN, PTK2, CRKL, CRK",4,NA,0,NA,0,4
"59","BCAS2",462,"Novel","10286",-1.15,"Spliceosome","HSPA8, PRPF8, CDC5L, MFAP1, UBC, PLRG1, EFTUD2",7,NA,0,NA,0,"HSPA8",1,NA,0,NA,0,NA,0,0
"60","BCL11B",443,"Novel","64919",-1.301,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"61","BCL2L1",219,"Novel","598",-2.336,"Toxoplasmosis ; Pathways in cancer ; Apoptosis ; Amyotrophic lateral sclerosis (ALS) ; Pancreatic cancer ; Jak-STAT signaling pathway ; Chronic myeloid leukemia","MAPK8, DNM1L, SPATA25, PMAIP1, TP53, UBC, PGAM5, RAF1",8,"RAF1",1,NA,0,"TP53, RAF1, MAPK8",3,"RAF1",1,NA,0,NA,0,1
"62","BCL3",473,"Novel","602",-1.697,NA,"IKBKB, NFKB2, UBC, RELA, NFKB1, CHUK, RELB",7,NA,0,NA,0,"RELB, RELA, NFKB2, NFKB1, IKBKB, CHUK",6,NA,0,NA,0,"RELA, IKBKB",2,2
"63","BDNF",426,"MAPK signaling pathway","627",0.298,NA,"NTF3, NTRK2",2,NA,0,NA,0,"NTRK2, NTF3",2,NA,0,NA,0,NA,0,0
"64","BIRC5",497,"Novel","332",-1.758,"Pathways in cancer","CASP3, UBC",2,NA,0,NA,0,"CASP3",1,NA,0,NA,0,NA,0,0
"65","BMP2",109,"Cytokine-cytokine receptor interaction","650",1.556,NA,"TGFB2, SMAD4, ACVR1, BMPR2, BMPR1B, ACVR2B",6,NA,0,"TGFB2, BMPR2, BMPR1B, ACVR2B, ACVR1",5,"TGFB2",1,NA,0,"BMPR1B",1,"TGFB2",1,2
"66","BMP7",274,"Cytokine-cytokine receptor interaction","655",-3.119,"Cytokine-cytokine receptor interaction","BMPR2, BMPR1B, ACVR2A",3,NA,0,"BMPR2, BMPR1B, ACVR2A",3,NA,0,NA,0,"BMPR1B",1,NA,0,1
"67","BMPR1B",337,"Cytokine-cytokine receptor interaction","658",-2,"Cytokine-cytokine receptor interaction","SMAD6, GDF5, BMPR2, BMP7, BMP2",5,NA,0,"GDF5, BMPR2, BMP7, BMP2",4,NA,0,NA,0,"BMP7",1,NA,0,1
"68","BMPR2",289,"Cytokine-cytokine receptor interaction","659",0.181,NA,"BMPR1B, GDF5, BMP7, ACVR1, TGFBR1, BMP2",6,NA,0,"GDF5, TGFBR1, BMPR1B, BMP7, BMP2, ACVR1",6,"TGFBR1",1,NA,0,"BMPR1B, BMP7",2,NA,0,2
"69","BRAF",142,"MAPK signaling pathway","673",-1.617,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Chemokine signaling pathway ; Focal adhesion ; Hepatitis C ; Pathways in cancer ; Pancreatic cancer ; Prostate cancer ; Long-term depression ; Chronic myeloid leukemia ; Neurotrophin signaling pathway ; Melanoma ; Natural killer cell mediated cytotoxicity ; Progesterone-mediated oocyte maturation ; Renal cell carcinoma","RAF1, AKT1, RPS6KA2, ARAF, PRKCA, RAP1A, NRAS, CAPN3, UBC, MAPK3, YWHAH, HRAS, MAP2K2, MAP3K1, PRKACA, MAP2K1, SFN, MAPK1, IQGAP1, YWHAG",20,"IQGAP1, RAF1, MAP2K2, MAP2K1, MAPK3, MAPK1, NRAS, HRAS, ARAF",9,NA,0,"RPS6KA2, RAP1A, RAF1, MAP2K2, MAP2K1, MAPK3, MAPK1, PRKCA, PRKACA, NRAS, MAP3K1, HRAS, AKT1",13,"IQGAP1, RAF1, MAP2K2, MAP2K1, MAPK3, MAPK1, NRAS, HRAS, ARAF",9,NA,0,"RAP1A",1,10
"70","BRCA2",411,"Novel","675",-1.278,"Pathways in cancer ; Pancreatic cancer","PALB2, RAD51",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"71","BRK1",323,"Regulation of actin cytoskeleton","55845",1.254,NA,"WASF1, NCKAP1, ABI2, UBC",4,"NCKAP1, ABI2, WASF1",3,NA,0,NA,0,"NCKAP1, ABI2, WASF1",3,NA,0,NA,0,3
"72","BRSK2",546,"Novel","9024",-1.244,NA,"CDC25C, CDC25B, UBC",3,NA,0,NA,0,"CDC25B",1,NA,0,NA,0,"CDC25B",1,1
"73","BUB1B",352,"Novel","701",-1.379,"Cell cycle","CDC20B, UBC, PLK1, MIS12",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"74","C9orf172",375,"Novel","389813",-1.121,NA,"PARD6G, PDLIM7",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"75","CACNA1A",424,"MAPK signaling pathway","773",1.633,NA,"CACNB4, UBC",2,NA,0,NA,0,"CACNB4",1,NA,0,NA,0,"CACNB4",1,1
"76","CACNA1B",781,"MAPK signaling pathway","774",0.34,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"77","CACNA1C",647,"MAPK signaling pathway","775",-1.932,"MAPK signaling pathway ; GnRH signaling pathway ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC, CACNB3",2,NA,0,NA,0,"CACNB3",1,NA,0,NA,0,NA,0,0
"78","CACNB3",350,"MAPK signaling pathway","784",0.174,NA,"CACNA1C",1,NA,0,NA,0,"CACNA1C",1,NA,0,NA,0,"CACNA1C",1,1
"79","CACNB4",804,"MAPK signaling pathway","785",-2.265,"MAPK signaling pathway ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","CACNA1A",1,NA,0,NA,0,"CACNA1A",1,NA,0,NA,0,NA,0,0
"80","CALCR",259,"Novel","799",-1.34,"Osteoclast differentiation","APOB",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"81","CALR",193,"Novel","811",-1.248,"Chagas disease (American trypanosomiasis) ; Phagosome","HSP90B1, LRP1, APOB, PDIA3, P4HB, UBC",6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"82","CAMLG",594,"Novel","819",-2.007,NA,"EGFR, TNFRSF13B",2,"EGFR",1,"TNFRSF13B, EGFR",2,"EGFR",1,"EGFR",1,NA,0,"EGFR",1,2
"83","CAPN2",547,"Novel","824",-1.888,"Focal adhesion ; Apoptosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"84","CAPN3",674,"Novel","825",-2.3,NA,"RPS6KA2, MAP3K1, BRAF",3,"BRAF",1,NA,0,"RPS6KA2, MAP3K1, BRAF",3,"BRAF",1,NA,0,"BRAF",1,2
"85","CARD11",612,"Novel","84433",-1.812,"T cell receptor signaling pathway","MAP3K7, UBC, CHUK",3,NA,0,NA,0,"MAP3K7, CHUK",2,NA,0,NA,0,"MAP3K7",1,1
"86","CASP3",169,"MAPK signaling pathway","836",0.095,NA,"CDC42, AKT1, CFLAR, PAK2, PARP1, MET, MAP4K4, ROCK1, STK4, HCLS1, BIRC5, ARHGDIB, GSN, AKT3, RAD51, UBC, STK3",17,"ROCK1, PAK2, GSN, CDC42",4,"MET",1,"AKT3, MAP4K4, STK4, STK3, PAK2, CDC42, AKT1",7,"ROCK1, PAK2, GSN, CDC42",4,NA,0,"CDC42",1,5
"87","CBR1",778,"Novel","873",-1.547,"Arachidonic acid metabolism","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"88","CCDC12",479,"Novel","151903",-2.624,"Spliceosome","CDC5L",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"89","CCDC94",494,"Novel","55702",-1.887,NA,"SNW1, XAB2, PLRG1, CDC5L",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"90","CCDC97",519,"Novel","90324",-1.018,NA,"SF3B6, SF3B1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"91","CCL1",732,"Cytokine-cytokine receptor interaction","6346",2.111,NA,"CCR8",1,NA,0,"CCR8",1,NA,0,NA,0,"CCR8",1,NA,0,1
"92","CCL11",684,"Cytokine-cytokine receptor interaction","6356",-0.545,NA,"CCR5, CCR3",2,NA,0,"CCR5, CCR3",2,NA,0,NA,0,NA,0,NA,0,0
"93","CCL13",682,"Cytokine-cytokine receptor interaction","6357",-1.62,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CCR3",1,NA,0,"CCR3",1,NA,0,NA,0,NA,0,NA,0,0
"94","CCL17",733,"Cytokine-cytokine receptor interaction","6361",0.369,NA,"CCR4, CCR8",2,NA,0,"CCR8, CCR4",2,NA,0,NA,0,"CCR8",1,NA,0,1
"95","CCL19",320,"Cytokine-cytokine receptor interaction","6363",1.086,NA,"CCR7",1,NA,0,"CCR7",1,NA,0,NA,0,NA,0,NA,0,0
"96","CCL2",681,"Cytokine-cytokine receptor interaction","6347",-0.747,NA,"CCR1",1,NA,0,"CCR1",1,NA,0,NA,0,NA,0,NA,0,0
"97","CCL21",321,"Cytokine-cytokine receptor interaction","6366",0.323,NA,"CCR7",1,NA,0,"CCR7",1,NA,0,NA,0,NA,0,NA,0,0
"98","CCL22",746,"Cytokine-cytokine receptor interaction","6367",-0.303,NA,"CCR4",1,NA,0,"CCR4",1,NA,0,NA,0,NA,0,NA,0,0
"99","CCL25",433,"Cytokine-cytokine receptor interaction","6370",1.671,NA,"CCR9",1,NA,0,"CCR9",1,NA,0,NA,0,NA,0,NA,0,0
"100","CCL27",745,"Cytokine-cytokine receptor interaction","10850",0.538,NA,"CCR10",1,NA,0,"CCR10",1,NA,0,NA,0,NA,0,NA,0,0
"101","CCL7",231,"Cytokine-cytokine receptor interaction","6354",-2.185,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CCR1, CCR3",2,NA,0,"CCR3, CCR1",2,NA,0,NA,0,NA,0,NA,0,0
"102","CCL8",683,"Cytokine-cytokine receptor interaction","6355",0.67,NA,"CCR5",1,NA,0,"CCR5",1,NA,0,NA,0,NA,0,NA,0,0
"103","CCNB2",148,"Novel","9133",-1.703,"Cell cycle ; Progesterone-mediated oocyte maturation","ATR, MKNK1, CKS2, UBC",4,NA,0,NA,0,"MKNK1",1,NA,0,NA,0,NA,0,0
"104","CCND2",439,"Novel","894",-2.086,"Focal adhesion ; Cell cycle ; Jak-STAT signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"105","CCNE1",167,"Novel","898",-1.362,"Pathways in cancer ; Prostate cancer ; Cell cycle","E2F3, MYBL2, HIST1H1B, UBC, FBXW7",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"106","CCR1",371,"Cytokine-cytokine receptor interaction","1230",0.933,NA,"CCL2, CCL7",2,NA,0,"CCL7, CCL2",2,NA,0,NA,0,"CCL7",1,NA,0,1
"107","CCR10",412,"Cytokine-cytokine receptor interaction","2826",0.65,NA,"CCL27",1,NA,0,"CCL27",1,NA,0,NA,0,NA,0,NA,0,0
"108","CCR3",372,"Cytokine-cytokine receptor interaction","1232",-0.762,NA,"CCL13, CCL11, CCL7",3,NA,0,"CCL13, CCL11, CCL7",3,NA,0,NA,0,"CCL7, CCL13",2,NA,0,2
"109","CCR4",403,"Cytokine-cytokine receptor interaction","1233",0.353,NA,"CCL17, CCL22, CXCL12",3,NA,0,"CXCL12, CCL22, CCL17",3,NA,0,NA,0,NA,0,NA,0,0
"110","CCR5",373,"Cytokine-cytokine receptor interaction","1234",0.15,NA,"CCL8, CCL11, CXCR4",3,NA,0,"CXCR4, CCL11, CCL8",3,NA,0,NA,0,"CXCR4",1,NA,0,1
"111","CCR7",589,"Cytokine-cytokine receptor interaction","1236",0.721,NA,"CCL21, CCL19",2,NA,0,"CCL21, CCL19",2,NA,0,NA,0,NA,0,NA,0,0
"112","CCR8",402,"Cytokine-cytokine receptor interaction","1237",-2.077,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CCL1, CCL17",2,NA,0,"CCL17, CCL1",2,NA,0,NA,0,NA,0,NA,0,0
"113","CCR9",826,"Cytokine-cytokine receptor interaction","10803",-0.247,NA,"CCL25",1,NA,0,"CCL25",1,NA,0,NA,0,NA,0,NA,0,0
