"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"1574",14570,"Arhgdig","MedConf","Yes","Vasopressin-regulated water reabsorption, Neurotrophin signaling pathway","Hmha1, Fam13b, Arap3, Stard8, Myo9b, Ngfr, Prkaca","Rap1 signaling pathway (2), Ras signaling pathway (2), Longevity regulating pathway (2), Neurotrophin signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Platelet activation (1), Thyroid hormone signaling pathway (1), Cholinergic synapse (1), Oxytocin signaling pathway (1), Glucagon signaling pathway (1), Vascular smooth muscle contraction (1), MAPK signaling pathway (1), Vasopressin-regulated water reabsorption (1), Progesterone-mediated oocyte maturation (1), Regulation of lipolysis in adipocytes (1), Longevity regulating pathway - multiple species (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1)"
"1592",54126,"Arhgef7","MedConf","Yes",NA,"Hmha1, Fam13b, Arap3, Stard8, Myo9b","Rap1 signaling pathway (1)"
"1639",11863,"Arnt","MedConf","Yes","HIF-1 signaling pathway","Vegfa, Ep300","HIF-1 signaling pathway (2), Thyroid hormone signaling pathway (1), Glucagon signaling pathway (1), FoxO signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Cytokine-cytokine receptor interaction (1), VEGF signaling pathway (1), Relaxin signaling pathway (1), PI3K-Akt signaling pathway (1)"
"1746",11910,"Atf3","MedConf","Yes",NA,"Jund","MAPK signaling pathway (1), Osteoclast differentiation (1)"
"1846",338375,"Atp6v1g3","MedConf","Yes","mTOR signaling pathway","Ins1","Longevity regulating pathway (2), Rap1 signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), HIF-1 signaling pathway (1), Ras signaling pathway (1), Progesterone-mediated oocyte maturation (1), Regulation of lipolysis in adipocytes (1), cGMP-PKG signaling pathway (1), FoxO signaling pathway (1), Longevity regulating pathway - multiple species (1), mTOR signaling pathway (1), Insulin resistance (1), PI3K-Akt signaling pathway (1), AMPK signaling pathway (1)"
"1889",26361,"Avpr1b","MedConf","Yes","Vascular smooth muscle contraction","Pik3ca, Cckbr, Lpar3, Adra1b, Cysltr1, Xcl1, Prok2, Npff, Tbxa2r","Platelet activation (2), Rap1 signaling pathway (2), PI3K-Akt signaling pathway (2), Longevity regulating pathway (2), Cytokine-cytokine receptor interaction (1), Adrenergic signaling in cardiomyocytes (1), Vascular smooth muscle contraction (1), cGMP-PKG signaling pathway (1), Thyroid hormone signaling pathway (1), Cholinergic synapse (1), Aldosterone-regulated sodium reabsorption (1), Natural killer cell mediated cytotoxicity (1), HIF-1 signaling pathway (1), Neurotrophin signaling pathway (1), Ras signaling pathway (1), TNF signaling pathway (1), Progesterone-mediated oocyte maturation (1), Regulation of lipolysis in adipocytes (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Fc epsilon RI signaling pathway (1), FoxO signaling pathway (1), Longevity regulating pathway - multiple species (1), VEGF signaling pathway (1), mTOR signaling pathway (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1), Insulin resistance (1), Toll-like receptor signaling pathway (1), AMPK signaling pathway (1), Osteoclast differentiation (1)"
"1981",68010,"Bambi","MedConf","Yes",NA,"Dvl2","mTOR signaling pathway (1)"
"2225",57261,"Brd4","HighConf","Yes",NA,"Prkag1, Supt5, Ikbkg, Psmc5, Cdk9","Adipocytokine signaling pathway (2), Longevity regulating pathway (2), Proteasome (1), Cytosolic DNA-sensing pathway (1), Ras signaling pathway (1), MAPK signaling pathway (1), TNF signaling pathway (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), Oxytocin signaling pathway (1), Glucagon signaling pathway (1), FoxO signaling pathway (1), Longevity regulating pathway - multiple species (1), Insulin resistance (1), AMPK signaling pathway (1)"
"2337",12266,"C3","MedConf","Yes",NA,"Tas2r113, Chrm4, Ppbp, Adra2b, Lpar3, Gal, Itgb2l, Cxcr4","Cytokine-cytokine receptor interaction (2), Rap1 signaling pathway (2), Natural killer cell mediated cytotoxicity (1), PI3K-Akt signaling pathway (1), cGMP-PKG signaling pathway (1), Cholinergic synapse (1)"
"2395",81905,"Cacng8","MedConf","Yes","MAPK signaling pathway, Oxytocin signaling pathway, Adrenergic signaling in cardiomyocytes",NA,NA
"2428",215303,"Camk1g","MedConf","Yes","Oxytocin signaling pathway","Nos3","Platelet activation (1), Oxytocin signaling pathway (1), HIF-1 signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), cGMP-PKG signaling pathway (1), VEGF signaling pathway (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1), Insulin resistance (1), PI3K-Akt signaling pathway (1)"
"2442",76025,"Cant1","HighConf","Yes","Pyrimidine metabolism, Purine metabolism",NA,NA
"2494",192160,"Casc3","MedConf","Yes","RNA transport, mRNA surveillance pathway",NA,NA
"2526",12391,"Cav3","MedConf","Yes","Focal adhesion","Fyn","Platelet activation (1), Cholinergic synapse (1), Natural killer cell mediated cytotoxicity (1), Focal adhesion (1), Fc epsilon RI signaling pathway (1), Osteoclast differentiation (1)"
"2669",12426,"Cckbr","MedConf","Yes",NA,"Lpar3, Adra1b, Cysltr1, Xcl1, Prok2, Npff, Avpr1b, Tbxa2r, Pik3ca","Rap1 signaling pathway (2), Platelet activation (2), Longevity regulating pathway (2), PI3K-Akt signaling pathway (2), Vascular smooth muscle contraction (2), Thyroid hormone signaling pathway (1), Cholinergic synapse (1), Aldosterone-regulated sodium reabsorption (1), Natural killer cell mediated cytotoxicity (1), HIF-1 signaling pathway (1), Neurotrophin signaling pathway (1), Ras signaling pathway (1), TNF signaling pathway (1), Progesterone-mediated oocyte maturation (1), Regulation of lipolysis in adipocytes (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Fc epsilon RI signaling pathway (1), FoxO signaling pathway (1), Longevity regulating pathway - multiple species (1), VEGF signaling pathway (1), mTOR signaling pathway (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1), Insulin resistance (1), Toll-like receptor signaling pathway (1), AMPK signaling pathway (1), Osteoclast differentiation (1), Cytokine-cytokine receptor interaction (1), Adrenergic signaling in cardiomyocytes (1), cGMP-PKG signaling pathway (1)"
"2773",21940,"Cd27","MedConf","Yes","Cytokine-cytokine receptor interaction","Cd70","Cytokine-cytokine receptor interaction (1)"
"2816",21948,"Cd70","MedConf","Yes","Cytokine-cytokine receptor interaction","Cd27","Cytokine-cytokine receptor interaction (1)"
"2896",12537,"Cdk11b","MedConf","Yes",NA,"Fabp4, Ebf1, Cebpb, Ep300, Med15","TNF signaling pathway (1), Thyroid hormone signaling pathway (1), Glucagon signaling pathway (1), HIF-1 signaling pathway (1), FoxO signaling pathway (1), Regulation of lipolysis in adipocytes (1), PPAR signaling pathway (1)"
"2918",107951,"Cdk9","MedConf","Yes",NA,"Polr2k, Ikbkg, Psmc5, Brd4, Prkag1, Polr2f, Polr2b, Polr2d, Supt5, Polr2g","Purine metabolism (4), RNA polymerase (4), Pyrimidine metabolism (4), Cytosolic DNA-sensing pathway (2), Adipocytokine signaling pathway (2), Longevity regulating pathway (2), Oxytocin signaling pathway (1), Glucagon signaling pathway (1), FoxO signaling pathway (1), Longevity regulating pathway - multiple species (1), Insulin resistance (1), AMPK signaling pathway (1), Proteasome (1), Ras signaling pathway (1), MAPK signaling pathway (1), TNF signaling pathway (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1)"
"2960",12608,"Cebpb","HighConf","Yes","TNF signaling pathway","Mapk13, Cdk11b, Fabp4, Ebf1, Ciita, Ep300, Ube2c, Med15","FoxO signaling pathway (2), Thyroid hormone signaling pathway (1), Glucagon signaling pathway (1), HIF-1 signaling pathway (1), Regulation of lipolysis in adipocytes (1), PPAR signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Rap1 signaling pathway (1), Platelet activation (1), Neurotrophin signaling pathway (1), MAPK signaling pathway (1), TNF signaling pathway (1), Progesterone-mediated oocyte maturation (1), AGE-RAGE signaling pathway in diabetic complications (1), Fc epsilon RI signaling pathway (1), VEGF signaling pathway (1), Relaxin signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1)"
"3008",16328,"Cep250","HighConf","Yes",NA,"Alms1, Prkaca, Pcnt, Plk1","Progesterone-mediated oocyte maturation (2), Longevity regulating pathway (2), FoxO signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Platelet activation (1), Thyroid hormone signaling pathway (1), Cholinergic synapse (1), Oxytocin signaling pathway (1), Glucagon signaling pathway (1), Ras signaling pathway (1), Vascular smooth muscle contraction (1), MAPK signaling pathway (1), Vasopressin-regulated water reabsorption (1), Regulation of lipolysis in adipocytes (1), Longevity regulating pathway - multiple species (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1)"
"3141",12672,"Chrm4","MedConf","Yes","Cholinergic synapse","Ppbp, Adra2b, Lpar3, Gal, Cxcr4, Tas2r113, Gnao1, C3","Rap1 signaling pathway (2), Cytokine-cytokine receptor interaction (2), Cholinergic synapse (1), Oxytocin signaling pathway (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1), PI3K-Akt signaling pathway (1), cGMP-PKG signaling pathway (1)"
"3183",12265,"Ciita","MedConf","Yes",NA,"Cebpb","TNF signaling pathway (1)"
"3432",140709,"Col26a1","MedConf","Yes",NA,"Col2a1","ECM-receptor interaction (1), Focal adhesion (1), PI3K-Akt signaling pathway (1)"
"3435",12824,"Col2a1","MedConf","Yes","PI3K-Akt signaling pathway, Focal adhesion, ECM-receptor interaction","Col26a1, Itga7, Sdc4, Itga5, Itgav","ECM-receptor interaction (4), Focal adhesion (3), PI3K-Akt signaling pathway (3), Thyroid hormone signaling pathway (1)"
"3545",231207,"Cpeb2","MedConf","Yes","Progesterone-mediated oocyte maturation",NA,NA
"3572",432508,"Cpsf6","MedConf","Yes","mRNA surveillance pathway","Cpsf7","mRNA surveillance pathway (1)"
"3573",269061,"Cpsf7","MedConf","Yes","mRNA surveillance pathway","Magoh, Hnrnpa3, Pabpn1, Polr2b, Sf3b2, Snrpd2, Sf3b6, Snrpe, Sf3a3, Srsf3, Cpsf6, Polr2g, Snrpd1, Polr2d, Sf3b5, Rnps1, Sf3b3, Polr2k, Sf3a1, Snrpa1, Smc1a, Snrnp200, Phf5a, Snrpd3, Rbm8a, Sf3b1, Snrpb, Polr2f","Spliceosome (19), mRNA surveillance pathway (5), Purine metabolism (4), RNA polymerase (4), Pyrimidine metabolism (4), RNA transport (3), Cytosolic DNA-sensing pathway (1)"
"3574",12894,"Cpt1a","MedConf","Yes","AMPK signaling pathway, PPAR signaling pathway, Insulin resistance, Adipocytokine signaling pathway, Glucagon signaling pathway","Acsl6, Ep300","Thyroid hormone signaling pathway (1), Glucagon signaling pathway (1), HIF-1 signaling pathway (1), FoxO signaling pathway (1), Adipocytokine signaling pathway (1), PPAR signaling pathway (1)"
"3599",208677,"Creb3l3","MedConf","Yes","AMPK signaling pathway, PI3K-Akt signaling pathway, Longevity regulating pathway, Insulin resistance, Estrogen signaling pathway, Relaxin signaling pathway, cGMP-PKG signaling pathway, TNF signaling pathway, Vasopressin-regulated water reabsorption, Glucagon signaling pathway, Cholinergic synapse, Adrenergic signaling in cardiomyocytes","Prkaca, Ep300","Thyroid hormone signaling pathway (2), Glucagon signaling pathway (2), Longevity regulating pathway (2), Adrenergic signaling in cardiomyocytes (1), Platelet activation (1), Cholinergic synapse (1), Oxytocin signaling pathway (1), Ras signaling pathway (1), Vascular smooth muscle contraction (1), MAPK signaling pathway (1), Vasopressin-regulated water reabsorption (1), Progesterone-mediated oocyte maturation (1), Regulation of lipolysis in adipocytes (1), Longevity regulating pathway - multiple species (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1), HIF-1 signaling pathway (1), FoxO signaling pathway (1)"
"3600",78284,"Creb3l4","MedConf","Yes","AMPK signaling pathway, PI3K-Akt signaling pathway, Longevity regulating pathway, Insulin resistance, Estrogen signaling pathway, Relaxin signaling pathway, cGMP-PKG signaling pathway, TNF signaling pathway, Vasopressin-regulated water reabsorption, Glucagon signaling pathway, Cholinergic synapse, Adrenergic signaling in cardiomyocytes","Prkaca, Ep300","Thyroid hormone signaling pathway (2), Glucagon signaling pathway (2), Longevity regulating pathway (2), Adrenergic signaling in cardiomyocytes (1), Platelet activation (1), Cholinergic synapse (1), Oxytocin signaling pathway (1), Ras signaling pathway (1), Vascular smooth muscle contraction (1), MAPK signaling pathway (1), Vasopressin-regulated water reabsorption (1), Progesterone-mediated oocyte maturation (1), Regulation of lipolysis in adipocytes (1), Longevity regulating pathway - multiple species (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1), HIF-1 signaling pathway (1), FoxO signaling pathway (1)"
"3771",13038,"Ctsk","MedConf","Yes","Osteoclast differentiation, Toll-like receptor signaling pathway",NA,NA
"3825",12767,"Cxcr4","MedConf","Yes","Cytokine-cytokine receptor interaction","C3, Tas2r113, Chrm4, Ppbp, Adra2b, Lpar3, Xcl1, Gal","Cytokine-cytokine receptor interaction (2), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1), cGMP-PKG signaling pathway (1), Cholinergic synapse (1)"
"3906",13113,"Cyp3a13","MedConf","Yes",NA,"Ugt1a9, Pla2g4f, Pla2g12b, Cyp4a12a, Pla2g1b","Vascular smooth muscle contraction (4), alpha-Linolenic acid metabolism (3), Ras signaling pathway (3), PPAR signaling pathway (1), Platelet activation (1), Oxytocin signaling pathway (1), MAPK signaling pathway (1), Fc epsilon RI signaling pathway (1), VEGF signaling pathway (1)"
"3913",277753,"Cyp4a12a","MedConf","Yes","PPAR signaling pathway, Vascular smooth muscle contraction","Ugt1a9, Cyp3a13, Pla2g4f, Pla2g1b, Pla2g12b","alpha-Linolenic acid metabolism (3), Ras signaling pathway (3), Vascular smooth muscle contraction (3), Platelet activation (1), Oxytocin signaling pathway (1), MAPK signaling pathway (1), Fc epsilon RI signaling pathway (1), VEGF signaling pathway (1)"
"3934",58861,"Cysltr1","MedConf","Yes",NA,"Xcl1, Prok2, Npff, Tbxa2r, Lpar3, Pik3ca, Avpr1b, Adra1b, Cckbr","Vascular smooth muscle contraction (2), Rap1 signaling pathway (2), PI3K-Akt signaling pathway (2), Platelet activation (2), Longevity regulating pathway (2), Adrenergic signaling in cardiomyocytes (1), cGMP-PKG signaling pathway (1), Thyroid hormone signaling pathway (1), Cholinergic synapse (1), Aldosterone-regulated sodium reabsorption (1), Natural killer cell mediated cytotoxicity (1), HIF-1 signaling pathway (1), Neurotrophin signaling pathway (1), Ras signaling pathway (1), TNF signaling pathway (1), Progesterone-mediated oocyte maturation (1), Regulation of lipolysis in adipocytes (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Fc epsilon RI signaling pathway (1), FoxO signaling pathway (1), Longevity regulating pathway - multiple species (1), VEGF signaling pathway (1), mTOR signaling pathway (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1), Insulin resistance (1), Toll-like receptor signaling pathway (1), AMPK signaling pathway (1), Osteoclast differentiation (1), Cytokine-cytokine receptor interaction (1)"
"3997",59036,"Dact1","MedConf","Yes",NA,"Dvl2","mTOR signaling pathway (1)"
"4110",53817,"Ddx39b","HighConf","Yes","Spliceosome, RNA transport, mRNA surveillance pathway","Dhx8","Spliceosome (1)"
"4254",217207,"Dhx8","MedConf","Yes","Spliceosome","Ddx39b, Snrpa1, Isy1, Plrg1","Spliceosome (4), mRNA surveillance pathway (1), RNA transport (1)"
"4342",81489,"Dnajb1","MedConf","Yes",NA,"Ep300, Hspa8","MAPK signaling pathway (1), Longevity regulating pathway - multiple species (1), Estrogen signaling pathway (1), Spliceosome (1), Thyroid hormone signaling pathway (1), Glucagon signaling pathway (1), HIF-1 signaling pathway (1), FoxO signaling pathway (1)"
"4543",13543,"Dvl2","MedConf","Yes","mTOR signaling pathway","Psma3, Psmd11, Psmc5, Psmd1, Psmd6, Psma7, Psmb2, Psmb3, Psma1, Psmb1, Psmd3, Psmc1, Psmb6, Psmc3, Psma6, Psmd14, Psma4, Psma2, Psmc4, Psmc6, Psmb4, Psmd2, Gnao1, Dact1, Bambi, Nkd2","Proteasome (22), Rap1 signaling pathway (1), Cholinergic synapse (1), Oxytocin signaling pathway (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1)"
"4550",235661,"Dync1li1","MedConf","Yes","Vasopressin-regulated water reabsorption",NA,NA
"4607",13591,"Ebf1","MedConf","Yes",NA,"Ep300, Cdk11b, Fabp4, Med15, Cebpb","Regulation of lipolysis in adipocytes (1), PPAR signaling pathway (1), TNF signaling pathway (1), Thyroid hormone signaling pathway (1), Glucagon signaling pathway (1), HIF-1 signaling pathway (1), FoxO signaling pathway (1)"
"4739",66085,"Eif3f","MedConf","Yes","RNA transport","Eif4g2, Rps3a1","RNA transport (1)"
"4759",13690,"Eif4g2","MedConf","Yes","RNA transport","Eif3f","RNA transport (1)"
"4873",328572,"Ep300","MedConf","Yes","FoxO signaling pathway, HIF-1 signaling pathway, Glucagon signaling pathway, Thyroid hormone signaling pathway","Foxo3, Arnt, Rxrg, Prkaca, Hspa8, Vegfa, Kat2a, Med15, Cebpb, Cdk11b, Fabp4, Cpt1a, Spi1, Dnajb1, Creb3l3, Creb3l4, Ebf1","Longevity regulating pathway (7), Glucagon signaling pathway (4), Relaxin signaling pathway (4), Estrogen signaling pathway (4), PI3K-Akt signaling pathway (4), AMPK signaling pathway (4), Adrenergic signaling in cardiomyocytes (3), Cholinergic synapse (3), Vasopressin-regulated water reabsorption (3), TNF signaling pathway (3), Insulin resistance (3), PPAR signaling pathway (3), Thyroid hormone signaling pathway (3), Longevity regulating pathway - multiple species (3), cGMP-PKG signaling pathway (2), Adipocytokine signaling pathway (2), Regulation of lipolysis in adipocytes (2), HIF-1 signaling pathway (2), Ras signaling pathway (2), MAPK signaling pathway (2), Osteoclast differentiation (1), Rap1 signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Cytokine-cytokine receptor interaction (1), VEGF signaling pathway (1), Spliceosome (1), Platelet activation (1), Oxytocin signaling pathway (1), Vascular smooth muscle contraction (1), Progesterone-mediated oocyte maturation (1), Neurotrophin signaling pathway (1), FoxO signaling pathway (1)"
"5090",11770,"Fabp4","MedConf","Yes","PPAR signaling pathway, Regulation of lipolysis in adipocytes","Ebf1, Med15, Cebpb, Ep300, Cdk11b","TNF signaling pathway (1), Thyroid hormone signaling pathway (1), Glucagon signaling pathway (1), HIF-1 signaling pathway (1), FoxO signaling pathway (1)"
"5152",225358,"Fam13b","MedConf","Yes",NA,"Arhgdig, Arhgef7","Neurotrophin signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"5325",237730,"Fbll1","MedConf","Yes","Ribosome biogenesis in eukaryotes",NA,NA
"5457",14167,"Fgf12","MedConf","Yes","PI3K-Akt signaling pathway, MAPK signaling pathway, Ras signaling pathway, Rap1 signaling pathway","Ngfr","Rap1 signaling pathway (1), Neurotrophin signaling pathway (1), Ras signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"5609",14235,"Foxm1","MedConf","Yes",NA,"Plk1","Progesterone-mediated oocyte maturation (1), FoxO signaling pathway (1)"
"5615",56484,"Foxo3","MedConf","Yes","AMPK signaling pathway, PI3K-Akt signaling pathway, Longevity regulating pathway, Longevity regulating pathway - multiple species, FoxO signaling pathway, Neurotrophin signaling pathway","Foxo4, Prkag1, Mapk13, Ep300","FoxO signaling pathway (4), Glucagon signaling pathway (2), Longevity regulating pathway (2), Thyroid hormone signaling pathway (1), HIF-1 signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Rap1 signaling pathway (1), Platelet activation (1), Neurotrophin signaling pathway (1), MAPK signaling pathway (1), TNF signaling pathway (1), Progesterone-mediated oocyte maturation (1), AGE-RAGE signaling pathway in diabetic complications (1), Fc epsilon RI signaling pathway (1), VEGF signaling pathway (1), Relaxin signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), Oxytocin signaling pathway (1), Adipocytokine signaling pathway (1), Longevity regulating pathway - multiple species (1), Insulin resistance (1), AMPK signaling pathway (1), Ras signaling pathway (1)"
"5616",54601,"Foxo4","HighConf","Yes","FoxO signaling pathway, Ras signaling pathway","Prkag1, Mapk13, Foxo3","Longevity regulating pathway (4), FoxO signaling pathway (3), Neurotrophin signaling pathway (2), Longevity regulating pathway - multiple species (2), AMPK signaling pathway (2), PI3K-Akt signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Rap1 signaling pathway (1), Platelet activation (1), MAPK signaling pathway (1), TNF signaling pathway (1), Progesterone-mediated oocyte maturation (1), AGE-RAGE signaling pathway in diabetic complications (1), Fc epsilon RI signaling pathway (1), VEGF signaling pathway (1), Relaxin signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), Oxytocin signaling pathway (1), Glucagon signaling pathway (1), Adipocytokine signaling pathway (1), Insulin resistance (1)"
"5672",14325,"Ftl1","HighConf","Yes",NA,"Hspa8","MAPK signaling pathway (1), Longevity regulating pathway - multiple species (1), Estrogen signaling pathway (1), Spliceosome (1)"
"5710",14360,"Fyn","MedConf","Yes","Osteoclast differentiation, Fc epsilon RI signaling pathway, Focal adhesion, Natural killer cell mediated cytotoxicity, Cholinergic synapse, Platelet activation","Pdpk1, Pik3ca, Pik3cb, Cav3","Focal adhesion (4), Longevity regulating pathway (4), Thyroid hormone signaling pathway (3), Aldosterone-regulated sodium reabsorption (3), Neurotrophin signaling pathway (3), Fc epsilon RI signaling pathway (3), FoxO signaling pathway (3), mTOR signaling pathway (3), Insulin resistance (3), PI3K-Akt signaling pathway (3), AMPK signaling pathway (3), Rap1 signaling pathway (2), Platelet activation (2), Cholinergic synapse (2), Natural killer cell mediated cytotoxicity (2), HIF-1 signaling pathway (2), Ras signaling pathway (2), TNF signaling pathway (2), Progesterone-mediated oocyte maturation (2), Regulation of lipolysis in adipocytes (2), AGE-RAGE signaling pathway in diabetic complications (2), Longevity regulating pathway - multiple species (2), VEGF signaling pathway (2), Relaxin signaling pathway (2), Estrogen signaling pathway (2), Toll-like receptor signaling pathway (2), Osteoclast differentiation (2), PPAR signaling pathway (1)"
"5731",14381,"G6pdx","MedConf","Yes",NA,"Aldoa","HIF-1 signaling pathway (1)"
"5769",14419,"Gal","MedConf","Yes",NA,"Chrm4, Cxcr4, Ppbp, Lpar3, Tas2r113, Adra2b, C3","Cytokine-cytokine receptor interaction (2), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1), cGMP-PKG signaling pathway (1), Cholinergic synapse (1)"
"5806",68147,"Gar1","HighConf","Yes","Ribosome biogenesis in eukaryotes",NA,NA
"NA",NA,NA,NA,NA,NA,NA,NA
"6161",14680,"Gnal","MedConf","Yes",NA,"Gnao1","Rap1 signaling pathway (1), Cholinergic synapse (1), Oxytocin signaling pathway (1), Relaxin signaling pathway (1), Estrogen signaling pathway (1)"
"6162",14681,"Gnao1","MedConf","Yes","Estrogen signaling pathway, Relaxin signaling pathway, Oxytocin signaling pathway, Cholinergic synapse, Rap1 signaling pathway","Chrm4, Mapk13, Pla2g4f, Kcnj5, Gnal, Prkaca, Dvl2","Platelet activation (3), Oxytocin signaling pathway (3), MAPK signaling pathway (3), Adrenergic signaling in cardiomyocytes (2), Cholinergic synapse (2), Ras signaling pathway (2), Vascular smooth muscle contraction (2), Progesterone-mediated oocyte maturation (2), Relaxin signaling pathway (2), Estrogen signaling pathway (2), Longevity regulating pathway (2), Fc epsilon RI signaling pathway (2), VEGF signaling pathway (2), mTOR signaling pathway (1), Thyroid hormone signaling pathway (1), Glucagon signaling pathway (1), Vasopressin-regulated water reabsorption (1), Regulation of lipolysis in adipocytes (1), Longevity regulating pathway - multiple species (1), alpha-Linolenic acid metabolism (1), Rap1 signaling pathway (1), Neurotrophin signaling pathway (1), TNF signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), FoxO signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1)"
"6218",70231,"Gorasp2","MedConf","Yes",NA,"Psma3, Psma6","Proteasome (2)"
